timestep,disc_med,disc_q05,disc_q95
22,65.32387830320116,47.21831934571693,81.5948715370259
23,64.20452808748618,46.408720183728924,79.58091513972596
24,64.4699304436512,46.32144314121332,80.00907294631897
25,60.810818222879476,37.622809388019,79.18386640046025
26,50.726161203966626,34.196938725391526,66.2900241008416
27,54.645020777351036,37.474308190508474,72.74890984411522
28,49.35199479105766,28.858996798681662,70.9101386587266
29,47.320678164651795,28.411916965404686,67.80597291759078
30,46.719052540394564,29.17422614071093,64.70130874530683
31,41.553586034068765,21.557104580994856,59.52377513001138
32,42.90750765179807,28.789998339357755,59.247283026158634
33,41.41601890157459,24.344485955666755,56.87555362555054
34,40.50008619638142,23.375866133289286,56.986847177638516
35,39.52513444299167,22.903580346492713,54.18192232151
36,37.83312166036778,18.591282872737594,53.703071254342824
37,34.18455227812889,16.57930491884849,48.14920623906835
38,35.08636469598835,18.996550823400256,50.586184599402465
39,29.577294517429607,13.407169642656683,43.14767791629894
40,30.523575811766676,9.760836727483829,46.40162004870832
41,30.526749745912568,10.707986710685288,47.619316194970075
42,28.308407619056343,9.168146002551671,46.35901050732808
43,21.56439015943039,7.978146147843956,39.607231945857365
44,25.22861750082695,9.260057546126644,43.05635988753154
45,26.9860111980869,12.286234458677171,48.444941624704306
46,28.399645832922765,13.568809226021164,53.2646050934125
47,28.93363014738189,17.035912979108094,53.74736772260013
48,29.943073737607584,15.93888947443234,56.50826744421066
49,30.675084031585484,15.85509766618533,55.770350119063785
50,34.381361251142806,17.394065916927524,63.33539165054266
51,34.46687745520353,15.773166535814925,65.16142300088232
52,29.999157220197873,11.081187401533075,61.645327721606144
53,31.98852888649366,12.07623082221545,65.42289645609861
54,28.54192433033851,12.573871511129683,61.86477867196888
55,30.313006503085987,14.262929310948069,67.54454348973805
56,27.614865306029138,13.318951720355335,63.4061869840687
57,25.193501223658885,12.100426481252965,56.758384935491925
58,26.775184075684592,11.524940057978862,58.44481654377296
59,29.62113282110471,14.61383242130725,62.71782683879258
60,29.98213254688703,14.53483901282018,68.01232139113779
61,38.222823191905945,21.078404372691065,87.37702003044839
62,42.51414663307918,23.339399263245024,90.02980251950872
63,45.91636940972293,23.15676501613436,95.2064480053002
64,40.14781697446746,17.354069651847094,85.96763743117502
65,37.6338084994302,16.09592802642985,84.09069114874684
66,44.71062006760725,21.195614713802325,102.72394512518827
67,43.30599226897087,19.86068924386269,84.23630727287915
68,49.247612149621446,20.80797953612305,111.36445697519686
69,71.43861712980024,24.48227400431144,147.64404079433723
70,126.02152927799202,34.43128572285775,208.60988378779075
71,130.4958295646701,41.68013381201011,206.16360952148582
72,121.4233629479476,34.22032865139478,204.44262452047974
73,102.98147188387435,25.021907920314927,185.30738103366534
74,80.32531926638406,23.359521204015163,166.8290015522963
