model,k,max_loglik,AIC,delta_AIC,akaike_weight
Cell_num_prolif_no_shed,6,-1454.1475110105803,2920.2950220211605,0.0,0.7310584981890739
Cell_num_prolif_cst_shed,7,-1454.1475106014448,2922.2950212028895,1.999999181728981,0.2689415018109262
no_prolif_no_shed,5,-2066.515403624332,4143.030807248664,1222.7357852275036,2.2400099887326097e-266
