model,k,max_loglik,AIC,delta_AIC,akaike_weight
no_prolif_no_shed,5,-975.5792055336105,1961.158411067221,0.0,1.0
Cell_num_prolif_cst_shed,7,-1251.7730352850274,2517.546070570055,556.3876595028337,1.5203894222030758e-121
Cell_num_prolif_no_shed,6,-1377.994214918337,2767.988429836674,806.8300187694531,6.2963303667783146e-176
