model,k,max_loglik,AIC,delta_AIC,akaike_weight
Cell_num_prolif_cst_shed,7,-818.7775047644989,1651.5550095289977,0.0,1.0
no_prolif_no_shed,5,-942.8729982538634,1895.7459965077269,244.19098697872914,9.431937457358843e-54
cst_prolif_cst_shed,7,-941.9276584151507,1897.8553168303015,246.30030730130375,3.285245461380926e-54
