nnd_med_final,nnd_p10_final,nnd_p90_final,cluster_count_final,mean_size_final
41.30837438914065,28.613100626504234,55.592045391827995,349.0,7.687679083094556
43.63129482368752,28.965888521724626,59.646104344619594,325.0,23.255384615384614
61.75033479316405,43.1223995005513,82.28214172960028,194.0,69.25257731958763
66.83521081446607,41.598016446239285,95.92956698165563,146.0,120.01369863013699
46.20494929650863,32.54389829855074,62.59781634871201,309.0,17.977346278317153
42.06461557640224,28.590547379088953,59.45068542909826,341.0,15.451612903225806
38.362479017518396,24.717387688105184,52.063750439837854,408.0,6.588235294117647
36.60466408488947,25.564697712588245,51.56840973957877,413.0,4.709443099273607
39.93700266734776,24.6238240138302,55.03386324167107,371.0,14.024258760107816
40.99997456733163,27.27086642825394,56.79356496083989,356.0,11.101123595505618
41.16016892356256,26.06062294374975,59.3959734722197,335.0,15.549253731343283
40.41759569237512,26.944715305361807,56.28572316255962,380.0,9.968421052631578
71.31703979229424,48.74292134068335,98.2522808811618,149.0,117.76510067114094
40.964369382291125,27.693471769534273,58.87965594779379,348.0,15.068965517241379
50.40182601234913,31.77750751873845,70.5336755437204,261.0,32.923371647509576
39.86471633410064,24.969921465749394,53.87905007464609,396.0,5.954545454545454
40.614245299303185,28.349972849530307,56.53269542489557,368.0,8.83695652173913
44.33019303148252,28.191775835646446,59.380699016860895,332.0,14.954819277108435
41.47833694246139,27.3202042694198,55.93970984063621,361.0,12.171745152354571
41.36776613602296,29.775477761831002,55.73848125342825,358.0,7.374301675977653
64.30703564783563,41.51895647979592,85.61383605613509,161.0,87.53416149068323
40.50542372761224,27.694752857486773,55.399853323442336,384.0,5.864583333333333
60.98777464651515,44.8843374260677,87.01863468116207,177.0,79.17514124293785
40.54949269774268,24.423307911344388,57.78588762017883,362.0,8.828729281767956
39.262869221495585,25.04426879245631,54.4963489670286,382.0,9.764397905759163
34.62146207694255,22.300114773788078,49.361846281172646,450.0,3.22
44.61250413549742,27.650400666970807,60.78925758885192,322.0,17.90993788819876
41.79246592997201,30.60954467593411,56.35430219809136,365.0,7.863013698630137
53.758800069228116,38.70707767448556,73.32717753703406,231.0,45.87012987012987
36.90340490611884,24.211144646088165,52.01112769623243,420.0,6.569047619047619
59.4848128958932,39.412677155024035,84.8320363255222,189.0,87.98412698412699
71.48104181166984,50.5705674777255,95.23092308052824,149.0,116.79194630872483
43.17103984691026,27.27412956026797,57.81392751536635,346.0,11.479768786127167
41.777639311612404,28.972172880434915,56.5692378620355,364.0,10.219780219780219
67.10110355747634,44.97710290435782,101.52741795410141,146.0,136.2945205479452
41.74400615601833,29.080052000516226,57.51691257446868,352.0,10.471590909090908
68.99850449687594,37.72706238712327,87.31693823049577,163.0,94.76687116564418
43.43781430000046,32.254834232739626,58.5895097555001,344.0,11.421511627906977
52.89114241815736,31.499162542772652,71.43100171108112,259.0,42.50579150579151
45.63639353158195,28.39596522397393,63.79739040038313,309.0,28.01294498381877
46.30931447630138,31.930733610786977,59.93756883093195,331.0,14.401812688821753
32.80277869939543,21.352667500336572,48.17184429140494,477.0,3.249475890985325
36.69321324566222,25.503158301362618,50.591192065494305,418.0,3.277511961722488
40.55403143371473,26.809716365865405,56.94784598822832,374.0,9.088235294117647
73.96652737461939,45.3181465464145,104.59192672999399,123.0,152.60162601626016
62.090798921898866,39.589163068904625,82.26378541583132,193.0,72.84974093264249
36.535723113614175,25.383088156680675,50.95200006196865,432.0,3.560185185185185
36.552408217901345,25.785847885554258,53.901420001131335,399.0,7.739348370927318
37.86279236130214,27.479415589791152,53.481295337576924,400.0,3.5825
37.41275452286214,26.362715835481136,55.4025636289372,387.0,4.89405684754522
