nnd_med_final,nnd_p10_final,nnd_p90_final,cluster_count_final,mean_size_final
91.51640183564193,45.26238815386489,151.5488482991213,60.0,346.03333333333336
128.57104693432922,100.02789266070901,171.05756631758103,49.0,398.46938775510205
110.84679618941539,75.66557805122576,134.57000216111302,66.0,262.8939393939394
51.89787058336875,33.33233698512623,74.73290202505036,189.0,6.894179894179894
109.62407756441112,70.95954553250193,141.02565771337729,64.0,270.84375
63.42007378544881,42.98012341134647,87.14845642741669,143.0,20.37062937062937
86.245681098031,44.57810721923078,115.42258860603738,98.0,112.24489795918367
109.90871610937768,73.47125078967512,152.02604068522425,59.0,293.79661016949154
54.98563140916419,38.48800647515823,77.02660611156608,179.0,6.865921787709497
68.51593776061821,39.68854891024983,104.65149301238854,130.0,94.31538461538462
98.0164288474198,69.3027498071084,124.51269536425725,80.0,187.0375
55.16445287892476,34.78238765534653,80.34584879477048,188.0,15.202127659574469
90.85899725985777,59.230504730940595,122.32247941531095,85.0,185.5529411764706
102.05460841287831,66.37763640694918,145.02434117857558,65.0,242.56923076923076
94.30567274728364,57.21337148991157,121.04230444994894,82.0,133.6341463414634
80.33880883828691,52.054419773564675,114.75628467130353,104.0,93.58653846153847
55.27847435314132,33.26250637874259,75.72492568591683,196.0,8.153061224489797
68.01600389503152,43.59439595701142,86.45354732496757,145.0,28.896551724137932
88.31433009850238,52.07548240430483,123.47281865742436,87.0,193.16091954022988
102.03630948692236,66.33068822546498,144.1107170420396,66.0,252.92424242424244
80.37653457718415,43.61019078259695,105.87091438489038,114.0,80.05263157894737
103.92158809730805,64.41991463092035,124.90888833484317,79.0,197.0
78.58384521657689,59.88062549428307,122.62079879673361,78.0,219.69230769230768
105.55109010119008,69.40933111189362,126.88082490443833,77.0,201.2987012987013
101.10804950762957,58.26070620079511,128.5467821326868,71.0,231.88732394366198
91.51809453303284,66.86159437649538,111.23297037652485,93.0,127.48387096774194
61.959426343773316,37.42341441740872,88.98644432070523,158.0,26.582278481012658
49.61297332476856,29.05324415228216,76.35845587443187,210.0,4.366666666666666
82.65530107551983,63.10066961815732,110.29994648626761,99.0,97.55555555555556
77.85619989681749,58.29675710124353,108.54498857746759,110.0,100.12727272727273
110.63505788337167,80.25860867574835,129.16411945051937,62.0,259.2258064516129
70.23372256574635,45.181512056450664,91.78523085430888,134.0,48.96268656716418
64.10902894302737,40.52749748415504,91.88209698082483,143.0,64.4965034965035
100.46416944686706,61.66876549863377,143.26798427321282,68.0,252.10294117647058
84.80259391341323,58.02359124431585,128.49966060976809,80.0,202.625
60.45050927545839,39.44532850536467,87.58783243125401,159.0,21.62264150943396
118.12205513743321,66.13883495184538,151.25239449645102,58.0,327.2068965517241
89.36495961216343,61.52406634086351,134.8716335663508,77.0,206.46753246753246
109.41791621769744,60.76364770495729,162.0280786083669,59.0,326.76271186440675
110.08882378237304,53.316548521366215,145.02265624368405,63.0,279.3809523809524
58.14297279798875,37.656246087121154,89.78776548377347,163.0,26.141104294478527
56.57965493416266,36.46969480961783,78.89057868799024,178.0,10.786516853932584
65.65693378047229,47.9847789493114,91.733145426008,135.0,21.74074074074074
127.95143776753785,85.98339795258794,163.0983422320191,51.0,422.078431372549
67.76498104657782,44.242902449894146,95.63006074147975,136.0,26.875
105.15098294342616,59.037960496803265,132.2722237982734,74.0,192.45945945945945
65.74556657243787,41.257801151462814,90.08324028669746,148.0,23.18243243243243
123.71504331902979,87.2310220432191,144.6816106597042,60.0,274.43333333333334
79.24173323551813,43.816014841208506,109.32619556014417,111.0,83.990990990991
57.273863372041376,38.160774175968065,77.73142663758287,174.0,8.775862068965518
