timestep,S0,S1,S2,NND_med,g_r40,g_r80
22,22.5,1.3434163357765367,38.33559486954684,2.45675056278656,-0.04328231421299722,-0.03346058703114141
23,21.5,1.3367956889825052,37.81449049368421,4.098139949782016,-0.12884197431376665,0.014419543799136014
24,24.0,1.1283786286280284,35.99309093753069,5.0134880088832645,-0.08554680714384111,-0.06473832697503012
25,30.0,0.9329775206648048,24.573646804522276,3.7317533227971325,-0.0019966981757613134,0.027285581751020804
26,18.5,0.8672424195731017,24.444075412235094,3.7516040982265153,-0.05015196912664788,-0.037279201970607745
27,25.0,0.8760182974756363,25.363061202939775,4.700418078313696,-0.09660875873641062,-0.04694824582744628
28,26.0,0.4606517344526093,13.853070601367769,4.504350236352224,-0.1982784395627668,-0.03710942354303304
29,26.0,0.3282597426256082,10.646037038421902,4.753639939734448,-0.19173163155270345,-0.05513650425531613
30,25.0,0.2900264631412517,14.265983503230906,4.558884190403134,-0.20925201273423288,0.031105987455462225
31,23.5,-0.052677912657439485,4.191013861928418,4.1250284694278605,-0.026739018753709654,-0.08054374191427305
32,22.0,-0.013771050393790674,12.726552134848305,4.8890030799054855,-0.33751799359745194,-0.019737168346165568
33,21.5,-0.14381145071299883,7.092356739963897,4.405039892920264,-0.27397944371947225,-0.09680486834308955
34,23.0,-0.2255842822135028,4.297747009034765,4.989304784924819,-0.239712782006695,-0.051211637881392935
35,20.5,-0.3045116499630982,6.132165919220526,5.42729710136004,-0.22894453552584526,0.09461352645972076
36,20.5,-0.511802664864458,-0.59938083468667,5.184702006752694,-0.2709677249569332,0.13109142065823964
37,17.5,-0.5319988982424242,-3.4418006542857142,5.378144891617495,-0.2966832062875943,0.22276040289120513
38,19.0,-0.5842611701211924,-2.352855903801654,6.081701145246328,-0.3361584414562006,0.04472046213624348
39,14.0,-0.5505228399649802,-8.664528014570877,5.589956068770022,-0.445161613225949,-0.07759113797196182
40,13.5,-0.7443879071126913,-16.877165476808287,6.294738742106546,-0.5401782256440323,0.10351787791043532
41,13.5,-1.0512412369134214,-24.269541784538426,7.537012164161538,-0.4116477080140459,0.05624831694851029
42,12.0,-1.0883324748918923,-28.459372739111657,6.926161797322941,-0.42162329695481254,0.2251168802784318
43,4.0,-0.8994484053193279,-27.885471943861063,7.58484142889008,-0.41204648817455813,0.09173628045548043
44,6.0,-1.0499133545198136,-32.35284180271371,9.25162566942592,-0.5836398081721794,0.2283048817177724
45,5.0,-1.1646138871349363,-37.50531414927008,10.699682568782883,-0.5429782872147779,0.16715190770390176
46,5.5,-1.4033737289878054,-41.653550409016106,10.06806975692227,-0.6263273050116446,0.2287499501315895
47,-3.5,-1.4729114307619389,-47.468852613868094,11.235311109873784,-0.5436632712709559,0.19023968111685896
48,-2.0,-1.4275828304856573,-49.211020292509644,11.374626810946552,-0.47817821480275036,0.20146704989434627
49,-7.0,-1.3910096657897384,-52.1889752504981,10.817553241594105,-0.48922794887072885,0.1876834870167019
50,-3.5,-1.594626416575772,-59.1568031383851,10.904214640019163,-0.537650057342371,-0.036731385081317125
51,-4.0,-1.6160261746156328,-60.768660766648225,9.815414995944174,-0.5025888246656334,0.07550715773498562
52,-3.5,-1.5832571314029087,-57.836831622205594,9.103534529810638,-0.5462061580379249,0.2564312010401829
53,-7.0,-1.5242526113123116,-60.2818976891738,9.586951542741112,-0.51434540095441,0.11750385610498748
54,-11.0,-1.2402864992150704,-55.04797519849927,11.529095564516972,-0.5465541088136021,-0.013593666617721434
55,-13.0,-1.3511077021303155,-62.518785611374085,10.706855129392487,-0.59988797069383,-0.08799414700708885
56,-14.0,-1.3133741413089979,-56.50065034860728,11.294031903294957,-0.5754868362888653,0.06248979406078192
57,-16.5,-1.0285303775322543,-47.561315359562826,11.789653162089827,-0.5816680474291932,0.0749504350767698
58,-20.0,-0.8742705807215181,-40.35075629658655,12.168562260268835,-0.5370748531001283,-0.013488069781259382
59,-19.5,-1.0531904846508837,-51.27207171814058,13.745597732802757,-0.5100724831066971,-0.06974196977452407
60,-19.5,-1.0962714062805663,-61.19048694513555,12.355516332076014,-0.5487492976507136,0.0588539994309617
61,-19.5,-1.3204806132651452,-80.17045944066604,14.270448705330054,-0.48984574293262645,0.07364029314223075
62,-20.5,-1.223940761343023,-85.99557008580464,14.397797494816388,-0.46884954678974555,-0.06950234693921808
63,-19.5,-1.2442322324536903,-91.90180330974792,15.498728921313841,-0.525228785182838,-0.12895507256814143
64,-18.5,-1.3853383975669988,-81.81869562878651,15.523871105394505,-0.584835214482905,0.1839218399169027
65,-25.0,-0.4151081056527026,-48.65942396165411,13.286252372182986,-0.3424898519027953,0.003560722933837135
66,-26.5,-0.08600837307854903,-34.181161977444106,17.348717765703526,-0.5911599384097233,0.19840203198740525
67,-23.5,-0.4132453125204325,-60.16474797991782,18.010569794262153,-0.589549306616743,-0.10118895391291671
68,-26.5,-0.08238053109038823,-39.68708409939762,15.093985576915877,-0.5434021598961938,-0.21806328430746447
69,-29.5,0.39120364659069295,-8.019619411764722,17.11150621966108,-0.5494299415367662,-0.1688704539459931
70,-28.5,0.6064835339455783,46.89916514624872,16.699452924203328,-0.5575969131750175,-0.06435662194699465
71,-29.5,0.7731532770473688,45.4707688159217,17.99359126588864,-0.44278545684967346,0.21828780614223975
72,-30.5,0.6764037276078501,28.35782424123846,19.48778169665772,-0.5354100683466454,-0.11588559301989176
73,-29.0,0.44276437990723494,4.696660510946174,22.130076478870215,-0.5367118058993416,-0.001308715014932238
74,-30.0,0.25967205640852953,-18.18153591298659,17.994094612663588,-0.506776649416067,0.18726803197313846
