model,k,max_loglik,AIC,delta_AIC,akaike_weight
Cell_num_prolif_cst_shed,7,-835.2406676030147,1684.4813352060294,0.0,1.0
Cell_num_prolif_no_shed,6,-976.0078610028786,1964.0157220057572,279.5343867997278,1.9947072002386822e-61
no_prolif_no_shed,5,-1005.1262163523874,2020.2524327047747,335.77109749874535,1.2252722193568606e-73
