param,PRO_q2.5,PRO_median,PRO_q97.5,INV_q2.5,INV_median,INV_q97.5
adhesion,0.28804442425721766,0.6794461956498348,0.9761027482376797,0.4823089966133692,0.7325588107863761,0.9746046251723557
fragment_rate,0.00023490133261378174,0.0029629361053973096,0.008802952040128001,0.0005012298830600287,0.0029242739095899123,0.008763872838226142
heading_sigma,0.011863044930233374,0.40256621882205024,0.7783450097965364,0.017459207803123374,0.33786537923074156,0.7658583118064378
init_n_clusters,306.42673283750617,831.8592987753497,1387.9336523973077,465.5700642594895,914.5314839648546,1313.1045363743822
merge_prob,0.16237839578431223,0.6709276692773529,0.9680391668133063,0.4311209673367361,0.7272770213942672,0.9819181637572048
prolif_rate,0.002073398921502265,0.0068943112793082885,0.014128231780049495,0.001059606152826093,0.008330857966953096,0.018561237795275007
speed_meanlog,-0.2054405930278917,0.9572246850515009,1.5882597958271658,0.8296801279406671,1.3816253395705518,1.9727357127497487
speed_sdlog,0.19129844953423458,0.786315102992154,1.401670902338136,0.3677851565761387,1.0809742146154375,1.4547754547214857
