replicate,timestep,S0,S1,S2,NND_med
0,105,177.0,7.3559322033898304,99.89830508474576,54.5886608867977
0,106,175.0,7.48,103.04571428571428,54.51606522409374
0,107,173.0,7.595375722543353,105.86127167630057,55.79188681522189
0,108,172.0,7.691860465116279,108.81976744186046,55.85694750739323
0,109,172.0,7.726744186046512,110.28488372093024,56.35804391939051
0,110,172.0,7.767441860465116,111.31395348837209,56.12464152815623
0,111,169.0,7.923076923076923,117.36686390532545,55.82529720249287
0,112,168.0,8.041666666666666,122.9702380952381,56.753092072836736
0,113,166.0,8.186746987951807,128.35542168674698,57.22381836251452
0,114,165.0,8.290909090909091,130.64242424242425,57.51989556927138
0,115,163.0,8.429447852760736,134.83435582822085,58.41802626455721
0,116,162.0,8.512345679012345,137.7716049382716,58.688216511418396
0,117,161.0,8.621118012422361,142.09937888198758,58.035877405175675
0,118,159.0,8.773584905660377,146.0314465408805,58.50217451682822
0,119,156.0,8.974358974358974,151.39743589743588,60.42707857455196
0,120,156.0,9.025641025641026,152.83333333333334,60.225286203308116
0,121,154.0,9.155844155844155,160.16883116883116,60.78760343656847
0,122,151.0,9.397350993377483,169.09271523178808,61.80536434640962
0,123,148.0,9.628378378378379,176.72297297297297,64.12952269837515
0,124,148.0,9.66891891891892,178.1283783783784,62.73136192616731
0,125,148.0,9.722972972972974,180.29054054054055,60.96369568274221
0,126,147.0,9.802721088435375,182.40136054421768,60.94107699903985
0,127,145.0,9.986206896551725,193.73793103448276,61.09870676575723
0,128,145.0,10.020689655172413,194.75172413793103,60.756240628979924
0,129,144.0,10.145833333333334,198.52083333333334,60.51767796572883
0,130,143.0,10.258741258741258,203.5734265734266,60.99220505256747
0,131,142.0,10.387323943661972,212.7112676056338,60.229257120421224
0,132,140.0,10.571428571428571,219.02857142857144,59.46021199029991
0,133,138.0,10.782608695652174,223.8840579710145,61.9937620228844
0,134,138.0,10.855072463768115,226.768115942029,63.155739906133846
0,135,137.0,11.02919708029197,249.75912408759123,65.01500033154447
0,136,135.0,11.281481481481482,262.18518518518516,65.30255720793353
0,137,135.0,11.34074074074074,265.85925925925926,64.36102284635223
0,138,134.0,11.477611940298507,270.94029850746267,62.66531072463604
0,139,132.0,11.734848484848484,303.00757575757575,63.52815451660797
0,140,131.0,11.86259541984733,307.9541984732824,63.778774694054974
0,141,131.0,11.908396946564885,311.00763358778624,65.47007903302415
0,142,132.0,11.871212121212121,310.25,62.81456694581779
0,143,130.0,12.107692307692307,320.81538461538463,66.59842679096658
0,144,130.0,12.207692307692307,325.2230769230769,65.62871640229753
1,105,161.0,8.111801242236025,129.19254658385094,61.6906770484066
1,106,157.0,8.375796178343949,136.3248407643312,63.46399879156418
1,107,157.0,8.426751592356688,137.43312101910828,61.80576375709934
1,108,155.0,8.567741935483872,145.63870967741934,62.173363480760315
1,109,154.0,8.662337662337663,151.98701298701297,60.7541702521037
1,110,154.0,8.727272727272727,154.4935064935065,61.63896617493429
1,111,155.0,8.703225806451613,154.36774193548388,60.222472959931245
1,112,154.0,8.805194805194805,157.11688311688312,60.055237492613884
1,113,153.0,8.895424836601308,161.88888888888889,60.4692972936718
1,114,153.0,8.947712418300654,163.1437908496732,59.54202282719095
1,115,151.0,9.112582781456954,168.58278145695365,60.38405719875941
1,116,149.0,9.281879194630873,177.06711409395973,59.4855476327934
1,117,149.0,9.308724832214764,178.1275167785235,59.656044023743654
1,118,148.0,9.412162162162161,181.30405405405406,61.4982759766684
1,119,146.0,9.582191780821917,186.86986301369862,62.045153154539676
1,120,145.0,9.717241379310344,196.42068965517242,61.731280827364564
1,121,145.0,9.76551724137931,198.12413793103448,60.336599423932576
1,122,144.0,9.881944444444445,202.29861111111111,62.52159078771583
1,123,143.0,9.979020979020978,205.46153846153845,64.98871986670862
1,124,143.0,10.006993006993007,206.55244755244755,63.6834408832263
1,125,142.0,10.133802816901408,213.38732394366198,64.21797407988994
1,126,141.0,10.22695035460993,216.17021276595744,62.815197527044205
1,127,139.0,10.43884892086331,223.28776978417267,61.9580524955872
1,128,138.0,10.543478260869565,226.68840579710144,61.73476916793568
1,129,137.0,10.656934306569344,231.91240875912408,62.478718642947015
1,130,136.0,10.801470588235293,236.84558823529412,61.648374448583375
1,131,134.0,11.007462686567164,243.21641791044777,62.06450141986421
1,132,134.0,11.052238805970148,244.2910447761194,62.92025905005078
1,133,133.0,11.203007518796992,250.85714285714286,64.01353034036022
1,134,132.0,11.371212121212121,256.8560606060606,65.35570022973901
1,135,131.0,11.511450381679388,264.1374045801527,67.11962733250924
1,136,132.0,11.507575757575758,266.31060606060606,65.42870700468899
1,137,131.0,11.648854961832061,270.91603053435114,63.63629973649213
1,138,131.0,11.687022900763358,273.5038167938931,63.46891572754043
1,139,132.0,11.659090909090908,273.4318181818182,62.352168538270085
1,140,132.0,11.712121212121213,275.7878787878788,59.06367681909692
1,141,130.0,11.96923076923077,286.0,60.33445968131076
1,142,129.0,12.10077519379845,291.07751937984494,61.80281935589807
1,143,127.0,12.31496062992126,297.38582677165357,61.004673943123464
1,144,123.0,12.764227642276422,320.3089430894309,62.15311838772902
2,105,172.0,7.924418604651163,127.63372093023256,58.82470918831158
2,106,169.0,8.112426035502958,133.23668639053255,59.25326015971054
2,107,169.0,8.14792899408284,134.82248520710058,59.040212702691484
2,108,167.0,8.311377245508982,140.5988023952096,60.4935429562377
2,109,166.0,8.41566265060241,143.96987951807228,60.019648840864164
2,110,164.0,8.554878048780488,149.140243902439,60.764021502850376
2,111,164.0,8.591463414634147,151.07926829268294,57.45125767519011
