model,k,max_loglik,AIC,delta_AIC,akaike_weight
Cell_num_prolif_no_shed,6,-847.7125627397266,1707.4251254794533,0.0,0.7310583995206924
Cell_num_prolif_cst_shed,7,-847.712561828748,1709.425123657496,1.9999981780426879,0.26894160047930754
no_prolif_no_shed,5,-971.7991428997123,1953.5982857994245,246.1731603199712,2.5593489997367158e-54
