step,hours,S0,S1,S2,Ncells
0,0.0,1000.0,1.0,1.0,1000.0
1,0.5,748.0,1.3409090909090908,2.1136363636363638,1003.0
2,1.0,667.0,1.5112443778110944,2.9505247376311843,1008.0
3,1.5,618.0,1.6423948220064726,3.6229773462783172,1015.0
4,2.0,582.0,1.7577319587628866,4.304123711340206,1023.0
5,2.5,558.0,1.853046594982079,4.888888888888889,1034.0
6,3.0,531.0,1.951035781544256,5.52165725047081,1036.0
7,3.5,509.0,2.0471512770137523,6.3968565815324165,1042.0
8,4.0,491.0,2.1283095723014256,6.930753564154786,1045.0
9,4.5,465.0,2.2623655913978493,8.03010752688172,1052.0
10,5.0,454.0,2.3237885462555066,8.702643171806168,1055.0
11,5.5,439.0,2.4236902050113893,9.626423690205012,1064.0
12,6.0,429.0,2.4965034965034967,10.226107226107226,1071.0
13,6.5,419.0,2.5656324582338903,10.847255369928401,1075.0
14,7.0,409.0,2.640586797066015,11.559902200488997,1080.0
15,7.5,405.0,2.6765432098765434,11.88641975308642,1084.0
16,8.0,394.0,2.769035532994924,12.814720812182742,1091.0
17,8.5,384.0,2.8567708333333335,13.8203125,1097.0
18,9.0,378.0,2.9206349206349205,14.613756613756614,1104.0
19,9.5,368.0,3.0217391304347827,16.027173913043477,1112.0
20,10.0,359.0,3.1086350974930363,17.080779944289695,1116.0
21,10.5,347.0,3.2420749279538903,18.827089337175792,1125.0
22,11.0,339.0,3.3333333333333335,20.07079646017699,1130.0
23,11.5,330.0,3.433333333333333,21.354545454545455,1133.0
24,12.0,321.0,3.5514018691588785,22.834890965732086,1140.0
25,12.5,316.0,3.632911392405063,24.0126582278481,1148.0
26,13.0,309.0,3.7411003236245954,25.216828478964402,1156.0
27,13.5,307.0,3.798045602605863,25.798045602605864,1166.0
28,14.0,303.0,3.871287128712871,27.15841584158416,1173.0
29,14.5,298.0,3.9563758389261743,28.063758389261746,1179.0
30,15.0,293.0,4.051194539249146,29.41638225255973,1187.0
31,15.5,288.0,4.135416666666667,30.89236111111111,1191.0
32,16.0,281.0,4.252669039145908,32.195729537366546,1195.0
33,16.5,278.0,4.305755395683454,32.83812949640288,1197.0
34,17.0,274.0,4.412408759124087,34.48540145985402,1209.0
35,17.5,271.0,4.498154981549815,36.11439114391144,1219.0
36,18.0,269.0,4.5353159851301115,36.96654275092937,1220.0
37,18.5,266.0,4.605263157894737,38.09398496240601,1225.0
38,19.0,264.0,4.651515151515151,38.88636363636363,1228.0
39,19.5,260.0,4.753846153846154,42.06153846153846,1236.0
40,20.0,258.0,4.821705426356589,42.906976744186046,1244.0
41,20.5,253.0,4.948616600790514,45.691699604743086,1252.0
42,21.0,251.0,5.01195219123506,47.322709163346616,1258.0
43,21.5,247.0,5.133603238866397,50.688259109311744,1268.0
44,22.0,242.0,5.268595041322314,52.78099173553719,1275.0
45,22.5,236.0,5.427966101694915,57.139830508474574,1281.0
46,23.0,234.0,5.504273504273504,58.17948717948718,1288.0
47,23.5,229.0,5.655021834061135,62.48471615720524,1295.0
48,24.0,225.0,5.8,66.16444444444444,1305.0
49,24.5,224.0,5.848214285714286,67.33035714285714,1310.0
50,25.0,221.0,5.968325791855204,70.91855203619909,1319.0
51,25.5,219.0,6.054794520547945,72.46575342465754,1326.0
52,26.0,219.0,6.091324200913242,73.51598173515981,1334.0
53,26.5,215.0,6.241860465116279,77.91627906976744,1342.0
54,27.0,213.0,6.328638497652582,82.59154929577464,1348.0
55,27.5,210.0,6.447619047619048,84.62857142857143,1354.0
56,28.0,209.0,6.526315789473684,87.1866028708134,1364.0
57,28.5,208.0,6.586538461538462,88.98076923076923,1370.0
58,29.0,204.0,6.764705882352941,92.27450980392157,1380.0
59,29.5,201.0,6.930348258706467,96.28358208955224,1393.0
60,30.0,199.0,7.035175879396985,99.08542713567839,1400.0
