stage,merge_prob,adhesion,fragment_rate,heading_sigma,nnd_rmse,s0_rrmse,s1_rrmse,s2_rrmse,penalty,score
1,0.9618816290213411,0.9958944670338014,0.0008930755666838791,0.38658497487310517,24.502268078033524,0.45046323610995753,0.45675759091685914,0.7189943803457653,10.262152073725819,34.76442015175934
1,0.8047525709461179,0.9540470824100598,0.010316151810461843,0.25453598055892757,24.56407651222469,0.43145556154450687,0.46175275877095945,0.7316827425168295,10.248910628322959,34.81298714054765
1,0.934056693683023,0.7943731913705353,0.011556337035493603,0.21569256389867972,24.759687834368115,0.4226665506145158,0.4596716096587841,0.7324171890403547,10.147553493136545,34.907241327504664
1,0.9626128969829995,0.8757253223449315,0.004852582721224026,0.12051831770237059,25.164745740401525,0.4247563972127856,0.4554064101018425,0.7157510984000922,9.959139057147203,35.123884797548726
1,0.9581474411806292,0.8925905575969503,0.0028261153966204684,0.17616824337702905,24.77945683445823,0.4449526144342398,0.46266511161053253,0.7308041522883505,10.384218783331228,35.16367561778946
1,0.9768662526637397,0.7522780960026344,0.01050294889209076,0.1749483943794523,24.522716817270716,0.4508403057163155,0.4730397086002826,0.7410305499681102,10.649105642847084,35.1718224601178
1,0.7082723605783641,0.9676521963808297,0.0071380485562673405,0.24201319474529265,24.408825453180732,0.4631132530714793,0.46770972152675794,0.7456788598959466,10.765018344941836,35.17384379812257
1,0.8270260967733363,0.9831367809035813,0.011248484246242568,0.15911678067618817,24.816711488754066,0.4421630147362578,0.4646560038714466,0.7320625514081733,10.388815700158776,35.20552718891284
1,0.9975625237735564,0.6848829899415875,0.004611419904045515,0.1748027638196737,24.910734316538715,0.4501487070727934,0.46324521651533823,0.7240260555100908,10.374199790982225,35.28493410752094
1,0.8576990677321356,0.6802121426732942,0.006276283574749033,0.11316756758918772,24.940736077627935,0.44744978350043263,0.46203168274576517,0.7300399993615956,10.395214656077934,35.33595073370587
1,0.8256095455462138,0.956183643319872,0.011037082922873042,0.25060572888189203,24.69897028898298,0.46186090044853834,0.47301556431785274,0.7368608662540261,10.717373310204174,35.41634359918716
1,0.759838735690012,0.8103113200318278,0.00135067876569718,0.16828492938118764,25.111837993253648,0.4317488731773541,0.4666986809943859,0.7349246043915527,10.333721585632928,35.445559578886574
1,0.8924962633433778,0.8193932258498521,0.007533738463586064,0.39771545343746395,24.688983260150756,0.4776434471099111,0.4729810898040285,0.7473227308624205,10.9794726777636,35.66845593791436
1,0.8435631243506375,0.8405616716515474,0.011566321560209276,0.17169658435036395,25.669839933240237,0.4257061778765884,0.4607509791973707,0.7246635902190407,10.111207472929998,35.78104740617023
1,0.9413254625039997,0.667129462052898,0.009774907895538155,0.33707777427855945,24.589288191119007,0.48818814970966257,0.4795343802148474,0.7549044915850877,11.226270215095976,35.81555840621498
1,0.9459071917292191,0.8277891587979077,0.005953185327917055,0.39504343094506295,24.65129195811577,0.4794757790043807,0.47822374343785873,0.7617226593052763,11.194221817475157,35.84551377559093
1,0.9725997867112617,0.9522540323600912,0.00730520680813946,0.15966993937757118,25.41893773045726,0.44895790373763833,0.46564473353088476,0.7331060315459735,10.477086688144965,35.896024418602224
1,0.9853938992481915,0.6866094006451194,0.0015409283243404722,0.39414353978960626,24.599487689281112,0.5014150910928066,0.477448444389627,0.7559572046023153,11.348207400847489,35.947695090128605
1,0.9086148151626977,0.9080965862289809,0.001124800278081797,0.26971131906061807,25.334154274021703,0.4587190363516396,0.4707234666787003,0.7396782236572882,10.69120726687628,36.02536154089798
1,0.8211947857544866,0.9548048586873777,0.00038021473516705904,0.2624779222583973,25.490523276505087,0.4708205385491576,0.46778411172625123,0.733403366546857,10.720080168222657,36.210603444727745
1,0.8077536884577342,0.730617865524508,0.006099469264452088,0.17475674679569445,26.02258872810137,0.4408176156507879,0.46280500113034734,0.7252641443757599,10.288867611568953,36.31145633967032
1,0.7793522181600413,0.7355249813255047,0.0034792107429018767,0.28106644547472276,25.397889596374668,0.4727822703309039,0.47852358218382,0.7490214159954899,11.003272685102138,36.40116228147681
1,0.7461140226813842,0.6172362762538383,0.011591357384167224,0.12437184649991605,25.71025408882483,0.45924121812331176,0.4721043680415463,0.7399583244509341,10.713039106157922,36.42329319498275
1,0.8088368426363111,0.9097875091901917,0.005122693725779468,0.3826045284932705,25.12322953491133,0.49425761843191535,0.48850190054360554,0.7615498209288415,11.443093399043624,36.56632293395496
1,0.6872023720185072,0.701585018321672,0.004865449218073447,0.12709815854536963,26.203997844732733,0.449958742928748,0.4696430664597149,0.7389443422551571,10.585461516436201,36.78945936116894
1,0.6334510605829395,0.9728329634312951,0.0016749947921558222,0.216534993483815,26.215999442311404,0.45917083705023215,0.4700385045800832,0.7360298535808394,10.652391952111547,36.86839139442295
1,0.9620602829756545,0.6711656793564017,0.0036077414583112204,0.38497731294406806,25.3459587733208,0.49729079350350264,0.4890310811557556,0.769959065074335,11.562809397335933,36.90876817065673
1,0.8964458160330886,0.8115036668983159,0.006444807630820636,0.2611447268295601,25.76443512000915,0.4864876962515411,0.486210880187383,0.7440530509448988,11.16751627383823,36.93195139384738
1,0.6715739254701745,0.8559652662860618,0.005713767133493124,0.39640042168643846,25.389172490463277,0.5085475690839841,0.4859625390629887,0.7622252691283998,11.567353772753727,36.956526263217
1,0.867437115364036,0.6513377605768214,0.0035039025815115335,0.1261747025575323,26.42824923134606,0.46902369734163224,0.47021042897948795,0.7243185453125089,10.635526716336292,37.06377594768235
1,0.7101923411452007,0.8513233834697564,0.008923277388517004,0.1637034700604854,26.201025630387395,0.47172973496428544,0.4764312307868041,0.7383171564819129,10.864781222330024,37.065806852717415
1,0.6830081690918927,0.8646212228879259,0.004104613922972586,0.20286629749375074,26.22205860251793,0.4811945266053469,0.4789520002358237,0.7388897440088842,10.990362708500548,37.212421311018474
1,0.8343558058187304,0.6954979118219806,0.008082163107902357,0.20212511013190604,25.799391520395694,0.5037642204890878,0.4876844104675765,0.753908375585314,11.453570065419783,37.25296158581548
1,0.7419669337238605,0.916207298341306,0.010880697272790651,0.24188255345843893,26.084785312843334,0.4942663896953487,0.4807205162765788,0.7530503458234953,11.280372517954227,37.36515783079756
1,0.6911567915629431,0.7972441291939523,0.007044335745642563,0.25112509180356674,26.300742310285013,0.47341267150086014,0.48149289274869467,0.753298780192578,11.082043444421327,37.38278575470634
1,0.9107393151710346,0.978473189008318,0.011925150870292816,0.48793218960570633,25.571454522969816,0.5252176321677,0.48895325369529924,0.7670503311251627,11.812212169881619,37.383666692851435
1,0.8638278132291364,0.9524744717398094,0.0043897199721447564,0.35494317315099616,25.5995762615337,0.5306226980745328,0.4937901643218406,0.7672141946449764,11.916270570413499,37.5158468319472
1,0.6120753877037958,0.8101878899309799,0.005788541219180421,0.13880410606569502,25.932256281705396,0.5122685894548066,0.49233764162683546,0.7548420373610301,11.594482684426723,37.526738966132115
1,0.7050733033790725,0.7665139086264523,0.0004471491611163914,0.3254081893894014,26.129601459744897,0.5080777624718004,0.4872006560263783,0.7561717794999616,11.514501979981402,37.6441034397263
1,0.9141880806446363,0.7206125608652189,0.005056339357035867,0.4280187447040457,25.684140670228302,0.5376586312698987,0.493435768404079,0.7721753933963973,12.03269793070375,37.71683860093205
1,0.8103267373380993,0.7723648242737725,0.008025531321576625,0.11027238589344526,26.645672890963425,0.48584818288783205,0.4857045118931651,0.7374167553913762,11.089694501723734,37.73536739268716
1,0.9256972247486602,0.6539045806484519,0.007462997637434631,0.42226678042365917,25.743947254292728,0.5528610204603662,0.5019047717755407,0.7786459159288273,12.334117081647342,38.07806433594007
1,0.7126453972402383,0.8687303926890819,0.005950884179655635,0.17431083900595779,26.475486169248825,0.5119710034850117,0.49038368776112456,0.7582039818267738,11.605586730729101,38.081072899977926
1,0.8253509498010182,0.7731050958479808,0.01082530526824982,0.35547344312148993,26.119729945759392,0.5458680898317475,0.500427587839236,0.7619823962926469,12.082780739636304,38.202510685395694
1,0.7181062851558002,0.8715319186214198,0.004515673655844004,0.44818776592529197,25.64826382973649,0.5702454994944445,0.5028594211855235,0.7823767548765701,12.554816755565382,38.20308058530187
