stage,merge_prob,adhesion,fragment_rate,heading_sigma,nnd_rmse,s0_rrmse,s1_rrmse,s2_rrmse,penalty,score
2,0.9847709586875736,0.7522928209973766,0.005788228239808276,0.13330971210730302,23.48327312550205,0.4040645229416556,0.44325917935677245,0.7047541128518958,9.520778151503238,33.00405127700529
2,0.9362939881079894,0.8453024007760223,0.0026915096112585845,0.1654636609236319,23.872920852599695,0.3982107455166496,0.44200259917258494,0.7019083621647357,9.421217068539702,33.294137921139395
2,0.9697059233196439,0.9755747417854035,0.006689088436302366,0.20985563732280624,23.35284746074863,0.4187132872324056,0.45557688719000655,0.7241134758390415,9.984036502614536,33.336883963363164
2,0.8688023762485876,0.8621554638070849,0.006798596761732424,0.12935114548359036,24.031518823998248,0.3927750522003133,0.442674834852667,0.7022008065705296,9.3765069362351,33.40802576023334
2,0.9040923801931179,0.874517366073702,0.0018321531074516288,0.2012366940101542,23.426629314283918,0.4293006676371409,0.45558876890015954,0.7294456199655674,10.14335056502868,33.5699798793126
2,0.8521621846277871,0.7644626332406074,0.0047988298442077654,0.20087303379021768,23.491504825375394,0.4243023820852609,0.4650091491125142,0.7217407467976525,10.110522779954275,33.60202760532967
2,0.9665957413972366,0.9086568626842737,0.00445498325732884,0.170977807628744,23.82661777131423,0.4144926478267353,0.4542444531468963,0.7174411125769596,9.861782135505912,33.68839990682014
2,0.9191792665982262,0.963222257364859,0.006058415541066094,0.1721956795731392,24.078525058416947,0.4060399860351881,0.4487854383792002,0.7162423073358393,9.710677317502277,33.789202375919224
2,0.9434921697031451,0.7939220098874357,0.005585148781954295,0.14270092187573583,24.372917195145764,0.4050479050608684,0.44511192488236234,0.7023586099194669,9.525184398626976,33.898101593772736
2,0.8919850883406854,0.8177744152232064,0.0012589243054993916,0.14136495543957495,24.057152992896345,0.40303659744378784,0.4606615701565317,0.7285132374618908,9.922114050622103,33.97926704351845
2,0.9035092370759112,0.9848332771010033,0.005191122126344026,0.16890457238544623,23.98598302086138,0.424682155163608,0.4615359533840032,0.7140255191299693,10.002436276775803,33.98841929763718
2,0.8410263323314677,0.930793306529692,0.0033574358248134647,0.1557110607387417,24.419641300334682,0.3971573836794436,0.4487870795701825,0.7138488196511361,9.597932829007622,34.01757412934231
