model,k,max_loglik,AIC,delta_AIC,akaike_weight
Cell_num_prolif_cst_shed,7,-1336.8171582987368,2687.6343165974736,0.0,1.0
Cell_num_prolif_no_shed,6,-1475.4033329445817,2962.8066658891635,275.1723492916899,1.7663776670110328e-60
no_prolif_no_shed,5,-2014.8764022745004,4039.7528045490008,1352.1184879515272,2.4615060165772687e-294
