model,k,max_loglik,AIC,delta_AIC,akaike_weight
no_prolif_no_shed,5,-1314.9486646551336,2639.897329310267,0.0,1.0
Cell_num_prolif_no_shed,6,-1360.8272421999377,2733.6544843998754,93.7571550896082,4.374137721128533e-21
Cell_num_prolif_cst_shed,7,-1401.5977077807092,2817.1954155614185,177.2980862511513,3.1638052658640914e-39
