p,a,y_emp,y_pred,type
0.1,2.358585858585859,,6.21531012780989e-05,pred_curve
0.1,2.378787878787879,,6.240864498041508e-05,pred_curve
0.1,2.3989898989898992,,6.266194166057967e-05,pred_curve
0.1,2.4191919191919196,,6.291302082630707e-05,pred_curve
0.1,2.4393939393939394,,6.316191147090608e-05,pred_curve
0.1,2.45959595959596,,6.340864208444087e-05,pred_curve
0.1,2.47979797979798,,6.365324066460243e-05,pred_curve
0.1,2.5,,6.38957347272995e-05,pred_curve
0.2,0.5,3.534088428059787e-05,3.0064527843360047e-05,observed
0.2,0.7,4.3504924278371466e-05,4.077649822431718e-05,observed
0.2,0.9,5.06635174719451e-05,5.0839967776415964e-05,observed
0.2,1.1,5.927896061220765e-05,6.031209646403554e-05,observed
0.2,1.3,6.707344837488122e-05,6.924351841585818e-05,observed
0.2,1.5,7.609458477019672e-05,7.767924738286696e-05,observed
0.2,1.7,8.406109833530509e-05,8.565943550845214e-05,observed
0.2,1.9,9.172099777329454e-05,9.322001240643109e-05,observed
0.2,2.1,9.898186395836156e-05,0.00010039322601030703,observed
0.2,2.3,0.0001082674579062,0.0001072081023682985,observed
0.2,2.5,0.0001164557141869,0.00011369083821049119,observed
0.2,0.5,,3.0064527843360047e-05,pred_curve
0.2,0.5202020202020202,,3.117778502468816e-05,pred_curve
0.2,0.5404040404040404,,3.228384265587901e-05,pred_curve
0.2,0.5606060606060606,,3.338277035218889e-05,pred_curve
0.2,0.5808080808080808,,3.447463683424155e-05,pred_curve
0.2,0.601010101010101,,3.5559509942353456e-05,pred_curve
0.2,0.6212121212121212,,3.663745665058461e-05,pred_curve
0.2,0.6414141414141414,,3.7708543080521165e-05,pred_curve
0.2,0.6616161616161617,,3.8772834514795714e-05,pred_curve
0.2,0.6818181818181819,,3.983039541035106e-05,pred_curve
0.2,0.702020202020202,,4.0881289411453126e-05,pred_curve
0.2,0.7222222222222222,,4.192557936245861e-05,pred_curve
0.2,0.7424242424242424,,4.296332732034258e-05,pred_curve
0.2,0.7626262626262627,,4.3994594566991445e-05,pred_curve
0.2,0.7828282828282829,,4.501944162126632e-05,pred_curve
0.2,0.803030303030303,,4.603792825084179e-05,pred_curve
0.2,0.8232323232323233,,4.70501134838249e-05,pred_curve
0.2,0.8434343434343434,,4.8056055620159156e-05,pred_curve
0.2,0.8636363636363636,,4.905581224281823e-05,pred_curve
0.2,0.8838383838383839,,5.0049440228793735e-05,pred_curve
0.2,0.9040404040404041,,5.103699575988152e-05,pred_curve
0.2,0.9242424242424243,,5.201853433327092e-05,pred_curve
0.2,0.9444444444444444,,5.2994110771940924e-05,pred_curve
0.2,0.9646464646464648,,5.3963779234867575e-05,pred_curve
0.2,0.9848484848484849,,5.4927593227046355e-05,pred_curve
0.2,1.0050505050505052,,5.588560560933376e-05,pred_curve
0.2,1.0252525252525253,,5.683786860811146e-05,pred_curve
0.2,1.0454545454545454,,5.778443382477725e-05,pred_curve
0.2,1.0656565656565657,,5.872535224506589e-05,pred_curve
0.2,1.0858585858585859,,5.9660674248203806e-05,pred_curve
0.2,1.106060606060606,,6.059044961590082e-05,pred_curve
0.2,1.1262626262626263,,6.151472754118249e-05,pred_curve
0.2,1.1464646464646466,,6.243355663706609e-05,pred_curve
0.2,1.1666666666666667,,6.334698494508377e-05,pred_curve
0.2,1.1868686868686869,,6.425505994365575e-05,pred_curve
0.2,1.2070707070707072,,6.515782855631676e-05,pred_curve
0.2,1.2272727272727273,,6.605533715979867e-05,pred_curve
0.2,1.2474747474747474,,6.69476315919723e-05,pred_curve
0.2,1.2676767676767677,,6.783475715965114e-05,pred_curve
0.2,1.287878787878788,,6.871675864625989e-05,pred_curve
0.2,1.3080808080808082,,6.95936803193705e-05,pred_curve
0.2,1.3282828282828283,,7.04655659381084e-05,pred_curve
0.2,1.3484848484848486,,7.133245876043142e-05,pred_curve
0.2,1.3686868686868687,,7.219440155028407e-05,pred_curve
0.2,1.3888888888888888,,7.30514365846296e-05,pred_curve
0.2,1.4090909090909092,,7.390360566036243e-05,pred_curve
0.2,1.4292929292929295,,7.475095010110273e-05,pred_curve
0.2,1.4494949494949496,,7.559351076387657e-05,pred_curve
0.2,1.4696969696969697,,7.64313280456827e-05,pred_curve
0.2,1.48989898989899,,7.726444188994896e-05,pred_curve
0.2,1.5101010101010102,,7.809289179288033e-05,pred_curve
0.2,1.5303030303030305,,7.891671680970045e-05,pred_curve
0.2,1.5505050505050506,,7.973595556078911e-05,pred_curve
0.2,1.5707070707070707,,8.05506462377174e-05,pred_curve
0.2,1.590909090909091,,8.13608266091827e-05,pred_curve
0.2,1.6111111111111112,,8.216653402684515e-05,pred_curve
0.2,1.6313131313131315,,8.296780543106817e-05,pred_curve
0.2,1.6515151515151516,,8.376467735656394e-05,pred_curve
0.2,1.6717171717171717,,8.455718593794643e-05,pred_curve
0.2,1.691919191919192,,8.534536691519338e-05,pred_curve
0.2,1.7121212121212122,,8.612925563901899e-05,pred_curve
0.2,1.7323232323232325,,8.690888707615921e-05,pred_curve
0.2,1.7525252525252526,,8.7684295814571e-05,pred_curve
0.2,1.772727272727273,,8.845551606854752e-05,pred_curve
0.2,1.792929292929293,,8.922258168375033e-05,pred_curve
0.2,1.8131313131313131,,8.99855261421609e-05,pred_curve
0.2,1.8333333333333335,,9.074438256695225e-05,pred_curve
0.2,1.8535353535353536,,9.149918372728249e-05,pred_curve
0.2,1.873737373737374,,9.224996204301183e-05,pred_curve
0.2,1.893939393939394,,9.299674958934432e-05,pred_curve
0.2,1.9141414141414144,,9.37395781013958e-05,pred_curve
0.2,1.9343434343434345,,9.447847897868931e-05,pred_curve
0.2,1.9545454545454546,,9.521348328957944e-05,pred_curve
0.2,1.974747474747475,,9.594462177560689e-05,pred_curve
