a,p,y_emp,y_pred,type
1.3,0.1,,4.2968422915517276e-05,pred_curve
1.3,0.1090909090909091,,4.580364482134623e-05,pred_curve
1.3,0.1181818181818182,,4.851220169937939e-05,pred_curve
1.3,0.1272727272727273,,5.110239632417775e-05,pred_curve
1.3,0.13636363636363635,,5.3581821334369265e-05,pred_curve
1.3,0.14545454545454545,,5.59574335655934e-05,pred_curve
1.3,0.15454545454545454,,5.8235619238009835e-05,pred_curve
1.3,0.16363636363636364,,6.042225128472064e-05,pred_curve
1.3,0.17272727272727273,,6.252273990474993e-05,pred_curve
1.3,0.18181818181818182,,6.45420772567602e-05,pred_curve
1.3,0.19090909090909092,,6.648487707078458e-05,pred_curve
1.3,0.2,,6.835540983960188e-05,pred_curve
1.3,0.2090909090909091,,7.015763415473686e-05,pred_curve
1.3,0.2181818181818182,,7.189522467101873e-05,pred_curve
1.3,0.22727272727272727,,7.357159711543226e-05,pred_curve
1.3,0.23636363636363636,,7.518993069842228e-05,pred_curve
1.3,0.24545454545454545,,7.675318823705543e-05,pred_curve
1.3,0.2545454545454545,,7.826413425802918e-05,pred_curve
1.3,0.26363636363636367,,7.972535131323627e-05,pred_curve
1.3,0.2727272727272727,,8.113925471045391e-05,pred_curve
1.3,0.28181818181818186,,8.250810583590776e-05,pred_curve
1.3,0.2909090909090909,,8.383402422328634e-05,pred_curve
1.3,0.3,,8.51189985046891e-05,pred_curve
1.3,0.3090909090909091,,8.636489636251026e-05,pred_curve
1.3,0.3181818181818182,,8.757347358700239e-05,pred_curve
1.3,0.32727272727272727,,8.874638233189814e-05,pred_curve
1.3,0.33636363636363636,,8.988517864972201e-05,pred_curve
1.3,0.34545454545454546,,9.09913293790634e-05,pred_curve
1.3,0.3545454545454545,,9.206621844791238e-05,pred_curve
1.3,0.36363636363636365,,9.311115265001379e-05,pred_curve
1.3,0.3727272727272727,,9.412736694493383e-05,pred_curve
1.3,0.38181818181818183,,9.511602932703561e-05,pred_curve
1.3,0.3909090909090909,,9.607824530372415e-05,pred_curve
1.3,0.4,,9.701506201905945e-05,pred_curve
1.3,0.40909090909090906,,9.792747205507485e-05,pred_curve
1.3,0.4181818181818182,,9.88164169398113e-05,pred_curve
1.3,0.42727272727272725,,9.968279038813092e-05,pred_curve
1.3,0.4363636363636364,,0.0001005274412987608,pred_curve
1.3,0.44545454545454544,,0.00010135117652869329,pred_curve
1.3,0.4545454545454546,,0.00010215476346400393,pred_curve
1.3,0.4636363636363636,,0.0001029389324043042,pred_curve
1.3,0.47272727272727266,,0.00010370437877640314,pred_curve
1.3,0.4818181818181818,,0.00010445176519128125,pred_curve
1.3,0.49090909090909085,,0.00010518172335716535,pred_curve
1.3,0.5,,0.00010589485586031322,pred_curve
1.3,0.509090909090909,,0.00010659173782405897,pred_curve
1.3,0.5181818181818182,,0.00010727291845571961,pred_curve
1.3,0.5272727272727272,,0.00010793892249010695,pred_curve
1.3,0.5363636363636364,,0.0001085902515376189,pred_curve
1.3,0.5454545454545454,,0.00010922738534418872,pred_curve
1.3,0.5545454545454546,,0.00010985078296974343,pred_curve
1.3,0.5636363636363636,,0.00011046088389125439,pred_curve
1.3,0.5727272727272728,,0.00011105810903595086,pred_curve
1.3,0.5818181818181818,,0.0001116428617498005,pred_curve
1.3,0.5909090909090909,,0.00011221552870593973,pred_curve
1.3,0.6,,0.00011277648075735366,pred_curve
1.3,0.609090909090909,,0.00011332607373775663,pred_curve
1.3,0.6181818181818182,,0.00011386464921430762,pred_curve
1.3,0.6272727272727272,,0.00011439253519550682,pred_curve
1.3,0.6363636363636364,,0.000114910046797356,pred_curve
1.3,0.6454545454545454,,0.00011541748687062529,pred_curve
1.3,0.6545454545454545,,0.00011591514659185056,pred_curve
1.3,0.6636363636363636,,0.00011640330602048441,pred_curve
1.3,0.6727272727272727,,0.00011688223462444087,pred_curve
1.3,0.6818181818181818,,0.00011735219177610606,pred_curve
1.3,0.6909090909090908,,0.00011781342722073328,pred_curve
1.3,0.7,,0.00011826618151899964,pred_curve
1.3,0.709090909090909,,0.00011871068646537202,pred_curve
1.3,0.7181818181818181,,0.00011914716548381117,pred_curve
1.3,0.7272727272727272,,0.00011957583400223325,pred_curve
1.3,0.7363636363636363,,0.00011999689980704739,pred_curve
1.3,0.7454545454545454,,0.00012041056337899518,pred_curve
1.3,0.7545454545454545,,0.00012081701821143263,pred_curve
1.3,0.7636363636363636,,0.00012121645111211609,pred_curve
1.3,0.7727272727272727,,0.00012160904248948122,pred_curve
1.3,0.7818181818181817,,0.00012199496662433648,pred_curve
1.3,0.7909090909090909,,0.00012237439192783114,pred_curve
1.3,0.7999999999999999,,0.00012274748118649954,pred_curve
1.3,0.8090909090909091,,0.00012311439179513143,pred_curve
1.3,0.8181818181818181,,0.00012347527597816725,pred_curve
1.3,0.8272727272727273,,0.00012383028100027346,pred_curve
1.3,0.8363636363636363,,0.0001241795493667097,pred_curve
1.3,0.8454545454545453,,0.00012452321901405995,pred_curve
1.3,0.8545454545454545,,0.00012486142349186498,pred_curve
1.3,0.8636363636363635,,0.00012519429213565748,pred_curve
1.3,0.8727272727272727,,0.0001255219502318719,pred_curve
1.3,0.8818181818181817,,0.00012584451917506954,pred_curve
1.3,0.8909090909090909,,0.00012616211661789495,pred_curve
1.3,0.8999999999999999,,0.00012647485661415088,pred_curve
1.3,0.9090909090909091,,0.00012678284975535937,pred_curve
1.3,0.9181818181818181,,0.0001270862033011504,pred_curve
1.3,0.9272727272727272,,0.00012738502130380292,pred_curve
1.3,0.9363636363636363,,0.00012767940472724047,pred_curve
1.3,0.9454545454545454,,0.0001279694515607686,pred_curve
1.3,0.9545454545454545,,0.00012825525692782214,pred_curve
1.3,0.9636363636363636,,0.0001285369131899766,pred_curve
1.3,0.9727272727272727,,0.00012881451004646228,pred_curve
1.3,0.9818181818181817,,0.00012908813462940636,pred_curve
1.3,0.9909090909090909,,0.0001293578715950154,pred_curve
1.3,1.0,,0.00012962380321089885,pred_curve
1.5,0.1,4.421817162394395e-05,4.7418992602374005e-05,observed
1.5,0.2,7.609458477019672e-05,7.674142846587932e-05,observed
1.5,0.3,9.609190003534709e-05,9.666664864685792e-05,observed
1.5,0.4,0.0001132572667721,0.00011108816961192316,observed
1.5,0.5,0.0001237186241784,0.00012200960373303311,observed
1.5,0.6,0.0001323202725759,0.00013056726110567658,observed
1.5,0.7,0.0001376332171496,0.000137453609502906,observed
1.5,0.8,0.0001449218632043,0.00014311470145648444,observed
1.5,0.9,0.000146344440956,0.00014785082861198666,observed
1.5,1.0,0.0001486979795153,0.00015187156461751763,observed
1.5,0.1,,4.7418992602374005e-05,pred_curve
1.5,0.1090909090909091,,5.064412848868531e-05,pred_curve
1.5,0.1181818181818182,,5.373667180988254e-05,pred_curve
1.5,0.1272727272727273,,5.6704634635220736e-05,pred_curve
1.5,0.13636363636363635,,5.9555396260441684e-05,pred_curve
1.5,0.14545454545454545,,6.229576446686943e-05,pred_curve
1.5,0.15454545454545454,,6.493202979905566e-05,pred_curve
1.5,0.16363636363636364,,6.747001377192761e-05,pred_curve
1.5,0.17272727272727273,,6.991511178503346e-05,pred_curve
1.5,0.18181818181818182,,7.227233140969137e-05,pred_curve
1.5,0.19090909090909092,,7.45463266208199e-05,pred_curve
1.5,0.2,,7.674142846587932e-05,pred_curve
1.5,0.2090909090909091,,7.886167259618119e-05,pred_curve
1.5,0.2181818181818182,,8.091082402878845e-05,pred_curve
1.5,0.22727272727272727,,8.289239945865428e-05,pred_curve
1.5,0.23636363636363636,,8.4809687399169e-05,pred_curve
1.5,0.24545454545454545,,8.666576639376059e-05,pred_curve
1.5,0.2545454545454545,,8.846352151069698e-05,pred_curve
1.5,0.26363636363636367,,9.020565930698464e-05,pred_curve
1.5,0.2727272727272727,,9.189472142460393e-05,pred_curve
1.5,0.28181818181818186,,9.353309696272833e-05,pred_curve
1.5,0.2909090909090909,,9.512303375258535e-05,pred_curve
1.5,0.3,,9.666664864685792e-05,pred_curve
1.5,0.3090909090909091,,9.816593692267065e-05,pred_curve
1.5,0.3181818181818182,,9.962278088599104e-05,pred_curve
1.5,0.32727272727272727,,0.00010103895775546712,pred_curve
1.5,0.33636363636363636,,0.00010241614689513293,pred_curve
1.5,0.34545454545454546,,0.00010375593645786993,pred_curve
1.5,0.3545454545454545,,0.00010505982949488046,pred_curve
1.5,0.36363636363636365,,0.00010632924958058541,pred_curve
1.5,0.3727272727272727,,0.00010756554599720158,pred_curve
1.5,0.38181818181818183,,0.00010876999851869389,pred_curve
1.5,0.3909090909090909,,0.00010994382182975991,pred_curve
1.5,0.4,,0.00011108816961192316,pred_curve
1.5,0.40909090909090906,,0.00011220413832562885,pred_curve
1.5,0.4181818181818182,,0.00011329277071440604,pred_curve
1.5,0.42727272727272725,,0.00011435505905463535,pred_curve
1.5,0.4363636363636364,,0.00011539194817221198,pred_curve
1.5,0.44545454545454544,,0.00011640433824538026,pred_curve
1.5,0.4545454545454546,,0.00011739308741121696,pred_curve
1.5,0.4636363636363636,,0.00011835901419162476,pred_curve
1.5,0.47272727272727266,,0.00011930289975325192,pred_curve
1.5,0.4818181818181818,,0.0001202254900144515,pred_curve
1.5,0.49090909090909085,,0.00012112749761122395,pred_curve
1.5,0.5,,0.00012200960373303311,pred_curve
1.5,0.509090909090909,,0.00012287245983843385,pred_curve
1.5,0.5181818181818182,,0.00012371668925959315,pred_curve
1.5,0.5272727272727272,,0.0001245428887040088,pred_curve
1.5,0.5363636363636364,,0.00012535162966102975,pred_curve
1.5,0.5454545454545454,,0.0001261434597201444,pred_curve
1.5,0.5545454545454546,,0.00012691890380742789,pred_curve
1.5,0.5636363636363636,,0.00012767846534601497,pred_curve
1.5,0.5727272727272728,,0.00012842262734599018,pred_curve
1.5,0.5818181818181818,,0.00012915185342865233,pred_curve
1.5,0.5909090909090909,,0.00012986658878971937,pred_curve
1.5,0.6,,0.00013056726110567658,pred_curve
1.5,0.609090909090909,,0.0001312542813871472,pred_curve
1.5,0.6181818181818182,,0.00013192804478286203,pred_curve
1.5,0.6272727272727272,,0.00013258893133753346,pred_curve
1.5,0.6363636363636364,,0.00013323730670668747,pred_curve
1.5,0.6454545454545454,,0.00013387352283127918,pred_curve
1.5,0.6545454545454545,,0.00013449791857470694,pred_curve
1.5,0.6636363636363636,,0.0001351108203246477,pred_curve
1.5,0.6727272727272727,,0.0001357125425619592,pred_curve
1.5,0.6818181818181818,,0.00013630338839873274,pred_curve
1.5,0.6909090909090908,,0.00013688365008743082,pred_curve
1.5,0.7,,0.000137453609502906,pred_curve
1.5,0.709090909090909,,0.00013801353859897183,pred_curve
1.5,0.7181818181818181,,0.00013856369984107926,pred_curve
1.5,0.7272727272727272,,0.0001391043466165452,pred_curve
1.5,0.7363636363636363,,0.00013963572362367976,pred_curve
1.5,0.7454545454545454,,0.00014015806724106838,pred_curve
1.5,0.7545454545454545,,0.00014067160587817923,pred_curve
1.5,0.7636363636363636,,0.00014117656030838844,pred_curve
1.5,0.7727272727272727,,0.00014167314398544364,pred_curve
1.5,0.7818181818181817,,0.00014216156334431835,pred_curve
1.5,0.7909090909090909,,0.00014264201808734858,pred_curve
1.5,0.7999999999999999,,0.00014311470145648444,pred_curve
1.5,0.8090909090909091,,0.00014357980049243673,pred_curve
1.5,0.8181818181818181,,0.00014403749628144873,pred_curve
1.5,0.8272727272727273,,0.00014448796419037674,pred_curve
1.5,0.8363636363636363,,0.00014493137409072102,pred_curve
1.5,0.8454545454545453,,0.00014536789057220803,pred_curve
1.5,0.8545454545454545,,0.00014579767314648818,pred_curve
1.5,0.8636363636363635,,0.00014622087644147868,pred_curve
1.5,0.8727272727272727,,0.00014663765038684922,pred_curve
1.5,0.8818181818181817,,0.00014704814039111718,pred_curve
1.5,0.8909090909090909,,0.0001474524875107928,pred_curve
1.5,0.8999999999999999,,0.00014785082861198663,pred_curve
1.5,0.9090909090909091,,0.000148243296524869,pred_curve
1.5,0.9181818181818181,,0.0001486300201913472,pred_curve
1.5,0.9272727272727272,,0.00014901112480630575,pred_curve
1.5,0.9363636363636363,,0.00014938673195273396,pred_curve
1.5,0.9454545454545454,,0.0001497569597310482,pred_curve
1.5,0.9545454545454545,,0.00015012192288289697,pred_curve
1.5,0.9636363636363636,,0.00015048173290972195,pred_curve
1.5,0.9727272727272727,,0.00015083649818633182,pred_curve
1.5,0.9818181818181817,,0.0001511863240697329,pred_curve
1.5,0.9909090909090909,,0.0001515313130034444,pred_curve
1.5,1.0,,0.00015187156461751763,pred_curve
1.7,0.1,4.8024236570906995e-05,5.190446368585848e-05,observed
1.7,0.2,8.406109833530509e-05,8.532547803707511e-05,observed
1.7,0.3,0.000109500182909,0.00010864389004936884,observed
1.7,0.4,0.0001268105016102,0.00012583902508841286,observed
1.7,0.5,0.0001416124790081,0.00013904286471879893,observed
1.7,0.6,0.0001518231530984,0.00014950057225034637,observed
1.7,0.7,0.0001568950205851,0.00015798816026795366,observed
1.7,0.8,0.0001667097528389,0.00016501442670502407,observed
1.7,0.9,0.0001709701487878,0.0001709268552549764,observed
1.7,1.0,0.0001718511296956,0.00017597085100350495,observed
1.7,0.1,,5.190446368585848e-05,pred_curve
1.7,0.1090909090909091,,5.552950935774819e-05,pred_curve
1.7,0.1181818181818182,,5.9017189352282254e-05,pred_curve
1.7,0.1272727272727273,,6.237516638584389e-05,pred_curve
1.7,0.13636363636363635,,6.561054364310715e-05,pred_curve
1.7,0.14545454545454545,,6.872991493271607e-05,pred_curve
1.7,0.15454545454545454,,7.173940954291537e-05,pred_curve
1.7,0.16363636363636364,,7.464473243923512e-05,pred_curve
1.7,0.17272727272727273,,7.745120035894019e-05,pred_curve
1.7,0.18181818181818182,,8.016377428272066e-05,pred_curve
1.7,0.19090909090909092,,8.27870887008584e-05,pred_curve
1.7,0.2,,8.532547803707511e-05,pred_curve
1.7,0.2090909090909091,,8.778300054698438e-05,pred_curve
1.7,0.2181818181818182,,9.016345996831814e-05,pred_curve
1.7,0.22727272727272727,,9.247042516586759e-05,pred_curve
1.7,0.23636363636363636,,9.470724798453438e-05,pred_curve
1.7,0.24545454545454545,,9.687707949832143e-05,pred_curve
1.7,0.2545454545454545,,9.898288482092532e-05,pred_curve
1.7,0.26363636363636367,,0.00010102745662432205,pred_curve
1.7,0.2727272727272727,,0.00010301342749495534,pred_curve
1.7,0.28181818181818186,,0.00010494328124248708,pred_curve
1.7,0.2909090909090909,,0.0001068193632632567,pred_curve
1.7,0.3,,0.00010864389004936884,pred_curve
1.7,0.3090909090909091,,0.00011041895792446964,pred_curve
1.7,0.3181818181818182,,0.00011214655107859994,pred_curve
1.7,0.32727272727272727,,0.00011382854896687246,pred_curve
1.7,0.33636363636363636,,0.00011546673312997293,pred_curve
1.7,0.34545454545454546,,0.00011706279348851961,pred_curve
1.7,0.3545454545454545,,0.00011861833415803265,pred_curve
1.7,0.36363636363636365,,0.00012013487882657488,pred_curve
1.7,0.3727272727272727,,0.00012161387573296157,pred_curve
1.7,0.38181818181818183,,0.00012305670227972916,pred_curve
1.7,0.3909090909090909,,0.0001244646693117474,pred_curve
1.7,0.4,,0.00012583902508841286,pred_curve
1.7,0.40909090909090906,,0.00012718095897472202,pred_curve
1.7,0.4181818181818182,,0.00012849160487416673,pred_curve
1.7,0.42727272727272725,,0.0001297720444242758,pred_curve
1.7,0.4363636363636364,,0.00013102330997373193,pred_curve
1.7,0.44545454545454544,,0.00013224638735828554,pred_curve
1.7,0.4545454545454546,,0.00013344221849115307,pred_curve
1.7,0.4636363636363636,,0.00013461170378220504,pred_curve
1.7,0.47272727272727266,,0.00013575570439900182,pred_curve
1.7,0.4818181818181818,,0.00013687504438160948,pred_curve
1.7,0.49090909090909085,,0.00013797051262211,pred_curve
1.7,0.5,,0.00013904286471879893,pred_curve
1.7,0.509090909090909,,0.00014009282471422896,pred_curve
1.7,0.5181818181818182,,0.00014112108672550047,pred_curve
1.7,0.5272727272727272,,0.00014212831647451358,pred_curve
1.7,0.5363636363636364,,0.00014311515272527042,pred_curve
1.7,0.5454545454545454,,0.00014408220863474877,pred_curve
1.7,0.5545454545454546,,0.00014503007302335007,pred_curve
1.7,0.5636363636363636,,0.0001459593115704536,pred_curve
1.7,0.5727272727272728,,0.00014687046794017699,pred_curve
1.7,0.5818181818181818,,0.00014776406484205096,pred_curve
1.7,0.5909090909090909,,0.00014864060503095702,pred_curve
1.7,0.6,,0.00014950057225034637,pred_curve
1.7,0.609090909090909,,0.0001503444321224591,pred_curve
1.7,0.6181818181818182,,0.0001511726329889856,pred_curve
1.7,0.6272727272727272,,0.000151985606705359,pred_curve
1.7,0.6363636363636364,,0.00015278376939163586,pred_curve
1.7,0.6454545454545454,,0.00015356752214270759,pred_curve
1.7,0.6545454545454545,,0.00015433725170039007,pred_curve
1.7,0.6636363636363636,,0.00015509333108975726,pred_curve
1.7,0.6727272727272727,,0.0001558361202219184,pred_curve
1.7,0.6818181818181818,,0.00015656596646528584,pred_curve
1.7,0.6909090909090908,,0.00015728320518723827,pred_curve
1.7,0.7,,0.00015798816026795366,pred_curve
1.7,0.709090909090909,,0.0001586811445880664,pred_curve
1.7,0.7181818181818181,,0.000159362460491691,pred_curve
1.7,0.7272727272727272,,0.00016003240022625175,pred_curve
1.7,0.7363636363636363,,0.00016069124636046325,pred_curve
1.7,0.7454545454545454,,0.000161339272181717,pred_curve
1.7,0.7545454545454545,,0.00016197674207404854,pred_curve
1.7,0.7636363636363636,,0.0001626039118777832,pred_curve
1.7,0.7727272727272727,,0.00016322102923188865,pred_curve
1.7,0.7818181818181817,,0.00016382833389999585,pred_curve
1.7,0.7909090909090909,,0.00016442605808099118,pred_curve
1.7,0.7999999999999999,,0.00016501442670502405,pred_curve
1.7,0.8090909090909091,,0.00016559365771572345,pred_curve
1.7,0.8181818181818181,,0.00016616396233936655,pred_curve
1.7,0.8272727272727273,,0.00016672554534169883,pred_curve
1.7,0.8363636363636363,,0.0001672786052730604,pred_curve
1.7,0.8454545454545453,,0.00016782333470243598,pred_curve
1.7,0.8545454545454545,,0.00016835992044100765,pred_curve
1.7,0.8636363636363635,,0.00016888854375575574,pred_curve
1.7,0.8727272727272727,,0.00016940938057362066,pred_curve
1.7,0.8818181818181817,,0.00016992260167670927,pred_curve
1.7,0.8909090909090909,,0.00017042837288900003,pred_curve
1.7,0.8999999999999999,,0.00017092685525497636,pred_curve
1.7,0.9090909090909091,,0.00017141820521059226,pred_curve
1.7,0.9181818181818181,,0.00017190257474695116,pred_curve
1.7,0.9272727272727272,,0.0001723801115670583,pred_curve
1.7,0.9363636363636363,,0.00017285095923598567,pred_curve
1.7,0.9454545454545454,,0.00017331525732477065,pred_curve
1.7,0.9545454545454545,,0.00017377314154835114,pred_curve
1.7,0.9636363636363636,,0.00017422474389782334,pred_curve
1.7,0.9727272727272727,,0.00017467019276729362,pred_curve
1.7,0.9818181818181817,,0.00017510961307557946,pred_curve
1.7,0.9909090909090909,,0.00017554312638300284,pred_curve
1.7,1.0,,0.00017597085100350495,pred_curve
1.9,0.1,5.147992932734884e-05,5.52615890864373e-05,observed
1.9,0.2,9.172099777329454e-05,9.288083953934582e-05,observed
1.9,0.3,0.0001197038415393,0.00012014330179887057,observed
1.9,0.4,0.0001427944289594,0.00014080840221235297,observed
1.9,0.5,0.0001595505314547,0.0001570124409372004,observed
1.9,0.6,0.0001725402224739,0.0001700592303360679,observed
1.9,0.7,0.0001805108272705,0.00018078960817512652,observed
1.9,0.8,0.0001891849514093,0.00018977018103680243,observed
1.9,0.9,0.000196967364283,0.00019739669344932804,observed
1.9,1.0,0.0002015885776575,0.0002039539178894108,observed
1.9,0.1,,5.52615890864373e-05,pred_curve
1.9,0.1090909090909091,,5.9262044019476475e-05,pred_curve
1.9,0.1181818181818182,,6.312895283599901e-05,pred_curve
1.9,0.1272727272727273,,6.686889295136305e-05,pred_curve
1.9,0.13636363636363635,,7.048801682299016e-05,pred_curve
1.9,0.14545454545454545,,7.399208572478463e-05,pred_curve
1.9,0.15454545454545454,,7.738650035080172e-05,pred_curve
1.9,0.16363636363636364,,8.067632859009842e-05,pred_curve
1.9,0.17272727272727273,,8.386633077319612e-05,pred_curve
1.9,0.18181818181818182,,8.696098265466603e-05,pred_curve
1.9,0.19090909090909092,,8.99644963651884e-05,pred_curve
1.9,0.2,,9.288083953934582e-05,pred_curve
1.9,0.2090909090909091,,9.571375280180947e-05,pred_curve
1.9,0.2181818181818182,,9.84667657739691e-05,pred_curve
1.9,0.22727272727272727,,0.00010114321174503041,pred_curve
1.9,0.23636363636363636,,0.00010374624113580028,pred_curve
1.9,0.24545454545454545,,0.00010627883386950243,pred_curve
1.9,0.2545454545454545,,0.00010874381075175486,pred_curve
1.9,0.26363636363636367,,0.00011114384395107723,pred_curve
1.9,0.2727272727272727,,0.00011348146666179248,pred_curve
1.9,0.28181818181818186,,0.00011575908202278136,pred_curve
1.9,0.2909090909090909,,0.00011797897135810104,pred_curve
1.9,0.3,,0.00012014330179887057,pred_curve
1.9,0.3090909090909091,,0.00012225413333995277,pred_curve
1.9,0.3181818181818182,,0.00012431342537973377,pred_curve
1.9,0.32727272727272727,,0.00012632304278664135,pred_curve
1.9,0.33636363636363636,,0.00012828476153188168,pred_curve
1.9,0.34545454545454546,,0.00013020027392415573,pred_curve
1.9,0.3545454545454545,,0.00013207119347878526,pred_curve
1.9,0.36363636363636365,,0.00013389905945069403,pred_curve
1.9,0.3727272727272727,,0.00013568534105800996,pred_curve
1.9,0.38181818181818183,,0.00013743144142064573,pred_curve
1.9,0.3909090909090909,,0.00013913870123604798,pred_curve
1.9,0.4,,0.00014080840221235297,pred_curve
1.9,0.40909090909090906,,0.00014244177027742408,pred_curve
1.9,0.4181818181818182,,0.00014403997858065726,pred_curve
1.9,0.42727272727272725,,0.00014560415030300024,pred_curve
1.9,0.4363636363636364,,0.0001471353612893313,pred_curve
1.9,0.44545454545454544,,0.00014863464251616175,pred_curve
1.9,0.4545454545454546,,0.00015010298240655725,pred_curve
1.9,0.4636363636363636,,0.00015154132900320068,pred_curve
1.9,0.47272727272727266,,0.00015295059200963625,pred_curve
1.9,0.4818181818181818,,0.00015433164470892983,pred_curve
1.9,0.49090909090909085,,0.00015568532576824923,pred_curve
1.9,0.5,,0.0001570124409372004,pred_curve
1.9,0.509090909090909,,0.00015831376464714596,pred_curve
1.9,0.5181818181818182,,0.00015959004151817628,pred_curve
1.9,0.5272727272727272,,0.0001608419877798957,pred_curve
1.9,0.5363636363636364,,0.00016207029261171855,pred_curve
1.9,0.5454545454545454,,0.00016327561940794683,pred_curve
1.9,0.5545454545454546,,0.0001644586069725074,pred_curve
1.9,0.5636363636363636,,0.00016561987064787055,pred_curve
1.9,0.5727272727272728,,0.0001667600033823412,pred_curve
1.9,0.5818181818181818,,0.00016787957673961262,pred_curve
1.9,0.5909090909090909,,0.00016897914185419415,pred_curve
1.9,0.6,,0.0001700592303360679,pred_curve
1.9,0.609090909090909,,0.00017112035512769545,pred_curve
1.9,0.6181818181818182,,0.00017216301131627612,pred_curve
1.9,0.6272727272727272,,0.00017318767690395985,pred_curve
1.9,0.6363636363636364,,0.00017419481353853202,pred_curve
1.9,0.6454545454545454,,0.00017518486720691698,pred_curve
1.9,0.6545454545454545,,0.0001761582688936884,pred_curve
1.9,0.6636363636363636,,0.0001771154352066304,pred_curve
1.9,0.6727272727272727,,0.00017805676897125582,pred_curve
1.9,0.6818181818181818,,0.00017898265979606487,pred_curve
1.9,0.6909090909090908,,0.00017989348461020996,pred_curve
1.9,0.7,,0.00018078960817512652,pred_curve
1.9,0.709090909090909,,0.00018167138357158707,pred_curve
1.9,0.7181818181818181,,0.0001825391526635468,pred_curve
1.9,0.7272727272727272,,0.00018339324654005946,pred_curve
1.9,0.7363636363636363,,0.000184233985936464,pred_curve
1.9,0.7454545454545454,,0.0001850616816359679,pred_curve
1.9,0.7545454545454545,,0.0001858766348526827,pred_curve
1.9,0.7636363636363636,,0.00018667913759710494,pred_curve
1.9,0.7727272727272727,,0.0001874694730249721,pred_curve
1.9,0.7818181818181817,,0.0001882479157703709,pred_curve
1.9,0.7909090909090909,,0.00018901473226392,pred_curve
1.9,0.7999999999999999,,0.00018977018103680243,pred_curve
1.9,0.8090909090909091,,0.00019051451301137532,pred_curve
1.9,0.8181818181818181,,0.00019124797177904468,pred_curve
1.9,0.8272727272727273,,0.00019197079386605036,pred_curve
1.9,0.8363636363636363,,0.00019268320898777126,pred_curve
1.9,0.8454545454545453,,0.0001933854402921248,pred_curve
1.9,0.8545454545454545,,0.00019407770459260225,pred_curve
1.9,0.8636363636363635,,0.0001947602125914514,pred_curve
1.9,0.8727272727272727,,0.00019543316909348936,pred_curve
1.9,0.8818181818181817,,0.00019609677321100056,pred_curve
1.9,0.8909090909090909,,0.00019675121856015142,pred_curve
1.9,0.8999999999999999,,0.00019739669344932804,pred_curve
1.9,0.9090909090909091,,0.00019803338105978206,pred_curve
1.9,0.9181818181818181,,0.00019866145961894857,pred_curve
1.9,0.9272727272727272,,0.0001992811025667809,pred_curve
1.9,0.9363636363636363,,0.00019989247871542753,pred_curve
1.9,0.9454545454545454,,0.00020049575240256112,pred_curve
1.9,0.9545454545454545,,0.000201091083638651,pred_curve
1.9,0.9636363636363636,,0.0002016786282484574,pred_curve
1.9,0.9727272727272727,,0.00020225853800700922,pred_curve
1.9,0.9818181818181817,,0.00020283096077031564,pred_curve
1.9,0.9909090909090909,,0.00020339604060104716,pred_curve
1.9,1.0,,0.0002039539178894108,pred_curve
2.1,0.1,5.524932623355839e-05,6.0183730634890706e-05,observed
2.1,0.2,9.898186395836156e-05,0.0001020826437305358,observed
2.1,0.3,0.000134426601507,0.00013293068932328486,observed
2.1,0.4,0.000158186521869,0.00015659049327998358,observed
2.1,0.5,0.0001762808372902,0.000175312385205425,observed
2.1,0.6,0.0001939266934044,0.00019049614307917596,observed
2.1,0.7,0.0002064237974559,0.0002030581509951307,observed
2.1,0.8,0.0002160018654935,0.00021362348253655178,observed
2.1,0.9,0.0002172593776766,0.00022263313491482388,observed
2.1,1.0,0.0002275701219476,0.00023040714266426028,observed
2.1,0.1,,6.0183730634890706e-05,pred_curve
2.1,0.1090909090909091,,6.460301977198027e-05,pred_curve
2.1,0.1181818181818182,,6.888292576317536e-05,pred_curve
2.1,0.1272727272727273,,7.302994039222857e-05,pred_curve
2.1,0.13636363636363635,,7.705015846535794e-05,pred_curve
2.1,0.14545454545454545,,8.09493076986863e-05,pred_curve
2.1,0.15454545454545454,,8.473277594555533e-05,pred_curve
2.1,0.16363636363636364,,8.840563603590125e-05,pred_curve
2.1,0.17272727272727273,,9.197266846850857e-05,pred_curve
2.1,0.18181818181818182,,9.543838216959712e-05,pred_curve
2.1,0.19090909090909092,,9.880703350728593e-05,pred_curve
2.1,0.2,,0.0001020826437305358,pred_curve
2.1,0.2090909090909091,,0.00010526901498280064,pred_curve
2.1,0.2181818181818182,,0.00010836974502446498,pred_curve
2.1,0.22727272727272727,,0.00011138824078392294,pred_curve
2.1,0.23636363636363636,,0.00011432773084460493,pred_curve
2.1,0.24545454545454545,,0.00011719127696416887,pred_curve
2.1,0.2545454545454545,,0.00011998178471225697,pred_curve
2.1,0.26363636363636367,,0.0001227020133045142,pred_curve
2.1,0.2727272727272727,,0.0001253545847028351,pred_curve
2.1,0.28181818181818186,,0.00012794199204493092,pred_curve
2.1,0.2909090909090909,,0.0001304666074601826,pred_curve
2.1,0.3,,0.00013293068932328486,pred_curve
2.1,0.3090909090909091,,0.0001353363889923011,pred_curve
2.1,0.3181818181818182,,0.0001376857570733869,pred_curve
2.1,0.32727272727272727,,0.0001399807492505234,pred_curve
2.1,0.33636363636363636,,0.00014222323171509578,pred_curve
2.1,0.34545454545454546,,0.00014441498622699904,pred_curve
