a,p,y_emp,y_pred,type
1.1,0.8090909090909091,,0.00010305344935577089,pred_curve
1.1,0.8181818181818181,,0.00010332116925034611,pred_curve
1.1,0.8272727272727273,,0.00010358435410231464,pred_curve
1.1,0.8363636363636363,,0.00010384311817595452,pred_curve
1.1,0.8454545454545453,,0.00010409757192886637,pred_curve
1.1,0.8545454545454545,,0.00010434782216918673,pred_curve
1.1,0.8636363636363635,,0.00010459397220507386,pred_curve
1.1,0.8727272727272727,,0.00010483612198690578,pred_curve
1.1,0.8818181818181817,,0.000105074368242601,pred_curve
1.1,0.8909090909090909,,0.00010530880460644797,pred_curve
1.1,0.8999999999999999,,0.00010553952174180248,pred_curve
1.1,0.9090909090909091,,0.00010576660745799182,pred_curve
1.1,0.9181818181818181,,0.00010599014682174158,pred_curve
1.1,0.9272727272727272,,0.00010621022226342299,pred_curve
1.1,0.9363636363636363,,0.00010642691367839843,pred_curve
1.1,0.9454545454545454,,0.00010664029852372815,pred_curve
1.1,0.9545454545454545,,0.0001068504519104831,pred_curve
1.1,0.9636363636363636,,0.0001070574466918954,pred_curve
1.1,0.9727272727272727,,0.00010726135354756402,pred_curve
1.1,0.9818181818181817,,0.00010746224106391945,pred_curve
1.1,0.9909090909090909,,0.0001076601758111406,pred_curve
1.1,1.0,,0.00010785522241670436,pred_curve
1.3,0.1,4.0062885332514e-05,4.2968422915517276e-05,observed
1.3,0.2,6.707344837488122e-05,6.835540983960188e-05,observed
1.3,0.3,8.558100594701405e-05,8.51189985046891e-05,observed
1.3,0.4,9.929534591504746e-05,9.701506201905945e-05,observed
1.3,0.5,0.0001078000397662,0.00010589485586031322,observed
1.3,0.6,0.0001135422231729,0.00011277648075735366,observed
1.3,0.7,0.0001196764273026,0.00011826618151899964,observed
1.3,0.8,0.0001214906253071,0.00012274748118649956,observed
1.3,0.9,0.0001267523212373,0.00012647485661415088,observed
1.3,1.0,0.0001266686021096,0.00012962380321089885,observed
