p_merge,fragment_rate,avg_fit,best_fit,final_S0,final_S1,final_S2,final_NND
0.4,0.0,1.3568197664424944,1.075499811215797,127.02,14.388416156389075,412.3228898441779,64.85517856273043
0.4,0.001,1.442566125674481,1.1192834823107094,131.21,13.85398013514291,386.26825146968,64.01430247328172
0.4,0.002,1.500435385446836,1.0809569288798715,133.29,13.633175804234074,384.68184648581746,62.825839521522674
0.4,0.003,1.5614281344539735,1.1138696274017608,135.74,13.431662512386538,373.226021446392,62.14759155031184
0.4,0.004,1.6527756959540942,1.2130420204199388,138.66,13.125610655782461,364.1968617920169,61.288884001712766
0.5,0.0,1.2358405598038558,0.9190224939912656,120.31,15.183053960045402,451.7156362249174,67.57206020537012
0.5,0.001,1.2689719401257342,1.0234561648204583,123.24,14.760064062367611,430.390588702076,66.6221423585834
0.5,0.002,1.3299142037760945,0.986311450317258,126.31,14.394414148072794,415.4373915076356,65.33362294210407
0.5,0.003,1.3491880915674048,1.0036555850596194,127.14,14.292119055059139,424.8494578014135,64.31051348357198
0.5,0.004,1.4121244870577425,1.0803349090828676,130.01,14.025744575921326,411.42115742304975,63.85362392430069
0.6,0.0,1.2407281709552966,0.9960251169419893,114.76,15.879586290970462,489.43000269700985,69.49491271853587
0.6,0.001,1.2559510999933037,1.0053099199979392,116.77,15.512592542836048,478.84211798352595,68.51887564382123
0.6,0.002,1.2663180214982201,0.9935651029664208,118.82,15.361717913249848,471.17713283451417,67.9145413261155
0.6,0.003,1.2915747702395917,1.0261339380163572,121.67,15.000790294794545,461.9848017724539,67.14288222378876
0.6,0.004,1.2999753310706337,0.9997249267807472,123.91,14.735199137980239,443.76796228347536,65.8641993159142
0.7,0.0,1.3137757404429513,1.0759047277834195,112.07,16.194672303500116,499.9432725449366,70.13486872372854
0.7,0.001,1.3227022394856467,1.0263450755213404,114.57,15.905697182370691,497.74446811593674,69.98438927471628
0.7,0.002,1.3151743530880473,1.0764680075012192,116.57,15.697718069590175,494.09357178746285,68.37438327499508
0.7,0.003,1.305219133479445,1.0004066990647764,117.63,15.54838093386598,484.39656341578115,68.17727306168021
0.7,0.004,1.3118086815970091,1.054052926131716,120.49,15.11031222157496,471.5600769497481,67.09384295823895
0.8,0.0,1.4500574783240838,1.120341356250018,109.03,16.73137519542619,537.4626998839678,72.01393826412898
0.8,0.001,1.4181256761782988,1.1201104818829548,110.46,16.48536234093431,527.335293516898,70.50880478331175
0.8,0.002,1.3788089193956927,1.0601105602693237,113.12,16.087563199845523,515.2081213730131,70.52673350417686
0.8,0.003,1.3462978158667638,1.027239010234462,114.96,15.803732769341604,507.70980968622956,68.93831354887452
0.8,0.004,1.3776372923853375,1.0664602768159799,115.1,15.850061977430245,507.830548361775,68.37626714492956
0.9,0.0,1.5482591206912302,1.0985155659558452,106.49,17.131268038958943,556.7109533762025,72.77946454756854
0.9,0.001,1.4717568666671264,0.9594600060118388,108.84,16.700859052024853,539.0520774960133,71.82310469332094
0.9,0.002,1.4412328122644484,1.130031168782873,109.98,16.540041443051535,529.1854422760648,71.34711608062645
0.9,0.003,1.4332922754101447,1.099928588785999,112.01,16.20170560286425,526.0468027825984,70.012473676947
0.9,0.004,1.406682332980058,1.1335761475258623,114.26,15.968335689357476,513.2512991749911,69.3214563889651
1.0,0.0,1.5991670007578263,1.1847620952810527,106.36,17.168760787966445,565.0586098883924,73.26218705080275
1.0,0.001,1.6140848738356148,1.071024213907692,105.97,17.204321784318505,573.0555654450169,72.72550731164537
1.0,0.002,1.5373562323928158,1.117240766520998,108.46,16.881519487470115,553.7288597806609,72.27874130810952
1.0,0.003,1.5228258270528265,1.1294132689650425,109.88,16.56782366677188,543.0534432113095,71.14519113456907
1.0,0.004,1.5210140766348146,1.1452102090723122,110.64,16.457890083913956,544.7774613104443,70.68996379953012
