p_merge,n_init,avg_fit,best_fit,final_S0,final_S1,final_S2,final_NND
0.575,800,1.2537212184129853,1.026935576944594,117.3,15.54683426838475,469.3121996979122,68.0526523779058
0.575,810,1.2527270083169153,1.021474432926512,117.7,15.640168746730476,484.4531025262909,68.36880928182467
0.575,820,1.2788532127096868,0.9660534632629882,118.34,15.788742683898592,494.85163193683513,67.83375168677284
0.575,830,1.290453795318665,1.0117903687517584,117.27,16.118286792738093,515.6391532696932,68.90200778748913
0.575,840,1.3199105604063763,1.0455491747655379,118.21,16.140563789526304,517.1726861111783,68.42831335590272
0.575,850,1.3780326472985647,1.0942150176754672,116.92,16.56378957405532,546.3010485101779,68.30246620710011
0.6,750,1.3235633050311955,1.032923219668351,117.9,14.513607258749271,414.0235807818307,67.64732687532224
0.6,760,1.3058421943535896,1.0209217700443525,118.45,14.55814129900578,421.1521556361962,67.86031835769694
0.6,770,1.260574291084028,1.0160954451574964,117.56,14.948319129457374,440.31489065504434,68.40535076234478
0.6,780,1.270586229575463,0.9999903772438719,118.32,14.966541176782545,443.02974200374746,68.14041250330624
0.6,790,1.2636161223152838,1.0561875641089709,118.39,15.239560460005308,462.67821749137073,67.83157549421485
0.6,800,1.2640361167044554,1.0039869901259546,116.46,15.649879186752662,488.70099566528353,68.77146227532742
0.6,810,1.2678991690394958,0.9710982472348787,116.27,15.83853329604795,496.45829318586914,68.70648120664816
0.6,820,1.2917954451893683,0.9828553551417911,115.84,16.165611274059124,511.9803651197549,69.35350573503344
0.6,830,1.2691862656563542,1.0181051943759436,116.99,16.125451474564635,509.82450071897796,69.37424478339501
0.6,840,1.3627636243646857,0.9536922987002264,115.98,16.43497509804443,534.0110975844817,69.35793103073509
0.6,850,1.4034785419733296,1.0105945629906181,116.45,16.627049205879196,548.5905279005093,68.93969917675071
