p_merge,n_init,avg_fit,best_fit,final_S0,final_S1,final_S2,final_NND
0.45,750,1.4923183989784712,1.1000714031849672,126.03,13.537605239559321,362.3719706240723,65.50663018419901
0.45,760,1.4788812417349826,1.0940658782838133,127.11,13.591866915385756,372.97190463163975,64.19883158730306
0.45,770,1.4336778541663653,1.0397371385277725,126.98,13.80981856223504,376.2400550628399,65.40718120137767
0.45,780,1.4022311265372742,0.9975820529244132,126.29,14.048174714542794,391.22682541979566,65.24132597681722
0.45,790,1.3652418201407892,1.0544753712158996,126.56,14.242952756659324,406.1357333972659,64.97572039818719
0.45,800,1.3186620166523249,1.0150515987149225,125.49,14.525786978810025,421.95325563545674,65.80039783188596
0.45,810,1.2979204683056196,1.0800041237589348,125.65,14.61392482389251,425.2535930066876,65.79115991022128
0.45,820,1.2681863419676582,1.0219419156711207,125.31,14.945067267052098,450.69918078590314,66.4969274133352
0.45,830,1.274651677331415,0.9963295412709514,125.13,15.165018880691031,455.12000459270644,65.6198058016933
0.45,840,1.2660373729427625,1.0640454153687569,125.76,15.145074015357947,460.7953722080045,66.0142799513424
0.45,850,1.2741477819583333,1.0542956202415898,124.89,15.469608080299249,483.0080437496283,65.32246276197996
0.475,750,1.4644200331625286,1.043956763150094,125.91,13.569353237918195,370.0274838680276,65.16189845386279
0.475,760,1.4320633937950573,1.1059239034011297,125.1,13.804473150949997,381.28113394363305,65.48109454252372
0.475,770,1.376508839022905,1.016584401591849,125.27,13.982956130968686,393.19136915962787,65.47068577202364
0.475,780,1.3290100663023432,1.089809484360416,124.34,14.310202469827688,415.6726606240551,65.4210602172419
0.475,790,1.2957657359642585,1.0328083574050098,124.16,14.490289919715911,419.3586990206528,65.55392792916571
0.475,800,1.283633755186805,0.9634140849304368,123.02,14.79858110237743,436.11406263274694,66.08129958641659
0.475,810,1.2566864770973474,1.030470454299193,123.96,14.884013712315786,444.040687718868,66.31477951267281
0.475,820,1.2402272491588464,1.0531756826674867,122.82,15.174537973147997,460.0709544225273,66.59352966610294
0.475,830,1.2416295872441736,1.0665301599515553,123.27,15.198404245774476,461.4339175746293,66.16265801898015
0.475,840,1.2762556267875957,1.0656831000520424,123.54,15.450389110849681,481.45807768365654,65.96429384115577
0.475,850,1.251153040115071,0.95292837934883,123.27,15.650177787778881,487.19323318589517,66.75303362015806
0.5,750,1.419825471375541,0.9678025052368721,123.57,13.807694990152974,376.8174451559002,66.38036395804941
0.5,760,1.410472363523156,1.0389848581261276,123.76,13.952421141639597,386.3126180036806,66.1304073853831
0.5,770,1.3253002025531995,1.0180019901659398,122.46,14.375204324564741,407.2681044384433,67.00426738996194
0.5,780,1.3161876611479446,1.0012746214039505,122.99,14.445671834472911,413.5195844183863,65.95937567465832
0.5,790,1.301130713842791,0.9927728252840147,122.31,14.681870388695025,425.49335743632423,66.20092716239297
0.5,800,1.2799894941567376,1.059203199706714,122.81,14.857661927314304,441.8790637697438,66.17734673930349
0.5,810,1.2371925468688232,0.967243413087173,121.94,15.117664907043523,453.7631358789673,66.81600857489309
0.5,820,1.243258041500885,1.016647162121357,121.23,15.451232140938819,473.6174634995238,67.15124445808887
0.5,830,1.2539376193583502,1.0470571468263645,120.19,15.740766646375334,486.48906531989445,67.69162812137414
0.5,840,1.2418328663519766,1.0537395252971973,120.83,15.857187841629969,498.1985657778574,67.53207268624509
0.5,850,1.26846732026217,1.0046037222196038,120.74,15.931108359982204,503.2787930016876,67.11487748308936
0.525,750,1.3931660272106003,0.9828822540837289,122.23,13.962555221379908,382.4977640562002,66.78778960835035
0.525,760,1.336608831722787,1.0704943152996063,121.25,14.252200009398923,403.75868687648637,66.82212873083039
0.525,770,1.3149385299475074,0.9633294992426523,121.74,14.331911486370643,409.3176689594043,66.54814130973142
0.525,780,1.288589114941638,1.003898867269071,121.84,14.531197226403785,419.33291160517285,66.79653916985166
0.525,790,1.283358072388168,1.0472803756576488,121.12,14.848745850561937,430.88189889170775,66.96677664555416
0.525,800,1.2460855007921976,1.0311077106211017,120.43,15.088540998127515,451.94057009739356,66.86270099873428
0.525,810,1.255804963877008,0.9860395853595453,119.42,15.501130909963809,479.24311135865463,67.1914188043116
0.525,820,1.2545113052106067,0.9581327629577562,120.48,15.44559799711923,471.38389812645875,66.97806946458816
0.525,830,1.2505302269726954,0.9900622976330811,120.27,15.736580658904591,491.087570902066,67.54997157501944
0.525,840,1.2755843785314558,0.9766577835067667,119.31,16.057401375385,508.92896827105056,68.2876710315478
0.525,850,1.2916668521167707,1.0052442862785809,119.6,16.111689946331097,512.6351898625392,67.47606952953767
0.55,750,1.339179727672752,1.0903855813093988,119.97,14.217802877868039,401.10034037072865,67.40998130856123
0.55,760,1.3054424021109055,1.0063592288242982,119.93,14.373166252542545,412.98160152922225,67.22024975581093
0.55,770,1.3000176091393525,1.0489276165930008,120.25,14.550996268264083,425.48345029373087,67.22270005392545
0.55,780,1.2704484543365,1.0239099653392936,119.75,14.837053481924881,432.31431431487493,67.96991072391437
0.55,790,1.2525514323264175,1.0228918447294744,119.02,15.137614767675487,448.56656912559896,67.83813309646014
0.55,800,1.2604399182339165,0.9993279212312663,120.71,15.060795714910936,446.32895758905545,67.64117682478812
0.55,810,1.2976830214344366,1.0352362558189039,120.27,15.386257161703243,478.26152827400125,67.52824329320822
0.55,820,1.261163856123884,1.0369218118921866,118.6,15.719788272339866,490.79571042235955,67.71413343729395
0.55,830,1.289013351998123,1.0474755809189855,119.03,15.859538811823668,496.4610509386581,68.1151462022147
0.55,840,1.2752181149654653,1.071680126385385,119.43,16.01526389463734,503.6385800779566,67.75078862268616
0.55,850,1.3229297947218424,1.074026902538854,119.33,16.17192023134626,520.5346356491001,68.33634353332104
0.575,750,1.3513580832818124,1.0973595133535154,119.44,14.240449062071407,399.5894002723952,68.0451197108957
0.575,760,1.3267344981919964,1.0045643171526935,119.44,14.414049818682582,410.4709144351642,67.42217816273926
0.575,770,1.2924131447609983,1.0197622674171387,119.63,14.650070540131365,424.0235099283439,67.66287785587538
0.575,780,1.272696177186685,1.0177004087855561,118.73,14.953446502445336,438.6583314636931,67.48621684940491
0.575,790,1.2427610240740388,1.0184337617555057,118.71,15.171527020393258,452.97056539751355,68.40583041584806
