model,k,max_loglik,AIC,delta_AIC,akaike_weight
Cell_num_prolif_no_shed,6,-1363.2083484252662,2738.4166968505324,0.0,0.7310583387045809
Cell_num_prolif_cst_shed,7,-1363.2083472049671,2740.4166944099343,1.9999975594018906,0.2689416612954191
no_prolif_no_shed,5,-2026.226525718801,4062.453051437602,1324.0363545870696,2.2548139703731457e-288
