db,motion,speed,label,epsilon_final,N_pp,coverage_S0,coverage_S1,coverage_S2,coverage_NND_med,disc_med_median,disc_med_q05,disc_med_q95
results/abc_maxabs_isotropic_constant_noGR.db,isotropic,constant,isotropic/constant,4.300494321335705,100,0.25925925925925924,0.0,0.0,0.14814814814814814,109.71432659186092,57.03674671101759,465.13679738850755
results/abc_maxabs_isotropic_lognorm_noGR.db,isotropic,lognorm,isotropic/lognorm,1.1813095825777276,100,0.4444444444444444,0.8148148148148148,0.7037037037037037,0.3333333333333333,38.80572130894986,26.81349605024855,85.13195925913821
results/abc_maxabs_isotropic_gamma_noGR.db,isotropic,gamma,isotropic/gamma,3.86501987487186,100,0.3333333333333333,0.0,0.0,0.07407407407407407,94.88040865331747,50.474990102452736,448.1611246818298
results/abc_maxabs_isotropic_weibull_noGR.db,isotropic,weibull,isotropic/weibull,4.120388014272871,100,0.18518518518518517,0.0,0.0,0.1111111111111111,106.00087907034114,56.11252869578782,458.4390111320994
results/abc_maxabs_persistent_constant_noGR.db,persistent,constant,persistent/constant,3.7548325956512607,100,0.5185185185185185,0.0,0.0,0.07407407407407407,91.4712481355379,48.74416629549991,416.2974963814857
results/abc_maxabs_persistent_lognorm_noGR.db,persistent,lognorm,persistent/lognorm,1.2297780999661818,100,0.5555555555555556,0.6666666666666666,0.5925925925925926,0.0,36.21508181759401,22.695162062126435,75.97013217994596
results/abc_maxabs_persistent_gamma_noGR.db,persistent,gamma,persistent/gamma,1.880887943205034,100,0.14814814814814814,0.5185185185185185,0.6296296296296297,0.0,59.77802549447264,43.125200192276246,112.00945483965086
results/abc_maxabs_persistent_weibull_noGR.db,persistent,weibull,persistent/weibull,2.2472679812899696,100,0.07407407407407407,0.4444444444444444,0.5925925925925926,0.0,75.45464782401844,56.67447272236054,142.64486564276132
