timestep,disc_med,disc_q05,disc_q95
22,58.10693188575865,40.234901221869535,100.01215728099005
23,57.371073649371496,39.22116240592533,97.0842250209763
24,56.55461497349201,37.88180764921581,96.55026958046822
25,52.50327689875901,28.92582644578726,92.65892630545966
26,43.52363783488482,26.46621268467901,80.82231993836112
27,48.33452945602586,29.990133177207696,84.9527093598828
28,41.5307491128913,20.656918245511164,77.57052348886398
29,40.93100728961494,19.56388834157502,75.70497141919613
30,41.92238182794429,22.42607220940857,72.41598212931146
31,37.13788437702863,13.977974978467286,64.84212196187043
32,39.92866193581142,21.01513057385605,66.6284204303283
33,36.500353247549654,17.387656891080635,64.60685130488356
34,36.44821954311665,16.761783234033377,64.44655880778177
35,34.6931043721671,18.161890567826564,62.496680428010976
36,32.76356517628932,13.340716246405398,57.80667582997096
37,31.37259648303057,12.923011735426783,55.060782649557844
38,33.91603286528124,14.331155491109453,55.35525029150905
39,28.47836023211726,10.736248706954639,48.31910446719647
40,29.381845894338902,11.877802506537725,47.41898890565524
41,29.922002897870506,12.119744747504646,47.996280346963594
42,28.98800851048115,12.719690026163006,47.8142129005516
43,23.417771542313908,9.826095520411018,38.72181943716945
44,26.056852664400573,13.19613010099139,48.54341765298896
45,28.92019657053745,15.336171802754253,52.75371010514966
46,31.608204185283963,14.756518922502536,60.6522821489447
47,32.680801524087286,14.860842915118859,60.280973863764025
48,32.065400967514115,15.289916629167525,64.61125467956887
49,32.02069411503814,14.116892939907673,69.70375789125232
50,37.06224165222268,16.01103937547131,75.48785319113941
51,37.8080975545166,15.023692595621707,80.13642534960269
52,34.91415593393934,13.8291517454998,71.33903284499698
53,34.79199887956551,13.44484482879417,80.38991354037198
54,32.55270033437358,13.339925421308887,74.52606967822923
55,37.3006329682711,13.155429732672932,84.63345354974837
56,33.89543386604939,13.380388124844202,76.17645120332378
57,29.13687962859366,12.424255448556169,76.74446953637096
58,30.577895081384998,12.835027137939369,76.09461135679874
59,33.98475544983671,16.47841992069232,92.10328808540902
60,38.09513549245082,16.560403529903816,100.81180384082884
61,53.4165249850045,20.488261314610163,122.24865795250147
62,59.479572247497416,22.146216882677184,128.86843006231356
63,62.086969574896386,23.151887659164608,135.86076589861335
64,55.18254599360992,21.261383959627562,139.67466303159085
65,41.25645618043885,20.07857381766022,107.54387063141493
66,41.27971332422115,22.81137669095448,106.98283389083298
67,46.92351721949717,22.926061636277943,127.55357427492548
68,46.85827151225854,23.293019833388296,122.59377185221778
69,56.67368403904989,22.05949792519434,123.78712164755498
70,86.02090220415737,26.999198028577236,175.29053346659583
71,90.48797459540228,28.624796609795645,189.60316411791644
72,84.04041375859364,30.854201456242635,179.58132416915618
73,70.6229647366024,30.702201221519775,170.48155508607047
74,67.69242085769658,28.56538240887393,170.88128161678003
