S0
315.5
308.0
300.5
293.0
287.0
280.5
274.0
266.0
260.5
254.5
246.5
243.0
237.5
232.0
229.0
223.0
218.0
213.5
210.5
207.0
203.0
199.0
195.0
191.0
187.5
185.0
181.5
178.0
175.0
172.0
169.0
165.5
163.0
160.0
156.5
155.0
152.0
150.0
147.0
145.0
143.0
141.0
138.0
137.0
135.0
132.5
131.0
128.5
127.0
125.0
123.0
120.5
119.0
