model,k,max_loglik,AIC,delta_AIC,akaike_weight
Cell_num_prolif_cst_shed,7,-760.874013264729,1535.748026529458,0.0,1.0
Cell_num_prolif_no_shed,6,-913.2069342530887,1838.4138685061773,302.6658419767193,1.892114807427771e-66
no_prolif_no_shed,5,-1058.5750880339615,2127.150176067923,591.402149538465,3.7901372304446026e-129
