param,avg_distance,best_distance,S0_mean,S0_95_low,S0_95_high,NND_mean,NND_95_low,NND_95_high
0.45,1.342868006168316,0.9766259635918474,126.33,117.0,138.52499999999998,65.18113200456581,59.7945334100079,72.76324784928181
0.46,1.3328475170825695,1.0700367810024765,126.09,113.475,139.0,65.3867938206365,59.00732515134347,73.68723354019973
0.47000000000000003,1.3101040815294696,1.1010684173123548,124.39,114.0,137.52499999999998,65.51399747537268,59.06593970311833,70.96311132714628
0.48,1.2946409973445372,1.0212487294987054,124.92,113.0,137.52499999999998,66.03811371220107,57.70803359409421,72.34448748774685
0.49,1.2714410383530637,0.9946437139240166,123.09,113.0,134.52499999999998,66.42579843711866,59.300468149780315,73.65452305623155
0.5,1.2902212607564032,0.985134567429602,123.74,113.475,135.04999999999998,65.7761947668023,59.959805484290705,71.479962402209
0.51,1.2647944964396054,0.9995988121226551,121.57,108.475,134.04999999999998,66.84059054848117,59.99849390634303,74.47495570459667
0.52,1.2760619799193191,0.9923562327065406,121.8,109.475,134.0,66.52691067301828,60.815873612966755,73.50301091973147
0.53,1.2705710944230764,0.9437562349333437,121.47,110.0,133.0,66.59901872433412,60.325122996599745,73.56626893651232
0.54,1.2743608310522647,0.9378415410559411,121.11,108.475,133.04999999999998,67.09144312008902,59.213817513456895,75.71966653271137
0.55,1.258456176343109,0.9894845205384032,119.3,108.0,131.575,67.59739058255826,61.19538819310296,74.7980146097003
0.56,1.2474930288736115,0.9232138644349608,119.69,106.95,134.04999999999998,67.67401003439443,61.172248931512875,75.15048041299941
0.5700000000000001,1.2636584599255043,1.0223632103851719,119.05,105.95,129.52499999999998,67.65520670001698,59.97230755521248,74.39733046650105
0.5800000000000001,1.2697321773113677,1.042010349159402,118.88,107.0,131.52499999999998,67.58472096875724,60.58235032065967,76.37786559878646
0.5900000000000001,1.2401282865625267,0.9921393083224477,117.37,107.475,128.52499999999998,68.48306590850301,62.08805984297611,74.24479019214597
0.6,1.274306780832102,1.022280203704517,117.23,106.475,127.52499999999999,68.4879369982381,61.24908738080966,74.93031315546949
0.61,1.2769384946794031,1.0887286545410364,117.51,106.0,129.52499999999998,68.7338213587482,62.819869640014495,76.63102453214667
