varying,a_held,n_points,S,S_CI_lo,S_CI_hi,b,b_CI_lo,b_CI_hi,R2,x_min,x_max
p,,10,0.00033099657081737965,0.00031875889688502733,0.00034323424474973197,2.2212427707095492,2.0292227596742234,2.413262781744875,0.9980927518983745,0.22212427707095495,2.2212427707095492
