step,num_clusters_mean,num_clusters_lower_95,num_clusters_upper_95,mean_cluster_size_mean,mean_cluster_size_lower_95,mean_cluster_size_upper_95,mean_squared_cluster_size_mean,mean_squared_cluster_size_lower_95,mean_squared_cluster_size_upper_95
71,95.03,88.95,100.0,15.485502478773924,14.70425,16.53946338383838,481.4842914429606,421.5122448979592,562.5762005131965
72,91.83,85.475,97.52499999999999,16.11137553874397,15.093961708394698,17.310725034199724,531.3676903091339,441.51623711340204,671.4914897602397
73,89.72,81.475,96.52499999999999,16.58580621737118,15.355804338487973,18.21830397470641,570.6547717177531,457.00657894736844,741.7790763742071
74,88.2,81.0,94.52499999999999,16.952434882739198,15.803096304591266,18.44104938271605,599.5015515302749,479.5056451612903,793.2276470588232
75,86.61,79.0,94.0,17.350864434127278,15.963829787234042,19.019936708860758,632.2455961461284,508.6901763717805,807.9296874999997
76,85.38,77.0,92.52499999999999,17.68623786675585,16.243408880666053,19.60487012987013,661.7020155309162,520.4911211129296,904.0559252165223
77,84.2,76.475,92.04999999999998,18.02356606318261,16.401152073732717,19.864285714285714,689.8887125827439,542.9379945054944,937.3085727036677
78,83.03,75.475,91.0,18.377981929987108,16.743956043956047,20.1775,718.2512439007027,566.1757053291536,961.7394230769229
79,82.09,73.95,90.0,18.685296227946765,17.001388888888886,20.709525114155245,748.8254782336304,583.1311378848728,1050.878260281385
80,81.12,73.475,89.0,19.000399393323118,17.26560861423221,20.921728063680114,774.7465261392755,605.0698221614227,1078.5507142857136
81,80.3,72.475,88.0,19.291252230139214,17.497050561797753,21.263774733637746,802.3411859871162,619.125,1098.638666267942
82,79.59,71.0,87.0,19.562216043942176,17.72562695924765,21.83267801251956,826.6377670235094,637.2582614942529,1112.8605025409365
83,78.75,70.475,86.52499999999999,19.87698805018636,18.0572774659182,22.27183098591549,857.9358813331719,661.3354166666667,1134.8747837058395
84,78.06,69.475,86.52499999999999,20.1549117705011,18.15577385725742,22.4655695039804,880.9260948710249,679.2957728641841,1150.2933662280698
85,77.33,69.475,86.0,20.443464237173252,18.230643544506815,22.630000000000003,904.4501216128701,689.4414624013294,1194.9629999999997
86,76.48,67.95,85.52499999999999,20.78149071534399,18.415263337893297,23.488167856370318,937.2100355716102,698.3793934358122,1237.091010273972
87,75.9,67.475,84.57499999999997,21.047134608156522,18.820292799103388,23.6040825285338,965.3589891352042,709.3608433734939,1279.778308823529
88,75.28,66.475,84.04999999999998,21.329140682930493,19.01790219702339,24.051017639077337,991.5209397365637,733.7935755680952,1291.4123161764703
89,74.69,66.475,83.0,21.60299351242574,19.32740963855422,24.224626865671638,1016.6005375632171,740.3340399572975,1304.3505514705878
90,74.08,65.475,82.52499999999999,21.890707592639387,19.5631538348516,24.732109557109556,1044.0039646728148,757.7286260426321,1387.0631944444435
91,73.62,64.475,81.52499999999999,22.13802374748405,19.917788316772054,25.246989182692303,1068.1790814691303,770.7590460526316,1391.7832031249993
92,73.02,63.475,81.0,22.433726743454695,20.21388888888889,25.784895833333334,1095.7978678282461,798.9158003048781,1444.7656410256407
93,72.29,63.475,80.0,22.778042403445546,20.5428125,25.888671874999996,1130.1576632568378,835.2551736111111,1488.9820777067046
