model,k,max_loglik,AIC,delta_AIC,akaike_weight
no_prolif_no_shed,5,-890.3013353307285,1790.602670661457,0.0,1.0
Cell_num_prolif_cst_shed,7,-1202.492176356431,2418.984352712862,628.3816820514048,3.537133716189832e-137
Cell_num_prolif_no_shed,6,-1330.9552448746877,2673.9104897493753,883.3078190879182,1.556482255998229e-192
