model,k,max_loglik,AIC,delta_AIC,akaike_weight
Cell_num_prolif_no_shed,6,-780.7161912866984,1573.4323825733968,0.0,0.7310585370488516
Cell_num_prolif_cst_shed,7,-780.71619107521,1575.43238215042,1.999999577023118,0.2689414629511484
no_prolif_no_shed,5,-919.5641817051342,1849.1283634102683,275.6959808368715,9.938722684091248e-61
