model,k,max_loglik,AIC,delta_AIC,akaike_weight
Cell_num_prolif_no_shed,6,-792.7183880753007,1597.4367761506014,0.0,0.7310587712349289
Cell_num_prolif_cst_shed,7,-792.7183890549206,1599.4367781098413,2.000001959239853,0.2689412287650711
