step,hours,S0,S1,S2,Ncells
0,0.0,1000.0,1.0,1.0,1000.0
1,0.5,832.0,1.2055288461538463,1.6574519230769231,1003.0
2,1.0,776.0,1.2989690721649485,2.100515463917526,1008.0
3,1.5,750.0,1.3493333333333333,2.3573333333333335,1012.0
4,2.0,739.0,1.374830852503383,2.4979702300405955,1016.0
5,2.5,731.0,1.39671682626539,2.6196990424076607,1021.0
6,3.0,727.0,1.4057771664374141,2.6629986244841817,1022.0
7,3.5,720.0,1.4222222222222223,2.736111111111111,1024.0
8,4.0,716.0,1.4385474860335195,2.8016759776536313,1030.0
9,4.5,710.0,1.4591549295774648,2.8929577464788734,1036.0
10,5.0,708.0,1.4703389830508475,2.944915254237288,1041.0
11,5.5,708.0,1.4774011299435028,2.983050847457627,1046.0
12,6.0,705.0,1.4893617021276595,3.049645390070922,1050.0
13,6.5,704.0,1.4943181818181819,3.071022727272727,1052.0
14,7.0,703.0,1.499288762446657,3.1038406827880514,1054.0
15,7.5,698.0,1.512893982808023,3.171919770773639,1056.0
16,8.0,696.0,1.5244252873563218,3.2399425287356323,1061.0
17,8.5,693.0,1.5411255411255411,3.318903318903319,1068.0
18,9.0,693.0,1.5512265512265513,3.3722943722943723,1075.0
19,9.5,691.0,1.5600578871201158,3.418234442836469,1078.0
20,10.0,686.0,1.5787172011661808,3.5291545189504374,1083.0
21,10.5,683.0,1.5929721815519766,3.604685212298682,1088.0
22,11.0,682.0,1.6026392961876832,3.687683284457478,1093.0
23,11.5,679.0,1.6156111929307806,3.7452135493372607,1097.0
24,12.0,675.0,1.6281481481481481,3.805925925925926,1099.0
25,12.5,673.0,1.6419019316493313,3.8677563150074294,1105.0
26,13.0,673.0,1.6493313521545319,3.9049034175334323,1110.0
27,13.5,669.0,1.6681614349775784,4.023916292974589,1116.0
28,14.0,666.0,1.6831831831831832,4.115615615615615,1121.0
29,14.5,662.0,1.7054380664652569,4.2492447129909365,1129.0
30,15.0,660.0,1.7242424242424241,4.342424242424243,1138.0
31,15.5,657.0,1.7442922374429224,4.4261796042617965,1146.0
32,16.0,657.0,1.751902587519026,4.473363774733638,1151.0
33,16.5,657.0,1.7579908675799087,4.519025875190259,1155.0
34,17.0,651.0,1.781874039938556,4.639016897081413,1160.0
35,17.5,649.0,1.7935285053929122,4.721109399075501,1164.0
