param,distance
500,2.4559897364169454
500,2.8016761248457147
500,2.639256264691538
500,2.5658027136709842
500,2.739123733660316
500,3.0341157650222224
500,2.955918445285156
500,2.7179200287968577
500,3.0366855094745113
500,2.8523670091595155
500,2.8136645496402553
500,2.914337177867658
500,2.7772893959387126
500,2.786566849658848
500,2.8309827720033445
500,2.996317523796143
500,2.712258965076306
500,2.6838327712308505
500,2.82575105085153
500,2.5403502475347297
500,3.0153587141980314
500,2.892312178959535
500,2.82583189884513
500,2.7372196835595095
500,2.6144907554560692
500,2.3857526241197573
500,2.5204875557685558
500,2.6078890686814846
500,2.928242643469691
500,3.1377527823020603
500,2.5655589889445705
500,2.7558075672956712
500,2.689434587119961
500,2.7573453579810905
500,3.1311039562862932
500,2.6317979260605835
500,2.8416487355603577
500,2.601895147333662
500,2.8678886814337687
500,2.5397657878351083
500,2.8430204761293973
500,2.5690592360819164
500,2.8750516298303705
500,2.7415650253698565
500,2.786185615713911
500,3.210691471534526
500,2.9184218820233108
500,2.7241797915016583
500,2.875537159906758
500,2.5378324575683293
500,2.4845994043488044
500,2.618222475848016
500,2.7563822039164596
500,2.5516824194138126
500,2.6573356787098104
500,2.6887044323417175
500,2.5127378775448417
500,2.784171629853618
500,2.5816619402669603
500,2.712013318072786
500,2.979304058790286
500,3.006843303927723
500,2.7939656093726843
500,2.7703564752211305
500,2.595308685870779
500,2.6473155599660747
500,2.6643707989290837
500,2.390931177169368
500,2.78792905845489
500,2.6118138657298826
500,2.8064134225472466
500,2.5841800286327445
500,2.8699666211909616
500,2.8191931945374478
500,2.7634141943988553
500,3.0018562772211643
500,2.629579558058829
500,2.93231930534254
500,3.1624261054602663
500,2.649912955082323
500,2.7980441543809973
500,2.4969095373837447
500,2.8754323502153687
500,2.7530974643382664
500,2.710050730660652
500,2.2994678693176582
500,2.8676744933370144
500,2.8324041670295035
500,2.529745782368432
500,2.5244656396301464
500,2.8803254476490077
500,2.765483023464439
500,2.6061820462933047
500,2.352653838316704
500,2.9369793838152525
500,2.679964652219081
500,2.782991229411536
500,2.7723388883094007
500,2.9946799142334783
500,3.3521073702146715
550,2.2373286415512736
550,2.5065785161076684
550,2.3053384919163604
550,2.29312062254849
550,2.36604188390463
550,2.4591427131358916
550,2.741449445074839
550,2.6892795727290193
550,2.0609492883282345
550,2.633704265421765
550,2.4145806432168713
550,2.3830360282430085
550,2.276405301912965
550,2.6761248811862037
550,2.7630521315346726
550,2.504932159945042
550,2.547705709739735
550,2.466084593735018
550,2.6662806977915134
550,2.62848469787027
550,2.6982942431390544
550,2.420974964666124
550,2.657473312027541
550,2.762598432450817
550,2.4928279513595313
550,2.5182700269409883
550,2.4229209442573283
550,2.506866677401291
550,2.3746751243372235
550,2.6139517858713712
550,2.4336816560227787
550,2.360257953642237
550,2.5722135848861347
550,2.3145549840989634
550,2.6057365856010333
550,2.732374549120727
550,2.3026799024919677
550,2.2597872853344296
550,2.614736038329549
550,2.7586623861962694
550,2.642601118270249
550,2.2158173928575153
550,2.2439777789866406
550,2.5346750711821078
550,2.306836118201696
550,2.7242567056604066
550,2.362827747672519
550,2.633186608679255
550,2.7973920320016443
550,2.7678293927148054
550,2.614444993452088
550,2.0208081764587305
550,2.5127352393202718
550,2.3933080828193942
550,2.6343002945135665
550,2.7590141494662705
550,2.377221726729401
550,2.277633455319598
550,2.601606887712332
550,2.379207855100989
550,2.572044834673467
550,2.6708722821172204
550,2.443670680020945
550,2.6960248102615374
550,2.2847726125298067
550,2.120874262718184
550,2.3086122208287176
550,2.4010715067513275
550,2.7803384014063455
550,2.5655692003980644
550,2.740696747675057
550,2.4980264317527454
550,2.4571010016567048
550,2.582625716150861
550,2.387430718451125
550,2.5146704381215446
550,2.4887083369010714
550,2.4969864357479565
550,2.644912483748579
550,2.4266723469032088
550,2.504697405066305
550,2.1398420705789425
550,2.5736284384092456
550,2.399140959284968
550,2.4697041501306303
550,2.63206109342358
550,2.484243152277708
550,2.610446768397851
550,2.590551785629358
550,2.6500919846793756
550,2.3063125969165177
550,2.655681219551658
550,2.5611480264530115
550,2.458823987384092
550,2.7199626395828567
550,2.387492711331682
550,2.465757103542269
550,2.327165433112907
550,2.2437869891595694
550,2.6071472335972286
600,1.9361233349478681
600,1.8680501464350674
600,2.4321445219384734
600,2.3396467095571225
600,2.2724821107134328
600,2.1921553022679556
600,2.351142734041047
600,2.5935422375711132
600,2.183791117709888
600,2.2982475963999316
600,2.2141324738086845
600,2.4969069816014966
600,2.3620344276270795
600,2.291411324438259
600,1.9071496133487769
600,2.2990254088759223
600,2.1122069670093335
600,1.8457375262918865
600,2.2437497371801745
600,2.4050206900883095
600,2.295908796461112
600,2.0988224071011596
600,2.352689830559757
600,2.2819736101781367
