model,k,max_loglik,AIC,delta_AIC,akaike_weight
Cell_num_prolif_no_shed,6,-1460.0097722257499,2932.0195444514998,0.0,0.7310585829167077
Cell_num_prolif_cst_shed,7,-1460.0097722475527,2934.0195444951055,2.0000000436057235,0.26894141708329233
no_prolif_no_shed,5,-2069.2742565103317,4148.548513020663,1216.5289685691637,4.989340203061605e-265
