S0,S1,S2
245.0,7.8959183673469395,140.69591836734696
244.0,7.979508196721312,146.46721311475412
242.5,7.995876288659794,144.6061855670103
237.0,8.20886075949367,154.6856540084388
232.0,8.342672413793103,156.39870689655172
231.5,8.48380129589633,166.47084233261342
229.5,8.49455337690632,161.17864923747277
227.0,8.51762114537445,161.90088105726875
221.5,8.889390519187359,181.00677200902933
218.0,8.965596330275229,178.75458715596332
216.0,9.118055555555555,185.14583333333331
215.5,9.155452436194896,191.4709976798144
214.5,9.44055944055944,203.93939393939394
206.0,9.752427184466018,215.626213592233
203.0,10.128078817733991,234.10344827586206
203.5,10.014742014742014,240.05405405405403
200.0,10.2025,246.6575
196.5,10.338422391857508,245.97709923664124
194.5,10.62210796915167,252.3804627249357
193.5,10.702842377260982,260.4341085271318
192.5,10.7012987012987,246.36363636363637
192.5,10.558441558441558,229.45714285714286
189.0,10.907407407407407,256.40476190476187
186.0,11.083333333333334,242.00268817204304
184.0,11.258152173913043,252.60597826086956
182.0,11.45054945054945,270.32967032967036
182.0,11.593406593406595,275.9340659340659
180.0,11.561111111111112,272.24444444444447
179.5,11.571030640668523,272.89693593314763
175.0,11.885714285714286,283.30857142857144
178.0,11.660112359550562,276.7612359550562
175.5,11.920227920227921,295.4928774928775
175.0,11.8,290.06857142857143
171.0,12.342105263157894,305.97953216374265
169.5,12.563421828908554,316.4041297935103
171.5,12.422740524781341,306.32361516034985
167.5,12.805970149253731,328.6208955223881
164.0,13.112804878048781,334.3567073170732
163.0,13.177914110429448,335.57055214723925
161.0,13.406832298136646,334.5310559006211
