S0
368.8
364.9
360.95
353.95
351.0
343.9
339.0
335.95
330.9
327.85
323.95
322.85
317.85
313.85
309.0
305.0
301.0
298.0
294.95
288.95
286.0
283.9
282.0
278.85
274.0
270.95
269.0
266.0
264.95
259.95
256.95
255.0
251.95
249.95
247.95
244.7
242.75
239.85
238.7
233.9
231.0
227.95
225.95
224.0
221.85
217.95
216.9
213.0
212.9
209.95
208.0
207.95
205.0
