S0
401.5
396.0
391.0
387.5
382.5
376.5
372.0
367.0
362.0
358.0
354.0
349.0
345.0
339.5
335.0
332.0
327.5
324.5
321.0
317.0
313.0
310.0
305.5
302.5
298.0
295.0
292.0
287.5
283.0
280.5
278.0
275.0
273.5
269.5
266.5
264.0
261.0
258.0
255.5
253.0
250.0
247.5
244.5
243.0
239.0
237.5
234.0
232.0
230.0
227.0
224.5
222.0
220.0
