model,k,max_loglik,AIC,delta_AIC,akaike_weight
Cell_num_prolif_no_shed,6,-1443.3042686319432,2898.6085372638863,0.0,0.7310585520379626
Cell_num_prolif_cst_shed,7,-1443.3042684966917,2900.6085369933835,1.9999997294971763,0.2689414479620375
no_prolif_no_shed,5,-2062.2713367963543,4134.5426735927085,1235.9341363288222,3.049751546368642e-269
