model,k,max_loglik,AIC,delta_AIC,akaike_weight
Cell_num_prolif_cst_shed,7,-462.72420592766383,939.4484118553277,0.0,1.0
no_prolif_no_shed,5,-722.3431038387077,1454.6862076774155,515.2377958220878,1.3107932709555771e-112
Cell_num_prolif_no_shed,6,-877.3472748220946,1766.6945496441892,827.2461377888616,2.3215796660063957e-180
