db,motion,speed,label,epsilon_final,N_pp,coverage_S0,coverage_S1,coverage_S2,coverage_NND_med,coverage_g_r40,coverage_g_r80,disc_med_median,disc_med_q05,disc_med_q95
results/abc_15_pop_INV_ABM_ready_summary_isotropic_lognorm_seed42_20260117_221654.db,isotropic,lognorm,isotropic/lognorm,5.791442148433424,80,0.37037037037037035,0.6666666666666666,0.6666666666666666,0.4074074074074074,0.5555555555555556,1.0,46.657969780892266,27.25417893527628,106.16736769963111
results/abc_15_pop_INV_ABM_ready_summary_persistent_lognorm_seed42_20260117_221654.db,persistent,lognorm,persistent/lognorm,6.182613745990959,80,0.4444444444444444,0.7037037037037037,0.6296296296296297,0.4074074074074074,0.2962962962962963,1.0,45.81173847813846,20.020051471840546,74.82995307813553
