motion,speed,label,parameter,median,q05,q95
isotropic,lognorm,isotropic/lognorm,adhesion,0.8443097808520746,0.5175427375890485,0.9807873269118367
isotropic,lognorm,isotropic/lognorm,fragment_rate,0.0032811065926031126,0.0004987694925059937,0.008132537636531252
isotropic,lognorm,isotropic/lognorm,heading_sigma,0.377972759672299,0.068129011040836,0.7499935636828248
isotropic,lognorm,isotropic/lognorm,init_n_clusters,839.0069810390155,635.1860103839008,1101.1801202470117
isotropic,lognorm,isotropic/lognorm,merge_prob,0.8108616738026637,0.5664257611127089,0.9745435220629401
isotropic,lognorm,isotropic/lognorm,prolif_rate,0.009817943639241586,0.005176704127444572,0.014197005758566483
isotropic,lognorm,isotropic/lognorm,speed_meanlog,1.5202158941302675,1.0030037283757107,1.894860627059595
isotropic,lognorm,isotropic/lognorm,speed_sdlog,0.9464397842792904,0.6160098259407226,1.3063617317644376
persistent,lognorm,persistent/lognorm,adhesion,0.8507943599111005,0.5822396914676682,0.9818932212099557
persistent,lognorm,persistent/lognorm,fragment_rate,0.0033962531130319303,0.0005033167073680185,0.008309133309989716
persistent,lognorm,persistent/lognorm,heading_sigma,0.6468165191463551,0.2780949690039282,0.7845965855052834
persistent,lognorm,persistent/lognorm,init_n_clusters,888.6823090093401,631.7960294426294,1158.0155751187756
persistent,lognorm,persistent/lognorm,merge_prob,0.834792592291707,0.5608462568938345,0.9784603085789972
persistent,lognorm,persistent/lognorm,prolif_rate,0.007657300657487443,0.003508224629852787,0.013860919296198914
persistent,lognorm,persistent/lognorm,speed_meanlog,1.168295847136985,0.5694027363061335,1.6166536348937461
persistent,lognorm,persistent/lognorm,speed_sdlog,0.7967611181128008,0.23419125582976605,1.3720817165304855
