phenotypes.proliferative.speed_base,phenotypes.proliferative.prolif_rate,phenotypes.proliferative.adhesion,phenotypes.proliferative.fragment_rate,merge.prob_contact_merge,distance
5.777233575357415,0.017531346003432872,0.8302206724823602,0.004503298787101529,0.7568402676193001,2.0030819746694197
5.690624025201367,0.018317367438956213,0.9875307251530248,0.0043920777702539885,0.5087359119320601,2.020794937760384
5.531269230912414,0.01832044314498619,0.8707076047811451,0.0037464769979700203,0.7686083731685859,2.0368962592729214
5.946879009395839,0.016592075679797143,0.7993295689074996,0.004081128191663905,0.5682615971849052,2.126240223811518
5.447020036028299,0.019463940514178744,0.6081697836601625,0.0034837213867725844,0.7020951796734873,2.203620018250266
5.842232163817054,0.017792955503073322,0.5433284299626597,0.0037895242112717283,0.7152402269686986,2.27663364155658
5.268649388434327,0.014290453617352289,0.985483727723464,0.00426452752718471,0.7550021311388004,2.2846640415884827
5.690768022183953,0.018981525190108508,0.3668525914164875,0.001284538576989318,0.7445308462888973,2.3685160251630912
5.05563282197198,0.017389889565130903,0.6849465278188274,0.003719539307871359,0.7472329114711479,2.3949755981132514
5.568065100305949,0.009996387449100768,0.6788806391495926,0.0030148315763363787,0.90521224287674,2.486076449743208
5.635112467578664,0.014334803583211046,0.6826815989881324,0.0017126490959654384,0.5118398005134204,2.563372473879956
4.9709934617952385,0.015752954908023552,0.7529417536032592,0.0032416395349710364,0.6713289929899364,2.5760323977162716
5.292712167987227,0.011161166637008247,0.6562451471607607,0.00191748651340657,0.7281393824885535,2.593016461028275
5.544174149011813,0.017361459896328608,0.37451429859999036,0.004330637153691215,0.7846015490970031,2.6013341528271425
5.467994143188263,0.010670757094939856,0.7615175185801113,0.0012426552095762423,0.6386632204915003,2.6024575999498167
5.432663116909983,0.007186556136520572,0.7931438272767388,0.0023413833151192426,0.8701748910515579,2.620524060819966
4.977246208819889,0.011198626152836616,0.7431646821547263,0.002639376759192229,0.9380192419927882,2.6285823249176223
4.966519786606755,0.0185052274615276,0.42125951823768504,0.0040987728079650105,0.9119141544889487,2.6645222340109402
5.537182115561321,0.013059460913680657,0.6070751565278828,0.004088270191470882,0.6397300760245226,2.671799345426217
5.250674339304531,0.015597278511766153,0.5334190629577232,0.0036255926879982204,0.6314320835113598,2.688648915768443
5.873717324324006,0.003048632125408082,0.7967951741789595,0.000323805177097975,0.695161914734177,2.6956520937932518
5.574383810121071,0.008944793884690171,0.6773363914498338,0.000311008737613106,0.632055071103028,2.6956605256112876
4.207634042627158,0.017066651329586256,0.7541445470326252,0.0012095892520527496,0.8910929600486388,2.7138502414598897
5.813804295027053,0.005441853517427621,0.8384386315799076,0.001154673717626734,0.5131509398021604,2.7415838081610695
5.016810020651558,0.015765629829094404,0.45206354929177384,0.003287040630574772,0.7400025039351397,2.8126695606320866
5.540607920313548,0.0036989156267048144,0.5462227666643453,0.001251910311427955,0.9754691420076548,2.8165738728351606
5.783045506062667,0.011097913792702063,0.743539318727614,0.003441296242463428,0.321838234199468,2.837459300549767
5.601141081429382,0.009589705792396467,0.3656876485324264,0.0046135712231988885,0.9566852887540789,2.8447988470833985
5.3300658276073625,0.011100125259986205,0.9489767150284232,0.00018635925155425782,0.3871261364048728,2.846891554858763
5.116713316412668,0.006137887461945461,0.6810963199691411,0.0003891371326559684,0.9670723869062422,2.8539358099386596
5.040507193682867,0.011682918848480274,0.6151672434470781,0.004273836493665186,0.6541079047340479,2.8564717478013457
5.873242469721824,0.007750706338890191,0.32668471257444454,0.002097450783061786,0.9778605123704455,2.862657180224534
4.834883875237082,0.01586425067370438,0.95841241940785,0.003244565370441375,0.4008508025846532,2.864906972645619
4.0206693289990225,0.017136066715807387,0.9041249320055165,0.0013701899122226296,0.8832153082005769,2.874881309967685
3.8709413134469823,0.015399476666879026,0.9941817606043071,0.0021968746257693145,0.9521508856488677,2.881785035824612
5.759549413679086,0.010190126638971857,0.41051245218843146,2.7410725323631648e-05,0.6057611249221879,2.8824753898427233
5.554302705796788,0.005063924099352383,0.5851857755629669,0.0022821233485722943,0.7394686714044577,2.8890352316335437
5.5400459692004445,0.0032142214575594493,0.6006746501239325,0.0011214034964376358,0.8344620100723001,2.8945175858083108
3.8562220166720587,0.017056729963315188,0.9833661301849017,0.0031148318097716622,0.9759053189609834,2.91363234796391
5.593961938455248,0.011665317858913362,0.34272779073327375,0.00336957454338208,0.8168383295167385,2.9178813135475967
