model,k,max_loglik,AIC,delta_AIC,akaike_weight
Cell_num_prolif_no_shed,6,-1481.6277203259492,2975.2554406518984,0.0,0.7310583932685366
Cell_num_prolif_cst_shed,7,-1481.627719383171,2977.255438766342,1.9999981144437697,0.26894160673146333
no_prolif_no_shed,5,-2135.6163791392732,4281.2327582785465,1305.977317626648,1.8818317844801517e-284
