model,k,max_loglik,AIC,delta_AIC,akaike_weight
Cell_num_prolif_no_shed,6,-861.0390641734377,1734.0781283468755,0.0,0.7310582032329173
Cell_num_prolif_cst_shed,7,-861.0390622641085,1736.078124528217,1.9999961813414302,0.26894179676708263
