stage,merge_prob,adhesion,fragment_rate,heading_sigma,dist_s,dist_scale,init_n_clusters,nnd_rmse,s0_rrmse,s1_rrmse,s2_rrmse,penalty,score
9,0.8443372277668981,0.9151331001610421,0.0009201626191798703,0.4850380112184161,0.8697899363812838,3.3794055320227843,916,4.85219804522439,0.23109944145497008,0.15102877346384183,0.3857570602398127,2.1685650169478277,7.020763062172218
9,0.8521174420227382,0.9253391095370741,0.00035236829741167193,0.49446734245417556,0.8639018935206999,3.404281876325338,923,5.286191026007529,0.23359858879846018,0.1554800380743261,0.378566902203744,2.1216549100220417,7.40784593602957
9,0.8560851332726631,0.9025880798253925,0.0003582782089840521,0.49994038798776014,0.8676379924289624,3.3623154036803133,921,6.892720600090709,0.19235398481730737,0.12954553827614076,0.31936907801240244,1.1936907801240242,8.086411380214734
9,0.8266074922369155,0.9102428457911548,0.0005083793912662483,0.4321105694652105,0.8669394343181951,3.4070720076127032,918,5.672355253559282,0.22817094085833445,0.1510852783713185,0.4187838842393916,2.4695482509772604,8.141903504536542
9,0.8415321334225945,0.9116835017328349,0.0005434904398057572,0.5153071639217472,0.8633941017539334,3.365430910031997,916,7.07094687980584,0.18884741762579635,0.12312914499000926,0.3075272532753482,1.0752725327534818,8.146219412559322
9,0.8312341500154492,0.9277208685427716,0.00030103570207133646,0.4834763150734087,0.8612041824378702,3.4090645239659674,922,4.923077843626761,0.2556754056052605,0.20218849774655673,0.49009050277389526,3.479544061257124,8.402621904883885
9,0.8401058636285692,0.9112348744445804,0.0008623467323136438,0.4954816000621529,0.8679402589966179,3.3636385203146957,918,6.716489368585031,0.21424054283135063,0.14276272717654187,0.36589810715312887,1.8013864998447948,8.517875868429826
9,0.84403848285404,0.905568399843884,0.000888707762924938,0.4288232189604781,0.8592732108961639,3.3850038450585287,922,6.956587796403817,0.2140024861507832,0.14376647787062635,0.3507650442770401,1.6476753042782328,8.60426310068205
9,0.8267782233012383,0.9010167841644662,0.0004529589668311017,0.5118456924167116,0.8556615516974879,3.407378862543235,922,6.99164764891791,0.20431956679682434,0.1594718655667677,0.35983563851638967,1.64155205313214,8.63319970205005
9,0.8347826902905641,0.9253739367827544,0.0005016409604454134,0.4522530851684245,0.866562402848934,3.3474049665713435,919,5.858815549304266,0.2279900203906529,0.1585700412912305,0.4504068009801601,2.7839682137081296,8.642783763012396
9,0.8359992740100747,0.9060861489876835,0.0008882146604793323,0.462944787664557,0.8678743265681927,3.3683103534772054,920,7.429763157831467,0.2014316633633793,0.12956117474960874,0.3274720227888382,1.2890368615221748,8.718800019353642
9,0.8345942444614365,0.9274241252852427,0.000688067065839245,0.5133475699236064,0.8517985740485733,3.3626520212278592,919,7.291844915088421,0.20538390494265765,0.1347153422370853,0.34150308589653494,1.4688699083919257,8.760714823480347
9,0.8237853271999187,0.9214306521356507,0.0007434626929300357,0.4817867501762349,0.8568179850722116,3.4018005852128725,918,7.162598844041867,0.2056588737116259,0.1400359741804393,0.3556697127943336,1.613285865059595,8.775884709101462
9,0.8516721309278135,0.9169942323675062,0.0002784912112158185,0.4282518134593425,0.8628832102816333,3.369824545407417,913,7.037533164531592,0.22236103200536317,0.13580148035570486,0.3561534876767704,1.7851451968213357,8.822678361352928
9,0.8542816120133494,0.9178563149751249,0.0003188021205236543,0.4383607126902591,0.8686579305922209,3.402764478253496,919,4.9798808831343875,0.2456738417355272,0.1968401385733497,0.5413461133377829,3.870199550733101,8.850080433867488
9,0.8362755062196999,0.8895155420477331,0.00033869678166042187,0.5122137671275684,0.8583728765601578,3.367398022089454,922,7.595395206643552,0.19613962092861462,0.12998448785575037,0.3256503674332436,1.256503674332436,8.851898880975988
9,0.855741451673265,0.8991828520298298,0.0005223816284086962,0.4429194803939186,0.8702801431989369,3.4095919833550488,917,6.6245604394421,0.22578309418678402,0.14374403191668625,0.3987370503742363,2.2452014456102027,8.869761885052302
9,0.848794899207469,0.918450428536132,0.0004533690774458807,0.4408219928422141,0.871771687534521,3.327494440954507,919,7.792194413505405,0.2067040026200692,0.1311152275934745,0.3043162599800668,1.1102026260013595,8.902397039506765
9,0.8499390388641992,0.9218679117537325,0.00031494940533405774,0.4611413265591152,0.8548379221696698,3.334721488960353,917,7.036661526263339,0.23118870408262218,0.1614857379086616,0.3554106486038447,1.8659935268646686,8.902655053128008
9,0.8397706603280927,0.9276226156254053,0.0008458301276157021,0.521973192161195,0.8641780994684977,3.3354969223281143,918,7.216817409455459,0.20371223162044017,0.14256145948777058,0.3655633569828201,1.6927558860326024,8.90957329548806
9,0.8450568065666699,0.9009919148620057,0.0009181299971778541,0.47145506433105033,0.8573079972272244,3.4137914203063833,921,7.230309992936577,0.2164528747999983,0.15364326044782686,0.3625860239544149,1.790388987544132,9.02069898048071
9,0.8567286348125729,0.9281655625384857,0.0004687481149482056,0.513661505186131,0.8635374384693144,3.405781653805921,922,7.652257812676818,0.20420932429681232,0.14427141752263517,0.33484496031142924,1.3905428460824154,9.042800658759234
9,0.8314883107099238,0.9118788624041463,0.0008660139679901914,0.4920267392110271,0.8585796909917918,3.369922863938702,915,7.0175026477714875,0.22575389764853207,0.1504989193327514,0.37736280668957756,2.031167043381096,9.048669691152583
9,0.842769394581555,0.9147253302495082,0.0003807144426829506,0.44368115134773917,0.8629351104165683,3.3496027900442082,919,7.183596509915895,0.21960330138147932,0.1482170786981492,0.3712679469194223,1.9087124830090159,9.092308992924911
