step,hours,S0,S1,S2,Ncells
0,0.0,1000.0,1.0,1.0,1000.0
1,0.5,833.0,1.205282112845138,1.6542617046818728,1004.0
2,1.0,771.0,1.3138780804150454,2.11284046692607,1013.0
3,1.5,747.0,1.3627844712182062,2.3641231593038823,1018.0
4,2.0,740.0,1.3797297297297297,2.441891891891892,1021.0
5,2.5,734.0,1.4005449591280654,2.5313351498637604,1028.0
6,3.0,726.0,1.4242424242424243,2.647382920110193,1034.0
7,3.5,721.0,1.4452149791955617,2.765603328710125,1042.0
8,4.0,714.0,1.4663865546218486,2.8669467787114846,1047.0
9,4.5,709.0,1.4851904090267982,2.9548660084626235,1053.0
10,5.0,706.0,1.498583569405099,3.0226628895184136,1058.0
11,5.5,704.0,1.5113636363636365,3.0994318181818183,1064.0
12,6.0,699.0,1.5278969957081545,3.190271816881259,1068.0
13,6.5,697.0,1.54519368723099,3.2754662840746054,1077.0
14,7.0,695.0,1.5568345323741006,3.3323741007194245,1082.0
15,7.5,689.0,1.5761973875181423,3.439767779390421,1086.0
16,8.0,685.0,1.5941605839416058,3.5737226277372263,1092.0
17,8.5,679.0,1.6170839469808542,3.720176730486009,1098.0
18,9.0,674.0,1.6364985163204748,3.8293768545994067,1103.0
19,9.5,674.0,1.6439169139465875,3.8753709198813056,1108.0
20,10.0,672.0,1.6577380952380953,3.955357142857143,1114.0
21,10.5,670.0,1.6701492537313434,4.046268656716418,1119.0
22,11.0,669.0,1.6741405082212257,4.0807174887892375,1120.0
23,11.5,667.0,1.686656671664168,4.136431784107946,1125.0
24,12.0,664.0,1.7018072289156627,4.240963855421687,1130.0
25,12.5,661.0,1.7170953101361572,4.361573373676248,1135.0
26,13.0,661.0,1.7261724659606656,4.437216338880484,1141.0
27,13.5,658.0,1.7401215805471124,4.5212765957446805,1145.0
28,14.0,654.0,1.7599388379204892,4.67125382262997,1151.0
29,14.5,654.0,1.769113149847095,4.7629969418960245,1157.0
30,15.0,652.0,1.7852760736196318,4.843558282208589,1164.0
31,15.5,648.0,1.8024691358024691,4.950617283950617,1168.0
32,16.0,646.0,1.8157894736842106,5.069659442724459,1173.0
33,16.5,642.0,1.8333333333333333,5.191588785046729,1177.0
34,17.0,640.0,1.8546875,5.3109375,1187.0
35,17.5,639.0,1.870109546165884,5.416275430359938,1195.0
36,18.0,632.0,1.9003164556962024,5.694620253164557,1201.0
37,18.5,629.0,1.915739268680445,5.804451510333863,1205.0
38,19.0,628.0,1.9251592356687899,5.8869426751592355,1209.0
39,19.5,626.0,1.9408945686900958,5.972843450479234,1215.0
40,20.0,622.0,1.9614147909967845,6.122186495176849,1220.0
41,20.5,621.0,1.9742351046698874,6.199677938808374,1226.0
42,21.0,618.0,1.9919093851132685,6.305825242718447,1231.0
43,21.5,616.0,2.0016233766233764,6.387987012987013,1233.0
44,22.0,613.0,2.0212071778140293,6.504078303425775,1239.0
45,22.5,614.0,2.026058631921824,6.5602605863192185,1244.0
46,23.0,612.0,2.042483660130719,6.6568627450980395,1250.0
47,23.5,612.0,2.0555555555555554,6.738562091503268,1258.0
48,24.0,607.0,2.080724876441516,7.0,1263.0
49,24.5,605.0,2.0925619834710742,7.110743801652893,1266.0
50,25.0,603.0,2.1160862354892207,7.243781094527363,1276.0
51,25.5,604.0,2.127483443708609,7.332781456953643,1285.0
52,26.0,603.0,2.1359867330016584,7.3864013266998345,1288.0
53,26.5,601.0,2.151414309484193,7.4891846921797,1293.0
54,27.0,600.0,2.1616666666666666,7.545,1297.0
55,27.5,599.0,2.1786310517529217,7.671118530884808,1305.0
56,28.0,598.0,2.198996655518395,7.8076923076923075,1315.0
57,28.5,597.0,2.2110552763819094,7.939698492462312,1320.0
58,29.0,594.0,2.2323232323232323,8.094276094276093,1326.0
59,29.5,592.0,2.25,8.182432432432432,1332.0
60,30.0,592.0,2.2635135135135136,8.304054054054054,1340.0
61,30.5,590.0,2.276271186440678,8.405084745762712,1343.0
62,31.0,587.0,2.299829642248722,8.65076660988075,1350.0
63,31.5,586.0,2.31740614334471,8.802047781569966,1358.0
64,32.0,583.0,2.339622641509434,8.974271012006861,1364.0
65,32.5,582.0,2.3556701030927836,9.094501718213058,1371.0
66,33.0,581.0,2.3734939759036147,9.23407917383821,1379.0
67,33.5,581.0,2.3855421686746987,9.349397590361447,1386.0
68,34.0,582.0,2.3917525773195876,9.40893470790378,1392.0
69,34.5,582.0,2.4054982817869415,9.536082474226804,1400.0
70,35.0,582.0,2.417525773195876,9.61340206185567,1407.0
71,35.5,581.0,2.440619621342513,9.85197934595525,1418.0
72,36.0,577.0,2.467937608318891,10.093587521663778,1424.0
73,36.5,573.0,2.492146596858639,10.293193717277488,1428.0
74,37.0,573.0,2.5026178010471205,10.425828970331589,1434.0
75,37.5,570.0,2.524561403508772,10.633333333333333,1439.0
76,38.0,568.0,2.5422535211267605,10.80281690140845,1444.0
77,38.5,568.0,2.5528169014084505,10.943661971830986,1450.0
78,39.0,565.0,2.578761061946903,11.173451327433629,1457.0
79,39.5,564.0,2.608156028368794,11.48049645390071,1471.0
80,40.0,564.0,2.627659574468085,11.691489361702128,1482.0
81,40.5,561.0,2.6524064171122994,11.982174688057041,1488.0
82,41.0,560.0,2.6714285714285713,12.2,1496.0
83,41.5,559.0,2.6869409660107335,12.368515205724508,1502.0
84,42.0,556.0,2.70863309352518,12.543165467625899,1506.0
85,42.5,555.0,2.7315315315315316,12.778378378378378,1516.0
86,43.0,554.0,2.752707581227437,12.954873646209386,1525.0
87,43.5,553.0,2.7703435804701626,13.128390596745026,1532.0
88,44.0,553.0,2.7811934900542497,13.226039783001807,1538.0
89,44.5,550.0,2.8145454545454545,13.52,1548.0
90,45.0,549.0,2.8397085610200365,13.808743169398907,1559.0
91,45.5,546.0,2.8644688644688645,14.003663003663004,1564.0
92,46.0,544.0,2.889705882352941,14.235294117647058,1572.0
93,46.5,542.0,2.9132841328413286,14.477859778597786,1579.0
94,47.0,538.0,2.9516728624535316,15.182156133828997,1588.0
95,47.5,538.0,2.95910780669145,15.260223048327138,1592.0
96,48.0,538.0,2.9721189591078065,15.369888475836431,1599.0
97,48.5,538.0,2.9888475836431225,15.557620817843866,1608.0
98,49.0,538.0,3.003717472118959,15.75092936802974,1616.0
99,49.5,536.0,3.0261194029850746,15.973880597014926,1622.0
100,50.0,536.0,3.0391791044776117,16.16231343283582,1629.0
101,50.5,536.0,3.0541044776119404,16.34141791044776,1637.0
102,51.0,534.0,3.0823970037453186,16.700374531835205,1646.0
103,51.5,532.0,3.1090225563909772,16.93609022556391,1654.0
104,52.0,531.0,3.120527306967985,17.09039548022599,1657.0
105,52.5,531.0,3.1299435028248586,17.2241054613936,1662.0
106,53.0,531.0,3.1487758945386064,17.404896421845574,1672.0
107,53.5,529.0,3.1814744801512287,17.718336483931946,1683.0
108,54.0,525.0,3.220952380952381,18.078095238095237,1691.0
109,54.5,524.0,3.2423664122137406,18.26145038167939,1699.0
110,55.0,524.0,3.2576335877862594,18.44083969465649,1707.0
111,55.5,524.0,3.2709923664122136,18.572519083969464,1714.0
