model,k,max_loglik,AIC,delta_AIC,akaike_weight
no_prolif_no_shed,5,-871.2634184631231,1752.5268369262462,0.0,1.0
Cell_num_prolif_cst_shed,7,-988.175231148743,1990.350462297486,237.8236253712398,2.2764384767746995e-52
Cell_num_prolif_no_shed,6,-1344.8852332200318,2701.7704664400635,949.2436295138173,7.487983179601176e-207
