varying,p_held,n_points,S,S_CI_lo,S_CI_hi,b,b_CI_lo,b_CI_hi,R2,x_min,x_max
a,,11,0.06863234086788743,-1.8210389581171706,1.9583036398529456,0.001304298305000691,-0.03469868985066372,0.037307286460665105,0.9953214091826283,0.0006521491525003454,0.0032607457625017273
