a,n_points,S,b,R2,S_CI_lo,S_CI_hi,b_CI_lo,b_CI_hi,x_min,x_max
0.5,5,6.019764486585286e-05,6.929504850147027,0.9819886703804542,5.547745032201045e-05,6.491783940969528e-05,4.788353605186923,9.070656095107132,0.6929504850147028,6.236554365132324
0.9,5,0.00011030344487854036,4.389041262939997,0.99459052794818,0.00010323833478666832,0.00011736855497041239,3.5048489900478605,5.273233535832133,0.43890412629399966,3.950137136645997
1.3,5,0.00016983921372080364,3.3634143884129695,0.9979688613931983,0.0001613951357405561,0.00017828329170105117,2.9012590673930525,3.8255697094328864,0.33634143884129697,3.0270729495716724
1.7,5,0.00024439142445821835,2.640570882759366,0.997345449952418,0.00022709033783103352,0.0002616925110854032,2.179952470281304,3.101189295237428,0.2640570882759366,2.3765137944834294
2.1,5,0.0003385557266057221,2.129322988848679,0.998194086556705,0.0003145663709203416,0.00036254508229110257,1.792412457439499,2.466233520257859,0.21293229888486792,1.9163906899638112
2.5,5,0.0004533230172168491,1.8347327659454704,0.994845663950774,0.0003914469236296313,0.0005151991108040669,1.3110049048442276,2.358460627046713,0.18347327659454704,1.6512594893509234
