step,num_clusters_mean,num_clusters_lower_95,num_clusters_upper_95,mean_cluster_size_mean,mean_cluster_size_lower_95,mean_cluster_size_upper_95,mean_squared_cluster_size_mean,mean_squared_cluster_size_lower_95,mean_squared_cluster_size_upper_95
71,91.98,86.0,97.52499999999999,16.00901096052952,15.069477172312224,17.105232558139534,524.6001061330211,444.5989067656766,629.0392441860464
72,89.23,82.475,96.52499999999999,16.588731137019323,15.318846649484536,17.910472377314132,575.3526282540377,469.33492286115006,724.7370588235294
73,87.44,79.95,95.52499999999999,17.018512913773375,15.536562499999999,18.567619940615717,607.7728518360732,487.3930602006689,784.5758214676888
74,85.99,79.0,93.0,17.395610633922466,16.00510752688172,18.93132911392405,637.4729039447043,508.95344017094015,834.140240641711
75,84.72,77.475,92.52499999999999,17.747972810483,16.20053471248247,19.390151515151516,666.9770660981978,521.385,910.4803432327167
76,83.4,76.0,91.0,18.122523388718577,16.591208791208793,19.79638157894737,703.2861919285419,537.0344802867384,956.4686038011695
77,82.18,74.475,90.04999999999998,18.490344831125945,16.76028522039758,20.303270270270268,733.9125305360883,568.3928977272727,1004.518153153153
78,81.06,72.475,89.57499999999997,18.839952075357434,17.002993881118883,20.835759132420087,763.1373323728908,581.0431829798109,1036.3332770270267
79,80.23,72.475,89.57499999999997,19.13901256712023,17.076136363636362,21.177582762557076,790.8074567714367,587.2410287987874,1047.328898809524
80,79.41,71.475,88.04999999999998,19.436071544068835,17.400568255198245,21.59061521909233,815.6685327694107,614.9113897450267,1065.791800213675
81,78.44,72.0,87.04999999999998,19.76921984984805,17.73064878435518,21.48611111111111,847.6344445914323,639.8012801204819,1172.3474436955446
82,77.68,70.475,86.04999999999998,20.06548350310183,18.143606321839084,22.084929577464788,873.4198556261255,662.024043313709,1183.9046605293436
83,76.94,70.0,85.0,20.35697879215309,18.46764705882353,22.279642857142857,901.8153638178201,685.5416010802469,1232.5341950436796
84,76.15,69.475,83.52499999999999,20.67358178076441,18.78132530120482,22.547608695652173,932.0069646674197,694.5778342366757,1258.4496343445285
