step,num_clusters,mean_cluster_size,mean_squared_cluster_size
71,95.68,15.465614332600047,481.24707455423237
72,91.87,16.27519680992935,543.9997314108656
73,89.61,16.847677581394326,592.1337839146352
74,87.6,17.41346483854248,637.3837950492974
75,86.33,17.84059345729632,670.6358443552273
76,85.31,18.22981631433975,701.1932200657429
77,84.05,18.69068473189528,738.9917486442263
78,82.9,19.139740316274928,780.1223819298207
79,81.94,19.560562018827152,815.6538015922976
80,80.9,20.004800186222084,856.1539199069716
81,80.05,20.425656767790866,895.7065619884095
82,79.15,20.8639026294291,936.4482846385548
83,78.37,21.278211609214353,975.8752305674737
84,77.68,21.681717578168904,1018.1997917487159
85,77.08,22.07056679937809,1054.6398847797177
86,76.35,22.500739873972364,1097.0740679358278
87,75.56,22.958955632500373,1142.267685619213
88,74.89,23.394394078202314,1186.0533418162786
89,74.22,23.840330608097343,1231.7141373098666
90,73.62,24.27725525154265,1276.565258377475
91,72.92,24.748574856236406,1323.109800118283
92,72.26,25.21901406270352,1375.8038401967913
93,71.67,25.68284748746446,1423.4813166588046
94,71.1,26.143790349318873,1480.0112757462932
95,70.48,26.63211136235022,1534.9753201773992
96,69.85,27.132333082882436,1598.3676775824104
97,69.24,27.631283657756335,1656.9332736842948
98,68.83,28.071253188964377,1705.7386752926311
99,68.3,28.560885260384943,1764.0556469192095
100,67.71,29.084400887790675,1841.846239976003
101,67.27,29.558304823449475,1902.497232312801
102,66.76,30.058285547908426,1966.7100353460469
103,66.2,30.610419756837356,2038.4985688803624
104,65.69,31.14831177105098,2105.7087164734203
105,65.22,31.663123066945985,2180.1525436090214
106,64.77,32.18100630817194,2252.064194336261
107,64.29,32.72509796138905,2325.9829800554935
108,63.77,33.3011116732159,2408.6231618133115
109,63.2,33.91636195483263,2493.061593788393
110,62.76,34.466051187956005,2580.5175576807924
111,62.35,35.01351504486036,2656.750920944175
112,61.97,35.55625904789629,2740.617190828223
113,61.53,36.14523694934717,2822.8143810367264
114,61.05,36.7585408653088,2911.4864152920068
115,60.73,37.29755177337307,2997.183767068928
116,60.42,37.83696031479392,3087.4973522123555
117,59.95,38.477173258222365,3188.940543791173
118,59.52,39.11523767366289,3293.2153466118934
119,59.14,39.714665654458926,3394.3699425079335
120,58.64,40.398169263923734,3510.3872925994783
121,58.27,41.02400714192888,3611.471719076952
122,57.95,41.612446335320016,3711.700357381891
123,57.56,42.27843113576353,3833.604755357687
124,57.1,42.99802778993013,3942.597708908665
125,56.72,43.67267600247868,4049.2100112556836
126,56.29,44.38091284335661,4173.773623031741
127,55.87,45.10870165263138,4298.057706875006
128,55.43,45.86500161987399,4433.932247508329
129,55.24,46.44060619337226,4541.300744337903
130,54.73,47.276544097877206,4721.3348493868925
131,54.37,48.00223652969222,4860.387873099377
132,54.0,48.75108255451376,5007.849030895987
133,53.75,49.39958062929509,5133.711619148007
134,53.34,50.203742816767765,5287.066831170137
135,52.91,51.0443395337241,5455.230355007887
136,52.63,51.760383702108086,5593.579064967754
137,52.28,52.52806730991326,5778.524937560785
138,51.97,53.27898767042111,5923.707238802612
139,51.64,54.07101916149953,6094.549572789535
140,51.38,54.80025024443369,6241.000829296769
141,51.11,55.54159776629439,6390.972940589837
142,50.86,56.261146999542134,6545.538072133491
143,50.49,57.13484123428612,6730.140339143714
144,50.15,57.974897705047816,6919.273817507244
