model,metric,time,mean,ci_low,ci_high
isotropic,rog_w,62.0,487.37118573031404,486.01189474607946,488.7304767145486
isotropic,rog_w,63.0,487.3873689787104,486.023754027177,488.7509839302438
isotropic,rog_w,64.0,487.35995768527374,485.9965488173136,488.72336655323386
isotropic,rog_w,65.0,487.338924152872,485.97098517993834,488.7068631258056
isotropic,rog_w,66.0,487.31815930547725,485.93967068589825,488.69664792505625
isotropic,rog_w,67.0,487.3378426487075,485.94934683430694,488.7263384631081
isotropic,rog_w,68.0,487.32432474763715,485.94138282837406,488.70726666690024
isotropic,rog_w,69.0,487.33068885640523,485.9521186804068,488.7092590324037
isotropic,rog_w,70.0,487.3286295679854,485.9408958289449,488.71636330702586
isotropic,rog_w,71.0,487.3510201223984,485.95317768454913,488.74886256024763
isotropic,rog_w,72.0,487.40230653665765,485.9927915972227,488.8118214760926
isotropic,rog_w,73.0,487.40504417476865,485.9990334579639,488.8110548915734
isotropic,rog_w,74.0,487.3872162075241,485.987070749807,488.7873616652412
isotropic,rog_w,75.0,487.40076936941966,485.99185239905034,488.809686339789
isotropic,rog_w,76.0,487.4003710495388,485.9926663937817,488.80807570529595
isotropic,rog_w,77.0,487.4057744113543,485.986013493636,488.8255353290726
isotropic,rog_w,78.0,487.33967294631344,485.9132235012818,488.7661223913451
isotropic,rog_w,79.0,487.3476163652452,485.9271352330902,488.76809749740016
isotropic,rog_w,80.0,487.38778613558384,485.95419339508595,488.8213788760817
isotropic,rog_w,81.0,487.3456386228483,485.90672151026985,488.78455573542675
isotropic,rog_w,82.0,487.3364419939133,485.89402879468213,488.77885519314447
isotropic,rog_w,83.0,487.356488710177,485.91455186147584,488.7984255588782
isotropic,rog_w,84.0,487.36902076217154,485.923981175851,488.8140603484921
isotropic,rog_w,85.0,487.3905686875002,485.9409570361869,488.8401803388135
isotropic,rog_w,86.0,487.40438449352206,485.94921940828755,488.85954957875657
isotropic,rog_w,87.0,487.3936757497371,485.9384532091179,488.8488982903563
isotropic,rog_w,88.0,487.39059218301105,485.94743110078963,488.8337532652325
isotropic,rog_w,89.0,487.4295348603165,485.98831223811976,488.8707574825132
isotropic,rog_w,90.0,487.42845512166866,485.9843771923876,488.8725330509497
isotropic,rog_w,91.0,487.4663261627562,486.0293406204738,488.9033117050386
isotropic,rog_w,92.0,487.51752504590934,486.0835613273065,488.9514887645122
isotropic,rog_w,93.0,487.4884057301515,486.0394915893122,488.9373198709908
isotropic,rog_w,94.0,487.5196056478477,486.08180813323327,488.9574031624621
isotropic,rog_w,95.0,487.540358326245,486.10466933483957,488.9760473176504
isotropic,rog_w,96.0,487.56189391321124,486.11769432286366,489.0060935035588
isotropic,rog_w,97.0,487.5434318770653,486.09992093416116,488.98694281996944
isotropic,rog_w,98.0,487.56760378361304,486.11817012450524,489.01703744272083
isotropic,rog_w,99.0,487.5412177210302,486.094319510934,488.9881159311264
isotropic,rog_w,100.0,487.53317083510973,486.08314644248395,488.9831952277355
isotropic,rog_w,101.0,487.57304533494806,486.11384950523757,489.03224116465856
isotropic,rog_w,102.0,487.56578633327865,486.1144437354371,489.0171289311202
isotropic,rog_w,103.0,487.5320642082373,486.0881268176129,488.97600159886167
isotropic,rog_w,104.0,487.5347826233047,486.08745648188176,488.9821087647276
isotropic,rog_w,105.0,487.50295003743247,486.0580463773124,488.94785369755255
isotropic,rog_w,106.0,487.5221491101032,486.0762729275189,488.9680252926875
isotropic,rog_w,107.0,487.52664407485287,486.0800096893053,488.9732784604004
isotropic,rog_w,108.0,487.5470629677077,486.1012869335208,488.9928390018946
isotropic,rog_w,109.0,487.5314240261253,486.0852577067976,488.977590345453
isotropic,rog_w,110.0,487.5139763545214,486.0781206032345,488.9498321058083
isotropic,rog_w,111.0,487.4653842464888,486.0361653271599,488.89460316581767
isotropic,rog_w,112.0,487.465695311251,486.0428981629719,488.88849245953014
isotropic,rog_w,113.0,487.3994951402337,485.97906852014233,488.81992176032503
isotropic,rog_w,114.0,487.4160432359108,485.98968765738095,488.8423988144407
isotropic,rog_w,115.0,487.4067941100591,485.9784729134613,488.83511530665686
isotropic,rog_w,116.0,487.3978103175128,485.9579815002817,488.8376391347439
isotropic,rog_w,117.0,487.4662962014291,486.01812377297085,488.9144686298873
isotropic,rog_w,118.0,487.46069297080606,486.0070607445202,488.91432519709196
isotropic,rog_w,119.0,487.5634612897286,486.1068300746519,489.0200925048053
isotropic,rog_w,120.0,487.58022780825297,486.1189566739882,489.04149894251776
isotropic,rog_w,121.0,487.5580363758279,486.0937203494153,489.0223524022405
isotropic,rog_w,122.0,487.57385273390815,486.1065392883889,489.0411661794274
isotropic,rog_w,123.0,487.6034677806113,486.13455874979843,489.0723768114242
isotropic,rog_w,124.0,487.58847101686644,486.12316896330515,489.0537730704277
isotropic,rog_w,125.0,487.6263130615233,486.16220195824457,489.0904241648021
isotropic,rog_w,126.0,487.62105895135187,486.1494106425021,489.0927072602016
isotropic,rog_w,127.0,487.6204748599857,486.1606686077543,489.08028111221705
isotropic,rog_w,128.0,487.6341811227496,486.17652573379837,489.0918365117009
isotropic,rog_w,129.0,487.59960487254676,486.1434346189283,489.0557751261652
isotropic,rog_w,130.0,487.5668409713973,486.1111819678993,489.0224999748953
isotropic,rog_w,131.0,487.5596101784192,486.10765222535616,489.0115681314822
isotropic,rog_w,132.0,487.58365387053846,486.13305219302123,489.0342555480557
isotropic,rog_w,133.0,487.61075803110305,486.1611157017378,489.0604003604683
isotropic,rog_w,134.0,487.61276439352304,486.1584485667935,489.0670802202526
isotropic,rog_w,135.0,487.6232547724621,486.165939134684,489.08057041024017
isotropic,rog_w,136.0,487.61616736891244,486.15587492187285,489.07645981595203
isotropic,rog_w,137.0,487.5650140166683,486.10388731831284,489.0261407150237
isotropic,rog_w,138.0,487.4937430461807,486.0331584931261,488.95432759923534
isotropic,rog_w,139.0,487.5636793576095,486.1015577228804,489.0258009923386
isotropic,rog_w,140.0,487.52359028464633,486.0667871992517,488.980393370041
isotropic,rog_w,141.0,487.5248801336243,486.067467302994,488.98229296425467
isotropic,rog_w,142.0,487.4956758867421,486.0417297468599,488.9496220266243
isotropic,rog_w,143.0,487.4815835587382,486.023086649248,488.94008046822836
isotropic,rog_w,144.0,487.48337826950984,486.0317442473458,488.9350122916739
isotropic,rog_w,145.0,487.4900388328692,486.0425747856965,488.93750288004185
persistent 0.25,rog_w,0.0,487.5465982215291,486.4139991716915,488.6791972713667
persistent 0.25,rog_w,1.0,487.5356322421139,486.4006198542679,488.67064462995984
persistent 0.25,rog_w,2.0,487.4980406053763,486.3577351090266,488.638346101726
persistent 0.25,rog_w,3.0,487.45267394579497,486.30924382866937,488.5961040629206
persistent 0.25,rog_w,4.0,487.45140023719233,486.3037686690192,488.5990318053655
persistent 0.25,rog_w,5.0,487.49156155421804,486.33405567844187,488.6490674299942
persistent 0.25,rog_w,6.0,487.46724474617963,486.2912701411966,488.64321935116266
persistent 0.25,rog_w,7.0,487.4289366777889,486.2484227140533,488.6094506415245
persistent 0.25,rog_w,8.0,487.3911671240919,486.2036909422683,488.57864330591553
persistent 0.25,rog_w,9.0,487.3562592341628,486.16437376376797,488.5481447045576
persistent 0.25,rog_w,10.0,487.4360185827711,486.23441574934475,488.6376214161975
persistent 0.25,rog_w,11.0,487.42101958072476,486.20863758197083,488.6334015794787
persistent 0.25,rog_w,12.0,487.3948241307054,486.17982094283934,488.60982731857143
persistent 0.25,rog_w,13.0,487.4152840927573,486.20039878148947,488.63016940402514
persistent 0.25,rog_w,14.0,487.4509417937403,486.22830474484,488.6735788426406
persistent 0.25,rog_w,15.0,487.38240806291697,486.16026945934357,488.60454666649036
persistent 0.25,rog_w,16.0,487.3512553772515,486.1325511907825,488.5699595637205
persistent 0.25,rog_w,17.0,487.3729360651676,486.154506820049,488.5913653102862
persistent 0.25,rog_w,18.0,487.36401500279163,486.1459953553632,488.58203465022007
persistent 0.25,rog_w,19.0,487.3523198317804,486.1316584563133,488.5729812072475
persistent 0.25,rog_w,20.0,487.3830454785504,486.14651201072104,488.61957894637976
persistent 0.25,rog_w,21.0,487.3936020873005,486.1555281148385,488.6316760597625
persistent 0.25,rog_w,22.0,487.3434204504501,486.0980477263088,488.5887931745914
persistent 0.25,rog_w,23.0,487.37114206622647,486.1419385331192,488.60034559933376
persistent 0.25,rog_w,24.0,487.3447142357548,486.1198733867698,488.56955508473976
persistent 0.25,rog_w,25.0,487.43492962119933,486.20786444846027,488.6619947939384
persistent 0.25,rog_w,26.0,487.427030379176,486.1969263139858,488.65713444436625
persistent 0.25,rog_w,27.0,487.3504077553614,486.11652420548916,488.58429130523365
persistent 0.25,rog_w,28.0,487.3291882244832,486.09115109551357,488.5672253534528
persistent 0.25,rog_w,29.0,487.3792168634663,486.13951565458166,488.61891807235094
persistent 0.25,rog_w,30.0,487.39254354656333,486.1630308887268,488.6220562043999
persistent 0.25,rog_w,31.0,487.3989033600641,486.1786848904705,488.6191218296577
persistent 0.25,rog_w,32.0,487.38370669659275,486.1623311552073,488.6050822379782
persistent 0.25,rog_w,33.0,487.4114010832352,486.1902805139377,488.6325216525327
persistent 0.25,rog_w,34.0,487.305179157139,486.0969047120316,488.5134536022464
persistent 0.25,rog_w,35.0,487.28683326003005,486.0721327153457,488.5015338047144
persistent 0.25,rog_w,36.0,487.2803762777432,486.0580606785087,488.5026918769777
persistent 0.25,rog_w,37.0,487.31178289694844,486.07984766553193,488.54371812836496
persistent 0.25,rog_w,38.0,487.2925094931237,486.06339906778385,488.52161991846356
persistent 0.25,rog_w,39.0,487.2757358346798,486.0453999519239,488.50607171743565
persistent 0.25,rog_w,40.0,487.24386854760235,486.0092708032699,488.4784662919348
persistent 0.25,rog_w,41.0,487.21079509087207,485.9731294742895,488.4484607074546
persistent 0.25,rog_w,42.0,487.21546409506374,485.98650187789514,488.44442631223234
persistent 0.25,rog_w,43.0,487.22282120761884,485.9856129809261,488.4600294343116
persistent 0.25,rog_w,44.0,487.2482744447048,486.0046757661286,488.491873123281
persistent 0.25,rog_w,45.0,487.2318572760168,485.9853174862501,488.4783970657835
persistent 0.25,rog_w,46.0,487.1919990130841,485.9481699530419,488.43582807312634
persistent 0.25,rog_w,47.0,487.1969118602607,485.9522238601374,488.441599860384
persistent 0.25,rog_w,48.0,487.18819465122186,485.94721686566197,488.42917243678176
persistent 0.25,rog_w,49.0,487.17536465640785,485.936246211773,488.4144831010427
persistent 0.25,rog_w,50.0,487.1739804408691,485.9298128726226,488.4181480091156
persistent 0.25,rog_w,51.0,487.1742053592448,485.92985212492863,488.418558593561
persistent 0.25,rog_w,52.0,487.16201866698566,485.9219558348682,488.40208149910313
persistent 0.25,rog_w,53.0,487.17787031703745,485.9343332000425,488.4214074340324
persistent 0.25,rog_w,54.0,487.1568444897329,485.9097144572651,488.4039745222007
persistent 0.25,rog_w,55.0,487.0875403632788,485.8457627618661,488.3293179646914
persistent 0.25,rog_w,56.0,487.0442185434978,485.8001185522614,488.2883185347342
persistent 0.25,rog_w,57.0,487.048710047543,485.8166860564752,488.28073403861083
persistent 0.25,rog_w,58.0,487.0725580616303,485.83555776966836,488.3095583535922
persistent 0.25,rog_w,59.0,487.0130586081045,485.7696559901992,488.2564612260097
persistent 0.25,rog_w,60.0,486.9729038522677,485.7272346192873,488.21857308524807
persistent 0.25,rog_w,61.0,487.02743213653173,485.7670247663811,488.28783950668236
persistent 0.25,rog_w,62.0,487.019544264098,485.7449991190143,488.29408940918165
persistent 0.25,rog_w,63.0,487.0150859084395,485.7277414013877,488.30243041549136
persistent 0.25,rog_w,64.0,487.03720800103093,485.7532194877606,488.3211965143013
persistent 0.25,rog_w,65.0,487.04109329021856,485.7448581438435,488.3373284365936
persistent 0.25,rog_w,66.0,487.0080744035008,485.72308939730215,488.2930594096995
persistent 0.25,rog_w,67.0,487.03892670438273,485.7420089643003,488.3358444444652
persistent 0.25,rog_w,68.0,487.02926313213413,485.74121852630884,488.3173077379594
persistent 0.25,rog_w,69.0,487.07426959957974,485.77207659084036,488.3764626083191
persistent 0.25,rog_w,70.0,487.0353821475931,485.73261539042176,488.33814890476447
persistent 0.25,rog_w,71.0,487.0502788035623,485.742205408379,488.35835219874565
persistent 0.25,rog_w,72.0,487.0737321116999,485.7765776076654,488.3708866157344
persistent 0.25,rog_w,73.0,487.0697843193084,485.7678152123466,488.3717534262702
persistent 0.25,rog_w,74.0,487.0336798368424,485.7294035955517,488.3379560781331
persistent 0.25,rog_w,75.0,487.03742362460713,485.7324689824583,488.342378266756
persistent 0.25,rog_w,76.0,487.0585752092568,485.7436284521093,488.37352196640427
persistent 0.25,rog_w,77.0,487.0567013801306,485.73569206551974,488.3777106947415
persistent 0.25,rog_w,78.0,487.075176813854,485.74638139094753,488.40397223676047
persistent 0.25,rog_w,79.0,487.08340333134254,485.7575108368792,488.4092958258059
persistent 0.25,rog_w,80.0,487.090976383727,485.7519385214238,488.4300142460302
persistent 0.25,rog_w,81.0,487.09796369235687,485.7514028515488,488.44452453316495
persistent 0.25,rog_w,82.0,487.0303315077887,485.6925987300855,488.36806428549187
persistent 0.25,rog_w,83.0,487.05520068087276,485.71499887900114,488.3954024827444
persistent 0.25,rog_w,84.0,487.0963812752515,485.7572471190027,488.4355154315002
persistent 0.25,rog_w,85.0,487.1238754360565,485.78052936475524,488.46722150735775
persistent 0.25,rog_w,86.0,487.1308883934807,485.78656228369414,488.47521450326724
persistent 0.25,rog_w,87.0,487.11956124831175,485.7684084472231,488.4707140494004
persistent 0.25,rog_w,88.0,487.12838589152847,485.7772116106358,488.47956017242115
persistent 0.25,rog_w,89.0,487.1374212007167,485.7813307966191,488.4935116048143
persistent 0.25,rog_w,90.0,487.1001359405763,485.7489133200505,488.4513585611021
persistent 0.25,rog_w,91.0,487.08642992183485,485.7305404652973,488.4423193783724
persistent 0.25,rog_w,92.0,487.0622527004218,485.7036692978397,488.4208361030039
persistent 0.25,rog_w,93.0,487.0001841046801,485.6433545544315,488.3570136549287
persistent 0.25,rog_w,94.0,487.02523916362327,485.66670953292913,488.3837687943174
persistent 0.25,rog_w,95.0,487.04261202935044,485.6739132706337,488.41131078806717
persistent 0.25,rog_w,96.0,487.05056000550104,485.6815750101392,488.41954500086285
persistent 0.25,rog_w,97.0,487.0153079303099,485.66261227521886,488.36800358540097
persistent 0.25,rog_w,98.0,487.0184796727328,485.6673402644552,488.36961908101034
persistent 0.25,rog_w,99.0,487.0461631961129,485.70036384714797,488.39196254507783
persistent 0.25,rog_w,100.0,487.0744412358045,485.7184087099795,488.4304737616295
persistent 0.25,rog_w,101.0,487.0928340436174,485.73762413830434,488.4480439489305
persistent 0.25,rog_w,102.0,487.0968961346901,485.74219877973536,488.45159348964484
persistent 0.25,rog_w,103.0,487.12899068561836,485.7725564542794,488.4854249169573
persistent 0.25,rog_w,104.0,487.18274381006427,485.82846830178363,488.5370193183449
persistent 0.25,rog_w,105.0,487.254398104229,485.89894172052743,488.60985448793053
persistent 0.25,rog_w,106.0,487.20211005250974,485.8439628179977,488.5602572870218
persistent 0.25,rog_w,107.0,487.1867677594591,485.8243684930471,488.5491670258711
persistent 0.25,rog_w,108.0,487.1744743868622,485.80142910327623,488.54751967044814
persistent 0.25,rog_w,109.0,487.1870614403649,485.80677740764565,488.5673454730842
persistent 0.25,rog_w,110.0,487.197351289034,485.8117270989415,488.58297547912645
persistent 0.25,rog_w,111.0,487.2170990052019,485.83213603682543,488.6020619735783
persistent 0.25,rog_w,112.0,487.2384221184686,485.85235946632224,488.6244847706149
persistent 0.25,rog_w,113.0,487.22027357868325,485.83299236387285,488.60755479349365
persistent 0.25,rog_w,114.0,487.22086135459205,485.82818208400323,488.61354062518086
persistent 0.25,rog_w,115.0,487.2752877383089,485.88246548282905,488.6681099937888
persistent 0.25,rog_w,116.0,487.2800836619145,485.8884403597343,488.67172696409466
persistent 0.25,rog_w,117.0,487.2694232490658,485.86939085112226,488.6694556470094
persistent 0.25,rog_w,118.0,487.2433158004753,485.84208595104457,488.644545649906
persistent 0.25,rog_w,119.0,487.2910304037868,485.8907083717297,488.6913524358439
persistent 0.25,rog_w,120.0,487.23764287557856,485.8347547163984,488.64053103475874
persistent 0.25,rog_w,121.0,487.2732140085856,485.85063893270734,488.6957890844639
persistent 0.25,rog_w,122.0,487.3001198606552,485.86948825896883,488.7307514623415
persistent 0.25,rog_w,123.0,487.3098590156098,485.8721348594119,488.74758317180766
persistent 0.25,rog_w,124.0,487.331398766266,485.896594828669,488.766202703863
persistent 0.25,rog_w,125.0,487.2957839687756,485.86051996186194,488.73104797568925
persistent 0.25,rog_w,126.0,487.2854992552488,485.8462972192563,488.7247012912413
persistent 0.25,rog_w,127.0,487.26085844921175,485.8106410673713,488.7110758310522
persistent 0.25,rog_w,128.0,487.2704940693919,485.81972384447675,488.721264294307
persistent 0.25,rog_w,129.0,487.2865703993476,485.8334118114743,488.73972898722093
persistent 0.25,rog_w,130.0,487.294513492046,485.82794898794555,488.76107799614647
persistent 0.25,rog_w,131.0,487.29373491882114,485.8087189789061,488.7787508587362
persistent 0.25,rog_w,132.0,487.21712832237114,485.72817131448875,488.70608533025353
persistent 0.25,rog_w,133.0,487.18769631297323,485.6915638175982,488.68382880834827
persistent 0.25,rog_w,134.0,487.2145577122766,485.7142444310859,488.7148709934673
persistent 0.25,rog_w,135.0,487.25167947073305,485.75616878516564,488.74719015630046
persistent 0.25,rog_w,136.0,487.28487305733984,485.7791753367628,488.79057077791686
persistent 0.25,rog_w,137.0,487.2335543713192,485.7273222440845,488.7397864985539
persistent 0.25,rog_w,138.0,487.19416379651705,485.68982988855157,488.6984977044825
persistent 0.25,rog_w,139.0,487.14521732459076,485.6514895726935,488.638945076488
persistent 0.25,rog_w,140.0,487.1737507071435,485.67004026989605,488.6774611443909
persistent 0.25,rog_w,141.0,487.17032638917743,485.67147497719753,488.66917780115733
persistent 0.25,rog_w,142.0,487.1629345968944,485.663691435783,488.6621777580058
persistent 0.25,rog_w,143.0,487.1573049413557,485.66038400700853,488.6542258757028
persistent 0.25,rog_w,144.0,487.1797796114598,485.68332467943395,488.6762345434857
persistent 0.25,rog_w,145.0,487.17812917017045,485.6703257288542,488.6859326114867
persistent 0.75,rog_w,0.0,488.5392159097327,487.4610573302584,489.617374489207
persistent 0.75,rog_w,1.0,488.45623975804926,487.3835050907702,489.52897442532833
persistent 0.75,rog_w,2.0,488.4426249898207,487.3669001573131,489.5183498223282
persistent 0.75,rog_w,3.0,488.4646289330058,487.40910021590247,489.5201576501092
persistent 0.75,rog_w,4.0,488.47034672321234,487.4238803921651,489.5168130542596
persistent 0.75,rog_w,5.0,488.4584632047645,487.4066974660819,489.5102289434471
persistent 0.75,rog_w,6.0,488.38724874828085,487.3256388450165,489.4488586515452
persistent 0.75,rog_w,7.0,488.4717803065303,487.4022617074291,489.54129890563155
persistent 0.75,rog_w,8.0,488.47993387044573,487.4160731153421,489.54379462554937
persistent 0.75,rog_w,9.0,488.4739739889084,487.40823492926563,489.5397130485512
persistent 0.75,rog_w,10.0,488.4760400529794,487.39861705225763,489.55346305370114
persistent 0.75,rog_w,11.0,488.48495253544183,487.41448330819713,489.55542176268654
persistent 0.75,rog_w,12.0,488.4577661091239,487.3861697313689,489.5293624868789
persistent 0.75,rog_w,13.0,488.5029292574127,487.4315815439408,489.57427697088457
persistent 0.75,rog_w,14.0,488.52288723270266,487.4508968053218,489.5948776600835
persistent 0.75,rog_w,15.0,488.52751507544866,487.4574588940553,489.597571256842
persistent 0.75,rog_w,16.0,488.4897622488827,487.4163503643442,489.56317413342117
persistent 0.75,rog_w,17.0,488.5359381587415,487.442372788431,489.629503529052
persistent 0.75,rog_w,18.0,488.53326720455675,487.43957950791975,489.62695490119376
persistent 0.75,rog_w,19.0,488.5818182895102,487.4986907118099,489.66494586721046
persistent 0.75,rog_w,20.0,488.5997368325984,487.5171659913685,489.68230767382835
persistent 0.75,rog_w,21.0,488.697308411185,487.610967507873,489.78364931449704
persistent 0.75,rog_w,22.0,488.727957119452,487.6329003454192,489.8230138934848
persistent 0.75,rog_w,23.0,488.7495582938763,487.6479265226991,489.8511900650535
persistent 0.75,rog_w,24.0,488.6947846083855,487.5845756889978,489.80499352777315
persistent 0.75,rog_w,25.0,488.701594521591,487.5944837680622,489.8087052751198
persistent 0.75,rog_w,26.0,488.6496891403347,487.5360003282913,489.7633779523781
persistent 0.75,rog_w,27.0,488.6342499253484,487.51168440351825,489.75681544717855
persistent 0.75,rog_w,28.0,488.6649030976834,487.5369712953082,489.7928349000586
persistent 0.75,rog_w,29.0,488.71002974450954,487.5833640940709,489.8366953949482
persistent 0.75,rog_w,30.0,488.64261141238205,487.51813391698767,489.76708890777644
persistent 0.75,rog_w,31.0,488.6246547128371,487.4873051416344,489.76200428403985
persistent 0.75,rog_w,32.0,488.58812509579155,487.44969746991654,489.72655272166656
persistent 0.75,rog_w,33.0,488.55949907076416,487.42475213649664,489.6942460050317
persistent 0.75,rog_w,34.0,488.55923611046796,487.41879355165634,489.6996786692796
persistent 0.75,rog_w,35.0,488.50044872336235,487.3569047105078,489.6439927362169
persistent 0.75,rog_w,36.0,488.4736775165038,487.3228307149945,489.62452431801313
persistent 0.75,rog_w,37.0,488.4823184774817,487.32195715191807,489.6426798030454
persistent 0.75,rog_w,38.0,488.48391694676485,487.3213176411439,489.6465162523858
persistent 0.75,rog_w,39.0,488.48427547143075,487.32108596235514,489.64746498050636
persistent 0.75,rog_w,40.0,488.4384207878172,487.2700295715247,489.60681200410977
persistent 0.75,rog_w,41.0,488.38686257841437,487.21179314698014,489.5619320098486
persistent 0.75,rog_w,42.0,488.42513591803583,487.2494509825599,489.6008208535118
persistent 0.75,rog_w,43.0,488.47083460927774,487.28641703016996,489.65525218838553
persistent 0.75,rog_w,44.0,488.5237157116899,487.3354076751971,489.7120237481827
persistent 0.75,rog_w,45.0,488.536928463739,487.3495082720989,489.7243486553791
persistent 0.75,rog_w,46.0,488.60367794470216,487.4240877531928,489.7832681362115
persistent 0.75,rog_w,47.0,488.5729955030526,487.4092737007119,489.7367173053933
persistent 0.75,rog_w,48.0,488.63445067519234,487.4766951773713,489.79220617301337
persistent 0.75,rog_w,49.0,488.63194653234825,487.4686808799323,489.7952121847642
persistent 0.75,rog_w,50.0,488.6570738371092,487.4786345885842,489.83551308563415
persistent 0.75,rog_w,51.0,488.6869058800605,487.5119587231212,489.86185303699983
persistent 0.75,rog_w,52.0,488.6852619197491,487.5216761251261,489.84884771437214
persistent 0.75,rog_w,53.0,488.7383378833654,487.5756976523905,489.90097811434026
persistent 0.75,rog_w,54.0,488.690335896949,487.53042774952024,489.8502440443778
persistent 0.75,rog_w,55.0,488.7175042153129,487.56298002983687,489.8720284007889
persistent 0.75,rog_w,56.0,488.7159979431648,487.56649043015017,489.8655054561794
persistent 0.75,rog_w,57.0,488.67690973765855,487.5267792064333,489.8270402688838
persistent 0.75,rog_w,58.0,488.6618832160698,487.5127435425232,489.81102288961637
persistent 0.75,rog_w,59.0,488.67660129677665,487.5294931027393,489.823709490814
persistent 0.75,rog_w,60.0,488.74342106013034,487.5985253462009,489.8883167740598
persistent 0.75,rog_w,61.0,488.7277896397766,487.5835176024381,489.872061677115
persistent 0.75,rog_w,62.0,488.76523254341095,487.6117002794112,489.9187648074107
persistent 0.75,rog_w,63.0,488.7481872683343,487.5958147255655,489.90055981110305
persistent 0.75,rog_w,64.0,488.78443063692174,487.6221709431597,489.9466903306838
persistent 0.75,rog_w,65.0,488.77161835531655,487.6040675128231,489.93916919781
persistent 0.75,rog_w,66.0,488.74874613143635,487.59020058198723,489.90729168088546
persistent 0.75,rog_w,67.0,488.7165879001186,487.56000320235574,489.8731725978815
persistent 0.75,rog_w,68.0,488.7543544487133,487.6096950508175,489.8990138466091
persistent 0.75,rog_w,69.0,488.8022710843519,487.6522910122865,489.9522511564173
persistent 0.75,rog_w,70.0,488.82820693313965,487.67766328397585,489.97875058230346
persistent 0.75,rog_w,71.0,488.8242277066583,487.6706931670668,489.97776224624977
persistent 0.75,rog_w,72.0,488.84672599128294,487.7035019392,489.98995004336587
persistent 0.75,rog_w,73.0,488.8368129948275,487.68003972735596,489.993586262299
persistent 0.75,rog_w,74.0,488.82028219707934,487.6505461384597,489.990018255699
persistent 0.75,rog_w,75.0,488.8339430089223,487.6602655770368,490.0076204408078
persistent 0.75,rog_w,76.0,488.8100718185971,487.632888526309,489.98725511088526
persistent 0.75,rog_w,77.0,488.8330235617043,487.65858183238834,490.00746529102025
persistent 0.75,rog_w,78.0,488.85854622892066,487.69408194636213,490.0230105114792
persistent 0.75,rog_w,79.0,488.8416398029942,487.67805760695114,490.0052219990373
persistent 0.75,rog_w,80.0,488.8261120155707,487.6676245823374,489.984599448804
persistent 0.75,rog_w,81.0,488.82227869156736,487.65431644152017,489.99024094161456
persistent 0.75,rog_w,82.0,488.78643193409823,487.6157639103307,489.95709995786575
persistent 0.75,rog_w,83.0,488.77060422051494,487.5967524484881,489.9444559925418
persistent 0.75,rog_w,84.0,488.7866597322019,487.60544590141933,489.96787356298444
persistent 0.75,rog_w,85.0,488.7610694925394,487.5817807336081,489.9403582514706
persistent 0.75,rog_w,86.0,488.779456050989,487.5873722631114,489.9715398388666
persistent 0.75,rog_w,87.0,488.8777740546677,487.67857853689213,490.0769695724433
persistent 0.75,rog_w,88.0,488.89174915404817,487.701634107086,490.0818642010103
persistent 0.75,rog_w,89.0,488.9232036998133,487.7270392701711,490.11936812945555
persistent 0.75,rog_w,90.0,488.91727432898836,487.7188389363883,490.1157097215884
persistent 0.75,rog_w,91.0,488.9394737392654,487.7322736283041,490.1466738502267
persistent 0.75,rog_w,92.0,488.9604483452986,487.7562782988731,490.16461839172405
persistent 0.75,rog_w,93.0,488.93109221160876,487.7138328121972,490.1483516110203
persistent 0.75,rog_w,94.0,488.96646221758306,487.7405351732808,490.1923892618853
persistent 0.75,rog_w,95.0,488.9774335826706,487.7433637100064,490.21150345533476
persistent 0.75,rog_w,96.0,488.94280586860333,487.710501610405,490.17511012680166
persistent 0.75,rog_w,97.0,488.8915583583406,487.66343700180346,490.11967971487775
persistent 0.75,rog_w,98.0,488.92475336122834,487.6904115798145,490.1590951426422
persistent 0.75,rog_w,99.0,488.91842920804703,487.6855713878473,490.15128702824677
persistent 0.75,rog_w,100.0,488.9016307725823,487.67148598037073,490.1317755647938
persistent 0.75,rog_w,101.0,488.91313684214566,487.67921106485323,490.1470626194381
persistent 0.75,rog_w,102.0,488.88142799018533,487.6452644880089,490.1175914923618
persistent 0.75,rog_w,103.0,488.83443855986974,487.58864017545534,490.08023694428414
persistent 0.75,rog_w,104.0,488.8510298800727,487.59855490008044,490.10350486006496
persistent 0.75,rog_w,105.0,488.84528920698875,487.581623166949,490.1089552470285
persistent 0.75,rog_w,106.0,488.8355069846958,487.5775809773489,490.0934329920428
persistent 0.75,rog_w,107.0,488.79031336580766,487.5286750600568,490.0519516715585
persistent 0.75,rog_w,108.0,488.788844083237,487.530396073941,490.047292092533
persistent 0.75,rog_w,109.0,488.83321194653246,487.5713972637788,490.0950266292861
persistent 0.75,rog_w,110.0,488.81126545024455,487.55657493628667,490.06595596420243
persistent 0.75,rog_w,111.0,488.811011188058,487.5503006402517,490.0717217358643
persistent 0.75,rog_w,112.0,488.86620727827096,487.59148977541184,490.1409247811301
persistent 0.75,rog_w,113.0,488.88270526935355,487.6110187148039,490.1543918239032
persistent 0.75,rog_w,114.0,488.875440706527,487.58898461711834,490.16189679593566
persistent 0.75,rog_w,115.0,488.94157178812793,487.64702723198826,490.2361163442676
persistent 0.75,rog_w,116.0,488.90992287215084,487.6137816992971,490.2060640450046
persistent 0.75,rog_w,117.0,488.8824219410273,487.5899583430244,490.1748855390302
