model,k,max_loglik,AIC,delta_AIC,akaike_weight
no_prolif_no_shed,5,-1313.7363428356953,2637.4726856713905,0.0,1.0
Cell_num_prolif_cst_shed,7,-1401.944394639442,2817.888789278884,180.41610360749337,6.654889954948338e-40
Cell_num_prolif_no_shed,6,-1437.9117755060213,2887.8235510120426,250.35086534065204,4.335111992330751e-55
