step,num_clusters_mean,num_clusters_lower_95,num_clusters_upper_95,mean_cluster_size_mean,mean_cluster_size_lower_95,mean_cluster_size_upper_95,mean_squared_cluster_size_mean,mean_squared_cluster_size_lower_95,mean_squared_cluster_size_upper_95
71,93.95,87.475,100.0,15.763351759058542,14.82375,16.92506857366771,501.49304961303255,427.5588774341352,596.4487950626959
72,90.5,83.95,98.0,16.55263077477794,15.306122448979592,17.874418851878097,565.9039123519284,454.5521649484536,706.818889623265
73,88.55,82.0,96.52499999999999,17.108102636936938,15.687798002577319,18.535060975609753,611.5376628516602,489.3875137061404,819.7848331931585
74,87.07,80.0,94.0,17.59954169662991,16.136702127659575,19.200625,649.1833321997954,511.2600830021043,890.9387576219511
75,85.73,79.0,93.0,18.074234751098064,16.55349462365591,19.626898734177217,688.4077790154929,536.015095766129,1005.5032017870433
76,84.43,77.0,93.0,18.549649707021896,16.846274544179522,20.322435897435895,728.7434386485478,561.4274580039526,1108.1389485514485
77,83.38,75.475,91.52499999999999,18.988031094577863,17.249844720496892,21.005999999999997,767.8735193612165,582.0593287147635,1119.4863636363636
78,82.31,75.0,91.0,19.44485446569555,17.592307692307696,21.251499999999997,804.2692713855838,603.860641025641,1146.4169705294705
79,81.12,73.475,88.0,19.943143947404124,18.23096590909091,22.06371714179933,847.5711981413884,638.8731368921775,1205.5563531063528
80,80.08,71.0,88.0,20.420996093426496,18.582203500522464,23.028873239436617,890.8141596523482,665.8014270613108,1247.7638894175866
81,79.14,70.475,87.04999999999998,20.887354272117282,18.92708113107822,23.50151408450704,929.981452155153,689.3153814935065,1290.998801369863
82,78.26,70.0,86.52499999999999,21.350337579801007,19.230813953488372,23.894642857142856,978.9043819273529,732.9816720369852,1351.7870504495504
83,77.5,69.0,86.0,21.792299803687428,19.571802325581395,24.34259316770186,1020.3016067056737,761.3568716727375,1481.8662888198753
84,76.75,68.0,86.0,22.252011961153084,19.782511360598768,25.120588235294115,1062.9169338674176,784.4697240042769,1557.0742647058821
85,75.97,68.0,85.0,22.72884976284579,20.248529411764704,25.430882352941175,1114.0276881814336,827.7964705882353,1597.0715762867646
86,75.16,68.0,84.0,23.222070849931225,20.72142857142857,25.695588235294117,1164.226741208594,861.4806547619048,1736.594558823529
87,74.49,68.0,83.0,23.688409176605877,21.044653614457832,25.974999999999998,1214.9035325483087,897.2701219512195,1778.1393222506392
88,73.82,66.475,83.0,24.15138527654023,21.385240963855424,26.662081637268205,1264.988512295249,933.8043209876544,1842.071139705882
89,73.25,65.475,82.52499999999999,24.59963285277594,21.726013811342934,27.211037296037293,1312.8753666469138,960.1091820987654,1905.942412935323
90,72.63,65.0,82.04999999999998,25.06742824854505,22.114978432247508,27.86153846153846,1361.972798393231,1026.0589743589742,2048.1046279949555
91,72.02,64.0,82.04999999999998,25.55003845160026,22.448414909638554,28.252343749999998,1411.3548264669926,1047.4698743386245,2126.0728409090907
92,71.46,63.475,81.57499999999997,26.02696038601485,22.65804593373494,28.798697916666665,1459.6901160009581,1093.453718721038,2181.1475641025636
93,70.67,62.475,80.52499999999999,26.603652657616394,23.283414351851853,29.744086021505378,1528.3268376172555,1124.4703612012988,2219.715576923077
94,69.95,62.475,79.04999999999998,27.153778733261603,23.887908653846154,30.08095238095238,1602.0183331259716,1194.6752244668912,2308.972005208333
95,69.35,61.0,78.52499999999999,27.691822808990036,24.287353943524828,31.432363387978143,1666.9201417485187,1214.5639169472502,2426.102892102335
96,68.75,60.0,78.52499999999999,28.226990155659482,24.619027913015255,32.15016671297583,1730.2337026268756,1247.3701809210527,2555.741107503607
97,68.23,59.0,77.52499999999999,28.74239451628037,25.214235764235763,33.04573205200678,1793.0544674693813,1327.9466303966306,2572.4802556818177
98,67.65,58.475,77.0,29.28617531619477,25.615909090909092,33.85612945645821,1864.9715740719919,1409.5425054112554,2614.545941558441
99,67.14,58.475,76.0,29.82565756868979,26.229276315789473,34.181078316773814,1936.3442357376573,1442.649015410959,2774.6162023460397
100,66.59,58.0,75.0,30.377880229900594,26.71333333333333,34.90539158386908,2016.662128884629,1495.5771666666667,2840.9940818858545
101,66.04,58.0,74.52499999999999,30.952422616619206,27.165121621621623,35.57112068965517,2093.976874394586,1548.0007857142857,3100.5419050480746
102,65.46,57.475,74.52499999999999,31.552579489445094,27.486594594594596,36.17910617059891,2181.794987482808,1579.4968309859155,3294.565860215053
103,64.95,56.0,74.04999999999998,32.12952014736958,27.949123287671235,37.41888798701299,2269.1785798737965,1623.587,3371.0551515151515
104,64.5,56.0,73.52499999999999,32.677668535818064,28.544099407626806,37.840624999999996,2348.0690079519395,1692.0170608108108,3480.975208855471
105,64.01,56.0,72.52499999999999,33.2573309168208,29.141514459665146,38.175446428571426,2431.991394461129,1793.4509041095891,3531.666833751043
106,63.51,55.475,72.0,33.856947079403554,29.598958333333332,38.93538149350648,2515.663194927637,1861.4090126811595,3577.841081871344
107,62.98,55.0,72.0,34.49020881350826,30.15,39.23353174603174,2612.02221602906,1895.1238677536232,3684.3271198830407
108,62.47,55.0,71.52499999999999,35.123884965683004,30.565962441314557,39.983156565656564,2695.967817866878,1965.1863224637682,3739.7298001949316
109,61.87,53.95,70.52499999999999,35.82420831234305,31.688928571428573,40.8323499142367,2803.747072858588,2059.3461801242233,3869.1061320754716
110,61.54,53.95,70.52499999999999,36.3754194398759,31.894433512841754,41.23544596912521,2884.0975487781957,2088.4395233721166,3932.0798938679245
111,61.18,53.95,69.52499999999999,36.94850533044689,32.284797917942434,41.6667409948542,2966.753062890834,2173.4559782608694,3955.222798742138
112,60.7,53.475,69.0,37.61048450682195,33.121994884910485,42.330057651991616,3082.7786799419764,2261.2835714285716,4254.587037037037
113,60.2,53.0,69.0,38.2900325162603,33.66801470588235,42.837037037037035,3191.7790082441193,2342.2147727272727,4527.985882749326
114,59.69,52.475,68.0,39.003792979204206,34.22573529411765,44.218396226415095,3306.0842594510627,2428.2261029411766,4658.332407407407
115,59.36,52.475,68.0,39.59605102865737,34.797788630377525,44.64433962264151,3399.3765136860475,2494.7182281783685,4738.899711538461
116,58.88,52.0,67.0,40.30494124954265,35.57424242424243,45.62644230769231,3504.233173535883,2609.9408208955224,4846.358191219158
117,58.37,51.475,66.52499999999999,41.05453919292117,35.992045454545455,46.45947398190045,3620.909507776713,2694.5079545454546,4918.918072512023
