model,k,max_loglik,AIC,delta_AIC,akaike_weight
Cell_num_prolif_cst_shed,7,-794.6593789250035,1603.318757850007,0.0,1.0
no_prolif_no_shed,5,-1011.3240788128292,2032.6481576256583,429.3293997756514,5.919777440118267e-94
Cell_num_prolif_no_shed,6,-1298.7775724474218,2609.5551448948436,1006.2363870448366,3.151699538202564e-219
