time_min,step,agent_id,x,y,radius,size,speed
0.0,0,1,807.3479680655059,412.15208326350694,7.755538950942392,1.0,0.0
0.0,0,2,897.7139833320697,921.5800657157077,7.755538950942392,1.0,0.0
0.0,0,3,903.2653414132654,652.908898435476,7.755538950942392,1.0,0.0
0.0,0,4,800.7566888865382,679.5543554924336,7.755538950942392,1.0,0.0
0.0,0,5,821.882201325145,441.8170553975964,7.755538950942392,1.0,0.0
0.0,0,6,852.8391814332838,443.3208456032047,7.755538950942392,1.0,0.0
0.0,0,7,698.7177315546394,367.1161299962157,7.755538950942392,1.0,0.0
0.0,0,8,219.33892013770563,676.6871289129139,7.755538950942392,1.0,0.0
0.0,0,9,91.63516461665202,393.4107848333164,7.755538950942392,1.0,0.0
0.0,0,10,292.47890790971945,741.560875658126,7.755538950942392,1.0,0.0
0.0,0,11,686.1175663232457,457.8416954256067,7.755538950942392,1.0,0.0
0.0,0,12,494.59393237296456,970.6546268043637,7.755538950942392,1.0,0.0
0.0,0,13,326.3628544256725,2.8355739419894888,7.755538950942392,1.0,0.0
0.0,0,14,1108.185792091581,166.65996872444762,7.755538950942392,1.0,0.0
0.0,0,15,1290.2086031455674,856.1081002834177,7.755538950942392,1.0,0.0
0.0,0,16,987.3883136806412,309.16087228014425,7.755538950942392,1.0,0.0
0.0,0,17,406.8617327833292,92.12756526817378,7.755538950942392,1.0,0.0
0.0,0,18,293.52428355697907,948.0025917342399,7.755538950942392,1.0,0.0
0.0,0,19,73.0800128393175,812.5758717863496,7.755538950942392,1.0,0.0
0.0,0,20,1316.0812176648267,527.3750340029042,7.755538950942392,1.0,0.0
0.0,0,21,266.9117857733235,210.11492557513532,7.755538950942392,1.0,0.0
0.0,0,22,959.3782589140136,487.23503988456775,7.755538950942392,1.0,0.0
0.0,0,23,959.5386668978058,826.4873383352193,7.755538950942392,1.0,0.0
0.0,0,24,140.3573802772905,725.7094069832029,7.755538950942392,1.0,0.0
0.0,0,25,980.7590425134131,250.7718612536854,7.755538950942392,1.0,0.0
0.0,0,26,916.9366746548762,1012.5441782591881,7.755538950942392,1.0,0.0
0.0,0,27,189.70128583792606,686.8159023113467,7.755538950942392,1.0,0.0
0.0,0,28,1318.6635191389475,537.0591885064345,7.755538950942392,1.0,0.0
0.0,0,29,30.49135507580977,669.5501679785964,7.755538950942392,1.0,0.0
0.0,0,30,647.7384613926267,709.4856108875405,7.755538950942392,1.0,0.0
0.0,0,31,590.2910979906433,610.2566341411264,7.755538950942392,1.0,0.0
0.0,0,32,1234.938166244102,566.7294366956365,7.755538950942392,1.0,0.0
0.0,0,33,938.6860273921561,379.1514026432362,7.755538950942392,1.0,0.0
0.0,0,34,1163.1832782407773,784.1977528090957,7.755538950942392,1.0,0.0
0.0,0,35,1120.5362199947983,928.496223883612,7.755538950942392,1.0,0.0
0.0,0,36,78.53589195171355,1017.8499421782818,7.755538950942392,1.0,0.0
0.0,0,37,274.4070525496019,855.5377160283784,7.755538950942392,1.0,0.0
0.0,0,38,986.6900502122559,123.72005862592556,7.755538950942392,1.0,0.0
0.0,0,39,298.2430218811792,7.997683011538934,7.755538950942392,1.0,0.0
0.0,0,40,312.144638736776,303.4820089558679,7.755538950942392,1.0,0.0
0.0,0,41,941.643245632753,903.2893103321256,7.755538950942392,1.0,0.0
0.0,0,42,586.178051207592,323.5098314758823,7.755538950942392,1.0,0.0
0.0,0,43,1171.0181451239887,612.6078175175742,7.755538950942392,1.0,0.0
0.0,0,44,960.7202713190964,487.3693874017706,7.755538950942392,1.0,0.0
0.0,0,45,1126.1832031209779,375.4537544195065,7.755538950942392,1.0,0.0
0.0,0,46,725.8757254696676,155.64119470503758,7.755538950942392,1.0,0.0
0.0,0,47,629.2247763022109,578.2216362687429,7.755538950942392,1.0,0.0
0.0,0,48,925.892831239757,349.57574757671324,7.755538950942392,1.0,0.0
0.0,0,49,560.4196621214854,546.6202843887941,7.755538950942392,1.0,0.0
0.0,0,50,913.9193538646198,482.0802715119334,7.755538950942392,1.0,0.0
0.0,0,51,334.56923440594113,779.2631670807262,7.755538950942392,1.0,0.0
0.0,0,52,353.14487301409275,828.4078590417831,7.755538950942392,1.0,0.0
0.0,0,53,646.3287460672346,611.8397643554434,7.755538950942392,1.0,0.0
