S0
346.1
337.05
323.15
316.05
306.15
297.15
287.05
284.0
275.0
268.0
260.05
255.05
249.05
246.0
239.05
234.0
229.14999999999998
226.0
220.0
215.2
213.05
210.05
207.1
202.1
200.0
194.1
189.05
189.0
184.05
182.05
180.1
177.0
174.14999999999998
171.05
167.14999999999998
164.1
160.1
156.0
152.0
150.0
149.05
148.0
145.0
142.05
139.0
137.0
136.05
134.1
133.0
131.0
130.0
127.05
125.05
