S2
21.045697306217107
23.157003883955433
24.84334814122048
27.59301413777993
29.598643631128287
31.70436507936508
34.606571552096845
37.30457335146633
39.91375
43.09338842975207
46.66079192546584
49.85328051153739
53.46343136414302
57.147513249082756
59.62653288740245
64.11668501503155
69.01785714285714
73.11550644216342
76.00492610837438
81.45767195767195
86.13823922932835
92.50710137427404
99.01645119586296
103.87249145697422
109.4570703299985
115.43041474654378
122.87489547038328
127.7253719485772
135.9767311466218
144.0891159812854
152.7875199044586
159.46854838709677
166.52973837756446
177.82144372772024
185.36375838926176
196.19167209378054
209.11563367252546
218.11547700754977
228.2171271979904
240.26540524865885
253.16046868387645
265.4207241910632
283.2086104684789
295.79374665545447
315.33881335894785
333.96496883730924
349.33677536231886
365.6459624655647
383.7538592568934
403.35235507246375
417.57338383080844
432.032590051458
452.04079588993386
