model,k,max_loglik,AIC,delta_AIC,akaike_weight
no_prolif_no_shed,5,-1041.4621805543902,2092.9243611087804,0.0,1.0
Cell_num_prolif_cst_shed,7,-1252.219596904391,2518.439193808782,425.51483270000153,3.986833466672521e-93
Cell_num_prolif_no_shed,6,-1283.2237826460607,2578.4475652921215,485.523204183341,3.7151452130067724e-106
