step,num_clusters,mean_cluster_size,mean_squared_cluster_size
71,98.47,15.460567056042004,505.53413643275337
72,100.14,15.770154940611514,556.3096137905213
73,101.73,16.07204554835785,595.6037718492182
74,103.1,16.398064477796932,635.5180114359121
75,104.01,16.800816186039263,670.6640750381173
76,105.55,17.104458723026195,711.057449672339
77,106.32,17.51558430455212,750.6497197908634
78,106.9,17.94777305712354,791.2980973884415
79,107.22,18.435622643423038,832.9432279271646
80,107.77,18.889002938956228,883.6841912467379
81,107.95,19.397362374808125,938.8005431619504
82,108.52,19.82812483536517,981.913996256207
83,109.48,20.202383958565377,1029.7250165619091
84,109.5,20.733331131187565,1084.4851945545115
85,110.24,21.137032254553674,1138.2522113284422
86,110.84,21.54291899179943,1190.890258107436
87,110.91,22.071751672875557,1252.922416027334
88,110.73,22.633427227147795,1318.252370383232
89,110.79,23.15872264592905,1378.134587063515
90,111.05,23.627847645789572,1441.53160378835
91,111.34,24.103047000054517,1509.1422524721427
92,111.34,24.652961415054747,1576.4764139159183
93,111.87,25.081756602414742,1637.835705029632
94,111.73,25.65111654380538,1714.7924033239233
95,111.94,26.13384373932677,1785.5001236850567
96,112.26,26.614421182977583,1877.360986494212
97,112.01,27.208688741601136,1961.4376890616882
98,112.58,27.594700317370034,2041.1969016310677
99,112.79,28.071080493833797,2119.1362837625584
100,112.85,28.572012862442772,2192.184693268518
101,113.2,28.98461785567013,2279.0870849955436
102,113.38,29.48827895835915,2375.1101199166274
103,113.81,29.89875716797251,2452.301951547043
104,113.46,30.507934391687193,2558.049181185474
105,113.27,31.090382113254105,2663.2934050451017
106,113.32,31.581685879162187,2751.437857857167
107,113.05,32.18701172232329,2857.0503173939137
108,113.31,32.62969893465767,2940.5420727984438
109,113.63,33.04886410500172,3034.32103320972
110,113.74,33.53335497333453,3142.5913842815276
111,113.46,34.15338932504469,3265.939888826573
112,113.75,34.5707005839261,3374.873228462001
113,114.18,34.95370633216916,3475.8114828009802
114,113.58,35.688199228310935,3611.101439615509
115,114.1,36.00958519721429,3694.5024823454814
116,114.47,36.38927146821682,3815.196788021685
117,114.68,36.82627596046651,3933.856716545149
118,114.28,37.46349864451146,4092.850682311172
119,114.01,38.06777717125967,4255.406884104363
120,114.75,38.33376904899055,4354.520239332688
121,115.4,38.62848667528836,4451.437613394793
122,115.23,39.15470916578278,4598.385727606872
123,115.75,39.48320004949236,4715.624408465578
124,115.75,39.97279712720752,4851.7858599666215
125,115.54,40.55165265155152,4999.218561042499
126,115.79,40.94143050134542,5146.975669401602
127,115.42,41.54709686078722,5310.748588460434
128,115.03,42.1775031938956,5489.962834680042
129,115.32,42.58777123017476,5650.318933009759
130,114.52,43.35617335726891,5847.258263037135
131,114.69,43.8104214406728,5994.140392884616
132,114.41,44.40254132386118,6194.283816438854
133,114.51,44.84960335075468,6340.552415419944
134,114.78,45.24634944863607,6528.686550301013
135,114.59,45.763036292389145,6707.891798658567
136,114.87,46.15020790981661,6862.921806645759
137,114.77,46.6825582539299,7059.856826842122
138,114.59,47.28382721307705,7248.197393133248
139,114.2,47.90684635939281,7458.511069966984
140,113.5,48.73503873334298,7686.465347226713
141,113.61,49.18352353635656,7863.486658181036
142,113.97,49.47913054917346,7992.728366215664
143,113.96,49.96495100692706,8190.818268700122
144,113.77,50.49981084639695,8401.611240522921
