model,k,max_loglik,AIC,delta_AIC,akaike_weight
Cell_num_prolif_no_shed,6,-749.0383062866974,1510.0766125733949,0.0,0.731058722804952
Cell_num_prolif_cst_shed,7,-749.0383070199946,1512.0766140399892,2.0000014665943127,0.268941277195048
