S0
307.0
301.0
294.0
286.5
279.0
274.0
268.0
262.0
256.0
250.0
245.0
239.0
233.0
229.5
225.5
221.5
218.0
214.0
209.5
206.5
203.0
200.0
195.0
193.0
188.5
186.0
183.0
180.0
177.0
175.0
173.0
170.0
167.5
165.0
162.5
160.0
158.5
156.0
154.0
151.0
149.5
146.5
145.0
142.5
140.0
138.0
137.0
134.0
132.0
131.0
129.0
128.0
126.0
